gamma,realizations,vertices_per_realization,mean_degree,variance_to_mean,dispersion_ci_low,dispersion_ci_high,total_variation,tv_ci_low,tv_ci_high,bootstrap_resamples,resampling_unit
2.0,50,500,5.52812,0.759276076785598,0.7405661579009675,0.7789402158144314,0.06785802236354155,0.062050203352199296,0.07410552183876874,10000,realization
3.0,50,500,4.93244,0.8058396344202869,0.7859471336413784,0.8248838256080423,0.05252934494957893,0.04556716632749351,0.06127322922150526,10000,realization
