panel,group,rho,trial,connected
smax,5,0.5,4,0
gamma,2.0,1.0,4,0
smax,5,1.0,4,0
gamma,2.0,1.5,4,0
smax,5,1.5,4,0
gamma,2.0,2.0,4,0
smax,5,2.0,4,0
gamma,2.0,2.5,4,0
smax,5,2.5,4,0
gamma,2.0,3.0,4,0
smax,5,3.0,4,0
gamma,2.0,3.5,4,1
smax,5,3.5,4,1
gamma,2.0,4.0,4,1
smax,5,4.0,4,1
gamma,2.0,4.5,4,1
smax,5,4.5,4,1
gamma,2.0,5.0,4,1
smax,5,5.0,4,1
gamma,2.0,0.5,5,0
smax,5,0.5,5,0
gamma,2.0,1.0,5,0
smax,5,1.0,5,0
gamma,2.0,1.5,5,0
smax,5,1.5,5,0
gamma,2.0,2.0,5,0
smax,5,2.0,5,0
gamma,2.0,2.5,5,1
smax,5,2.5,5,1
gamma,2.0,3.0,5,1
smax,5,3.0,5,1
gamma,2.0,3.5,5,1
smax,5,3.5,5,1
gamma,2.0,4.0,5,1
smax,5,4.0,5,1
gamma,2.0,4.5,5,1
smax,5,4.5,5,1
gamma,2.0,5.0,5,1
smax,5,5.0,5,1
gamma,2.0,0.5,6,0
smax,5,0.5,6,0
gamma,2.0,1.0,6,0
smax,5,1.0,6,0
gamma,2.0,1.5,6,0
smax,5,1.5,6,0
gamma,2.0,2.0,6,0
smax,5,2.0,6,0
gamma,2.0,2.5,6,0
smax,5,2.5,6,0
gamma,2.0,3.0,6,0
smax,5,3.0,6,0
gamma,2.0,3.5,6,1
smax,5,3.5,6,1
gamma,2.0,4.0,6,1
smax,5,4.0,6,1
gamma,2.0,4.5,6,1
smax,5,4.5,6,1
gamma,2.0,5.0,6,1
smax,5,5.0,6,1
gamma,2.0,0.5,7,0
smax,5,0.5,7,0
gamma,2.0,1.0,7,0
smax,5,1.0,7,0
gamma,2.0,1.5,7,0
smax,5,1.5,7,0
gamma,2.0,2.0,7,0
smax,5,2.0,7,0
gamma,2.0,2.5,7,0
smax,5,2.5,7,0
gamma,2.0,3.0,7,0
smax,5,3.0,7,0
gamma,2.0,3.5,7,1
smax,5,3.5,7,1
gamma,2.0,4.0,7,1
smax,5,4.0,7,1
gamma,2.0,4.5,7,1
smax,5,4.5,7,1
gamma,2.0,5.0,7,1
smax,5,5.0,7,1
gamma,2.0,0.5,8,0
smax,5,0.5,8,0
gamma,2.0,1.0,8,0
smax,5,1.0,8,0
gamma,2.0,1.5,8,0
smax,5,1.5,8,0
gamma,2.0,2.0,8,0
smax,5,2.0,8,0
gamma,2.0,2.5,8,0
smax,5,2.5,8,0
gamma,2.0,3.0,8,0
smax,5,3.0,8,0
gamma,2.0,3.5,8,0
smax,5,3.5,8,0
gamma,2.0,4.0,8,0
smax,5,4.0,8,0
gamma,2.0,4.5,8,0
smax,5,4.5,8,0
gamma,2.0,5.0,8,0
smax,5,5.0,8,0
gamma,2.0,0.5,9,0
smax,5,0.5,9,0
gamma,2.0,1.0,9,0
smax,5,1.0,9,0
gamma,2.0,1.5,9,0
smax,5,1.5,9,0
gamma,2.0,2.0,9,0
smax,5,2.0,9,0
gamma,2.0,2.5,9,0
smax,5,2.5,9,0
gamma,2.0,3.0,9,1
smax,5,3.0,9,1
gamma,2.0,3.5,9,1
smax,5,3.5,9,1
gamma,2.0,4.0,9,1
smax,5,4.0,9,1
gamma,2.0,4.5,9,1
smax,5,4.5,9,1
gamma,2.0,5.0,9,1
smax,5,5.0,9,1
gamma,2.0,0.5,10,0
smax,5,0.5,10,0
gamma,2.0,1.0,10,0
smax,5,1.0,10,0
gamma,2.0,1.5,10,0
smax,5,1.5,10,0
gamma,2.0,2.0,10,0
smax,5,2.0,10,0
gamma,2.0,2.5,10,0
smax,5,2.5,10,0
gamma,2.0,3.0,10,0
smax,5,3.0,10,0
gamma,2.0,3.5,10,0
smax,5,3.5,10,0
gamma,2.0,4.0,10,0
smax,5,4.0,10,0
gamma,2.0,4.5,10,0
smax,5,4.5,10,0
gamma,2.0,5.0,10,1
smax,5,5.0,10,1
gamma,2.0,0.5,11,0
smax,5,0.5,11,0
gamma,2.0,1.0,11,0
smax,5,1.0,11,0
gamma,2.0,1.5,11,0
smax,5,1.5,11,0
gamma,2.0,2.0,11,0
smax,5,2.0,11,0
gamma,2.0,2.5,11,0
smax,5,2.5,11,0
gamma,2.0,3.0,11,0
smax,5,3.0,11,0
gamma,2.0,3.5,11,0
smax,5,3.5,11,0
gamma,2.0,4.0,11,0
smax,5,4.0,11,0
gamma,2.0,4.5,11,0
smax,5,4.5,11,0
gamma,2.0,5.0,11,0
smax,5,5.0,11,0
gamma,2.0,0.5,12,0
smax,5,0.5,12,0
gamma,2.0,1.0,12,0
smax,5,1.0,12,0
gamma,2.0,1.5,12,0
smax,5,1.5,12,0
gamma,2.0,2.0,12,0
smax,5,2.0,12,0
gamma,2.0,2.5,12,0
smax,5,2.5,12,0
gamma,2.0,3.0,12,0
smax,5,3.0,12,0
gamma,2.0,3.5,12,0
smax,5,3.5,12,0
gamma,2.0,4.0,12,1
smax,5,4.0,12,1
gamma,2.0,4.5,12,1
smax,5,4.5,12,1
gamma,2.0,5.0,12,1
smax,5,5.0,12,1
gamma,2.0,0.5,13,0
smax,5,0.5,13,0
gamma,2.0,1.0,13,0
smax,5,1.0,13,0
gamma,2.0,1.5,13,0
smax,5,1.5,13,0
gamma,2.0,2.0,13,0
smax,5,2.0,13,0
gamma,2.0,2.5,13,0
smax,5,2.5,13,0
gamma,2.0,3.0,13,0
smax,5,3.0,13,0
gamma,2.0,3.5,13,0
smax,5,3.5,13,0
gamma,2.0,4.0,13,0
smax,5,4.0,13,0
gamma,2.0,4.5,13,1
smax,5,4.5,13,1
gamma,2.0,5.0,13,1
smax,5,5.0,13,1
gamma,2.0,0.5,14,0
smax,5,0.5,14,0
gamma,2.0,1.0,14,0
smax,5,1.0,14,0
gamma,2.0,1.5,14,0
smax,5,1.5,14,0
gamma,2.0,2.0,14,0
smax,5,2.0,14,0
gamma,2.0,2.5,14,1
smax,5,2.5,14,1
gamma,2.0,3.0,14,1
smax,5,3.0,14,1
gamma,2.0,3.5,14,1
smax,5,3.5,14,1
gamma,2.0,4.0,14,1
smax,5,4.0,14,1
gamma,2.0,4.5,14,1
smax,5,4.5,14,1
gamma,2.0,5.0,14,1
smax,5,5.0,14,1
gamma,2.0,0.5,15,0
smax,5,0.5,15,0
gamma,2.0,1.0,15,0
smax,5,1.0,15,0
gamma,2.0,1.5,15,0
smax,5,1.5,15,0
gamma,2.0,2.0,15,0
smax,5,2.0,15,0
gamma,2.0,2.5,15,0
smax,5,2.5,15,0
gamma,2.0,3.0,15,0
smax,5,3.0,15,0
gamma,2.0,3.5,15,0
smax,5,3.5,15,0
gamma,2.0,4.0,15,0
smax,5,4.0,15,0
gamma,2.0,4.5,15,0
smax,5,4.5,15,0
gamma,2.0,5.0,15,1
smax,5,5.0,15,1
gamma,2.0,0.5,16,0
smax,5,0.5,16,0
gamma,2.0,1.0,16,0
smax,5,1.0,16,0
gamma,2.0,1.5,16,0
smax,5,1.5,16,0
gamma,2.0,2.0,16,0
smax,5,2.0,16,0
gamma,2.0,2.5,16,0
smax,5,2.5,16,0
gamma,2.0,3.0,16,0
smax,5,3.0,16,0
gamma,2.0,3.5,16,0
smax,5,3.5,16,0
gamma,2.0,4.0,16,0
smax,5,4.0,16,0
gamma,2.0,4.5,16,1
smax,5,4.5,16,1
gamma,2.0,5.0,16,1
smax,5,5.0,16,1
gamma,2.0,0.5,17,0
smax,5,0.5,17,0
gamma,2.0,1.0,17,0
smax,5,1.0,17,0
gamma,2.0,1.5,17,0
smax,5,1.5,17,0
gamma,2.0,2.0,17,0
smax,5,2.0,17,0
gamma,2.0,2.5,17,0
smax,5,2.5,17,0
gamma,2.0,3.0,17,0
smax,5,3.0,17,0
gamma,2.0,3.5,17,1
smax,5,3.5,17,1
gamma,2.0,4.0,17,1
smax,5,4.0,17,1
gamma,2.0,4.5,17,1
smax,5,4.5,17,1
gamma,2.0,5.0,17,1
smax,5,5.0,17,1
gamma,2.0,0.5,18,0
smax,5,0.5,18,0
gamma,2.0,1.0,18,0
smax,5,1.0,18,0
gamma,2.0,1.5,18,0
smax,5,1.5,18,0
gamma,2.0,2.0,18,0
smax,5,2.0,18,0
gamma,2.0,2.5,18,0
smax,5,2.5,18,0
gamma,2.0,3.0,18,1
smax,5,3.0,18,1
gamma,2.0,3.5,18,1
smax,5,3.5,18,1
gamma,2.0,4.0,18,1
smax,5,4.0,18,1
gamma,2.0,4.5,18,1
smax,5,4.5,18,1
gamma,2.0,5.0,18,1
smax,5,5.0,18,1
gamma,2.0,0.5,19,0
smax,5,0.5,19,0
gamma,2.0,1.0,19,0
smax,5,1.0,19,0
gamma,2.0,1.5,19,0
smax,5,1.5,19,0
gamma,2.0,2.0,19,0
smax,5,2.0,19,0
gamma,2.0,2.5,19,0
smax,5,2.5,19,0
gamma,2.0,3.0,19,0
smax,5,3.0,19,0
gamma,2.0,3.5,19,0
smax,5,3.5,19,0
gamma,2.0,4.0,19,0
smax,5,4.0,19,0
gamma,2.0,4.5,19,1
smax,5,4.5,19,1
gamma,2.0,5.0,19,1
smax,5,5.0,19,1
gamma,2.0,0.5,20,0
smax,5,0.5,20,0
gamma,2.0,1.0,20,0
smax,5,1.0,20,0
gamma,2.0,1.5,20,0
smax,5,1.5,20,0
gamma,2.0,2.0,20,0
smax,5,2.0,20,0
gamma,2.0,2.5,20,0
smax,5,2.5,20,0
gamma,2.0,3.0,20,0
smax,5,3.0,20,0
gamma,2.0,3.5,20,0
smax,5,3.5,20,0
gamma,2.0,4.0,20,0
smax,5,4.0,20,0
gamma,2.0,4.5,20,0
smax,5,4.5,20,0
gamma,2.0,5.0,20,0
smax,5,5.0,20,0
gamma,2.0,0.5,21,0
smax,5,0.5,21,0
gamma,2.0,1.0,21,0
smax,5,1.0,21,0
gamma,2.0,1.5,21,0
smax,5,1.5,21,0
gamma,2.0,2.0,21,0
smax,5,2.0,21,0
gamma,2.0,2.5,21,0
smax,5,2.5,21,0
gamma,2.0,3.0,21,0
smax,5,3.0,21,0
gamma,2.0,3.5,21,0
smax,5,3.5,21,0
gamma,2.0,4.0,21,0
smax,5,4.0,21,0
gamma,2.0,4.5,21,1
smax,5,4.5,21,1
gamma,2.0,5.0,21,1
smax,5,5.0,21,1
gamma,2.0,0.5,22,0
smax,5,0.5,22,0
gamma,2.0,1.0,22,0
smax,5,1.0,22,0
gamma,2.0,1.5,22,0
smax,5,1.5,22,0
gamma,2.0,2.0,22,0
smax,5,2.0,22,0
gamma,2.0,2.5,22,0
smax,5,2.5,22,0
gamma,2.0,3.0,22,0
smax,5,3.0,22,0
gamma,2.0,3.5,22,0
smax,5,3.5,22,0
gamma,2.0,4.0,22,0
smax,5,4.0,22,0
gamma,2.0,4.5,22,0
smax,5,4.5,22,0
gamma,2.0,5.0,22,1
smax,5,5.0,22,1
gamma,2.0,0.5,23,0
smax,5,0.5,23,0
gamma,2.0,1.0,23,0
smax,5,1.0,23,0
gamma,2.0,1.5,23,0
smax,5,1.5,23,0
gamma,2.0,2.0,23,0
smax,5,2.0,23,0
gamma,2.0,2.5,23,0
smax,5,2.5,23,0
gamma,2.0,3.0,23,0
smax,5,3.0,23,0
gamma,2.0,3.5,23,1
smax,5,3.5,23,1
gamma,2.0,4.0,23,1
smax,5,4.0,23,1
gamma,2.0,4.5,23,1
smax,5,4.5,23,1
gamma,2.0,5.0,23,1
smax,5,5.0,23,1
gamma,2.0,0.5,24,0
smax,5,0.5,24,0
gamma,2.0,1.0,24,0
smax,5,1.0,24,0
gamma,2.0,1.5,24,0
smax,5,1.5,24,0
gamma,2.0,2.0,24,0
smax,5,2.0,24,0
gamma,2.0,2.5,24,0
smax,5,2.5,24,0
gamma,2.0,3.0,24,0
smax,5,3.0,24,0
gamma,2.0,3.5,24,1
smax,5,3.5,24,1
gamma,2.0,4.0,24,1
smax,5,4.0,24,1
gamma,2.0,4.5,24,1
smax,5,4.5,24,1
gamma,2.0,5.0,24,1
smax,5,5.0,24,1
gamma,2.0,0.5,25,0
smax,5,0.5,25,0
gamma,2.0,1.0,25,0
smax,5,1.0,25,0
gamma,2.0,1.5,25,0
smax,5,1.5,25,0
gamma,2.0,2.0,25,0
smax,5,2.0,25,0
gamma,2.0,2.5,25,1
smax,5,2.5,25,1
gamma,2.0,3.0,25,1
smax,5,3.0,25,1
gamma,2.0,3.5,25,1
smax,5,3.5,25,1
gamma,2.0,4.0,25,1
smax,5,4.0,25,1
gamma,2.0,4.5,25,1
smax,5,4.5,25,1
gamma,2.0,5.0,25,1
smax,5,5.0,25,1
gamma,2.0,0.5,26,0
smax,5,0.5,26,0
gamma,2.0,1.0,26,0
smax,5,1.0,26,0
gamma,2.0,1.5,26,0
smax,5,1.5,26,0
gamma,2.0,2.0,26,0
smax,5,2.0,26,0
gamma,2.0,2.5,26,0
smax,5,2.5,26,0
gamma,2.0,3.0,26,1
smax,5,3.0,26,1
gamma,2.0,3.5,26,1
smax,5,3.5,26,1
gamma,2.0,4.0,26,1
smax,5,4.0,26,1
gamma,2.0,4.5,26,1
smax,5,4.5,26,1
gamma,2.0,5.0,26,1
smax,5,5.0,26,1
gamma,2.0,0.5,27,0
smax,5,0.5,27,0
gamma,2.0,1.0,27,0
smax,5,1.0,27,0
gamma,2.0,1.5,27,0
smax,5,1.5,27,0
gamma,2.0,2.0,27,0
smax,5,2.0,27,0
gamma,2.0,2.5,27,0
smax,5,2.5,27,0
gamma,2.0,3.0,27,0
smax,5,3.0,27,0
gamma,2.0,3.5,27,0
smax,5,3.5,27,0
gamma,2.0,4.0,27,0
smax,5,4.0,27,0
gamma,2.0,4.5,27,1
smax,5,4.5,27,1
gamma,2.0,5.0,27,1
smax,5,5.0,27,1
gamma,2.0,0.5,28,0
smax,5,0.5,28,0
gamma,2.0,1.0,28,0
smax,5,1.0,28,0
gamma,2.0,1.5,28,0
smax,5,1.5,28,0
gamma,2.0,2.0,28,0
smax,5,2.0,28,0
gamma,2.0,2.5,28,0
smax,5,2.5,28,0
gamma,2.0,3.0,28,0
smax,5,3.0,28,0
gamma,2.0,3.5,28,0
smax,5,3.5,28,0
gamma,2.0,4.0,28,1
smax,5,4.0,28,1
gamma,2.0,4.5,28,1
smax,5,4.5,28,1
gamma,2.0,5.0,28,1
smax,5,5.0,28,1
gamma,2.0,0.5,29,0
smax,5,0.5,29,0
gamma,2.0,1.0,29,0
smax,5,1.0,29,0
gamma,2.0,1.5,29,0
smax,5,1.5,29,0
gamma,2.0,2.0,29,0
smax,5,2.0,29,0
gamma,2.0,2.5,29,0
smax,5,2.5,29,0
gamma,2.0,3.0,29,1
smax,5,3.0,29,1
gamma,2.0,3.5,29,1
smax,5,3.5,29,1
gamma,2.0,4.0,29,1
smax,5,4.0,29,1
gamma,2.0,4.5,29,1
smax,5,4.5,29,1
gamma,2.0,5.0,29,1
smax,5,5.0,29,1
gamma,2.0,0.5,30,0
smax,5,0.5,30,0
gamma,2.0,1.0,30,0
smax,5,1.0,30,0
gamma,2.0,1.5,30,0
smax,5,1.5,30,0
gamma,2.0,2.0,30,0
smax,5,2.0,30,0
gamma,2.0,2.5,30,0
smax,5,2.5,30,0
gamma,2.0,3.0,30,0
smax,5,3.0,30,0
gamma,2.0,3.5,30,0
smax,5,3.5,30,0
gamma,2.0,4.0,30,1
smax,5,4.0,30,1
gamma,2.0,4.5,30,1
smax,5,4.5,30,1
gamma,2.0,5.0,30,1
smax,5,5.0,30,1
gamma,2.0,0.5,31,0
smax,5,0.5,31,0
gamma,2.0,1.0,31,0
smax,5,1.0,31,0
gamma,2.0,1.5,31,0
smax,5,1.5,31,0
gamma,2.0,2.0,31,0
smax,5,2.0,31,0
gamma,2.0,2.5,31,0
smax,5,2.5,31,0
gamma,2.0,3.0,31,0
smax,5,3.0,31,0
gamma,2.0,3.5,31,1
smax,5,3.5,31,1
gamma,2.0,4.0,31,1
smax,5,4.0,31,1
gamma,2.0,4.5,31,1
smax,5,4.5,31,1
gamma,2.0,5.0,31,1
smax,5,5.0,31,1
gamma,2.0,0.5,32,0
smax,5,0.5,32,0
gamma,2.0,1.0,32,0
smax,5,1.0,32,0
gamma,2.0,1.5,32,0
smax,5,1.5,32,0
gamma,2.0,2.0,32,0
smax,5,2.0,32,0
gamma,2.0,2.5,32,0
smax,5,2.5,32,0
gamma,2.0,3.0,32,0
smax,5,3.0,32,0
gamma,2.0,3.5,32,1
smax,5,3.5,32,1
gamma,2.0,4.0,32,1
smax,5,4.0,32,1
gamma,2.0,4.5,32,1
smax,5,4.5,32,1
gamma,2.0,5.0,32,1
smax,5,5.0,32,1
gamma,2.0,0.5,33,0
smax,5,0.5,33,0
gamma,2.0,1.0,33,0
smax,5,1.0,33,0
gamma,2.0,1.5,33,0
smax,5,1.5,33,0
gamma,2.0,2.0,33,0
smax,5,2.0,33,0
gamma,2.0,2.5,33,0
smax,5,2.5,33,0
gamma,2.0,3.0,33,0
smax,5,3.0,33,0
gamma,2.0,3.5,33,0
smax,5,3.5,33,0
gamma,2.0,4.0,33,0
smax,5,4.0,33,0
gamma,2.0,4.5,33,1
smax,5,4.5,33,1
gamma,2.0,5.0,33,1
smax,5,5.0,33,1
gamma,2.0,0.5,34,0
smax,5,0.5,34,0
gamma,2.0,1.0,34,0
smax,5,1.0,34,0
gamma,2.0,1.5,34,0
smax,5,1.5,34,0
gamma,2.0,2.0,34,0
smax,5,2.0,34,0
gamma,2.0,2.5,34,0
smax,5,2.5,34,0
gamma,2.0,3.0,34,0
smax,5,3.0,34,0
gamma,2.0,3.5,34,0
smax,5,3.5,34,0
gamma,2.0,4.0,34,1
smax,5,4.0,34,1
gamma,2.0,4.5,34,1
smax,5,4.5,34,1
gamma,2.0,5.0,34,1
smax,5,5.0,34,1
gamma,2.0,0.5,35,0
smax,5,0.5,35,0
gamma,2.0,1.0,35,0
smax,5,1.0,35,0
gamma,2.0,1.5,35,0
smax,5,1.5,35,0
gamma,2.0,2.0,35,0
smax,5,2.0,35,0
gamma,2.0,2.5,35,0
smax,5,2.5,35,0
gamma,2.0,3.0,35,0
smax,5,3.0,35,0
gamma,2.0,3.5,35,1
smax,5,3.5,35,1
gamma,2.0,4.0,35,1
smax,5,4.0,35,1
gamma,2.0,4.5,35,1
smax,5,4.5,35,1
gamma,2.0,5.0,35,1
smax,5,5.0,35,1
gamma,2.0,0.5,36,0
smax,5,0.5,36,0
gamma,2.0,1.0,36,0
smax,5,1.0,36,0
gamma,2.0,1.5,36,0
smax,5,1.5,36,0
gamma,2.0,2.0,36,0
smax,5,2.0,36,0
gamma,2.0,2.5,36,0
smax,5,2.5,36,0
gamma,2.0,3.0,36,0
smax,5,3.0,36,0
gamma,2.0,3.5,36,0
smax,5,3.5,36,0
gamma,2.0,4.0,36,1
smax,5,4.0,36,1
gamma,2.0,4.5,36,1
smax,5,4.5,36,1
gamma,2.0,5.0,36,1
smax,5,5.0,36,1
gamma,2.0,0.5,37,0
smax,5,0.5,37,0
gamma,2.0,1.0,37,0
smax,5,1.0,37,0
gamma,2.0,1.5,37,0
smax,5,1.5,37,0
gamma,2.0,2.0,37,0
smax,5,2.0,37,0
gamma,2.0,2.5,37,0
smax,5,2.5,37,0
gamma,2.0,3.0,37,1
smax,5,3.0,37,1
gamma,2.0,3.5,37,1
smax,5,3.5,37,1
gamma,2.0,4.0,37,1
smax,5,4.0,37,1
gamma,2.0,4.5,37,1
smax,5,4.5,37,1
gamma,2.0,5.0,37,1
smax,5,5.0,37,1
gamma,2.0,0.5,38,0
smax,5,0.5,38,0
gamma,2.0,1.0,38,0
smax,5,1.0,38,0
gamma,2.0,1.5,38,0
smax,5,1.5,38,0
gamma,2.0,2.0,38,0
smax,5,2.0,38,0
gamma,2.0,2.5,38,0
smax,5,2.5,38,0
gamma,2.0,3.0,38,0
smax,5,3.0,38,0
gamma,2.0,3.5,38,0
smax,5,3.5,38,0
gamma,2.0,4.0,38,1
smax,5,4.0,38,1
gamma,2.0,4.5,38,1
smax,5,4.5,38,1
gamma,2.0,5.0,38,1
smax,5,5.0,38,1
gamma,2.0,0.5,39,0
smax,5,0.5,39,0
gamma,2.0,1.0,39,0
smax,5,1.0,39,0
gamma,2.0,1.5,39,0
smax,5,1.5,39,0
gamma,2.0,2.0,39,0
smax,5,2.0,39,0
gamma,2.0,2.5,39,0
smax,5,2.5,39,0
gamma,2.0,3.0,39,0
smax,5,3.0,39,0
gamma,2.0,3.5,39,0
smax,5,3.5,39,0
gamma,2.0,4.0,39,0
smax,5,4.0,39,0
gamma,2.0,4.5,39,0
smax,5,4.5,39,0
gamma,2.0,5.0,39,1
smax,5,5.0,39,1
gamma,2.0,0.5,40,0
smax,5,0.5,40,0
gamma,2.0,1.0,40,0
smax,5,1.0,40,0
gamma,2.0,1.5,40,0
smax,5,1.5,40,0
gamma,2.0,2.0,40,0
smax,5,2.0,40,0
gamma,2.0,2.5,40,0
smax,5,2.5,40,0
gamma,2.0,3.0,40,0
smax,5,3.0,40,0
gamma,2.0,3.5,40,0
smax,5,3.5,40,0
gamma,2.0,4.0,40,0
smax,5,4.0,40,0
gamma,2.0,4.5,40,0
smax,5,4.5,40,0
gamma,2.0,5.0,40,0
smax,5,5.0,40,0
gamma,2.0,0.5,41,0
smax,5,0.5,41,0
gamma,2.0,1.0,41,0
smax,5,1.0,41,0
gamma,2.0,1.5,41,0
smax,5,1.5,41,0
gamma,2.0,2.0,41,0
smax,5,2.0,41,0
gamma,2.0,2.5,41,0
smax,5,2.5,41,0
gamma,2.0,3.0,41,0
smax,5,3.0,41,0
gamma,2.0,3.5,41,1
smax,5,3.5,41,1
gamma,2.0,4.0,41,1
smax,5,4.0,41,1
gamma,2.0,4.5,41,1
smax,5,4.5,41,1
gamma,2.0,5.0,41,1
smax,5,5.0,41,1
gamma,2.0,0.5,42,0
smax,5,0.5,42,0
gamma,2.0,1.0,42,0
smax,5,1.0,42,0
gamma,2.0,1.5,42,0
smax,5,1.5,42,0
gamma,2.0,2.0,42,0
smax,5,2.0,42,0
gamma,2.0,2.5,42,0
smax,5,2.5,42,0
gamma,2.0,3.0,42,0
smax,5,3.0,42,0
gamma,2.0,3.5,42,0
smax,5,3.5,42,0
gamma,2.0,4.0,42,0
smax,5,4.0,42,0
gamma,2.0,4.5,42,1
smax,5,4.5,42,1
gamma,2.0,5.0,42,1
smax,5,5.0,42,1
gamma,2.0,0.5,43,0
smax,5,0.5,43,0
gamma,2.0,1.0,43,0
smax,5,1.0,43,0
gamma,2.0,1.5,43,0
smax,5,1.5,43,0
gamma,2.0,2.0,43,0
smax,5,2.0,43,0
gamma,2.0,2.5,43,0
smax,5,2.5,43,0
gamma,2.0,3.0,43,1
smax,5,3.0,43,1
gamma,2.0,3.5,43,1
smax,5,3.5,43,1
gamma,2.0,4.0,43,1
smax,5,4.0,43,1
gamma,2.0,4.5,43,1
smax,5,4.5,43,1
gamma,2.0,5.0,43,1
smax,5,5.0,43,1
gamma,2.0,0.5,44,0
smax,5,0.5,44,0
gamma,2.0,1.0,44,0
smax,5,1.0,44,0
gamma,2.0,1.5,44,0
smax,5,1.5,44,0
gamma,2.0,2.0,44,0
smax,5,2.0,44,0
gamma,2.0,2.5,44,0
smax,5,2.5,44,0
gamma,2.0,3.0,44,1
smax,5,3.0,44,1
gamma,2.0,3.5,44,1
smax,5,3.5,44,1
gamma,2.0,4.0,44,1
smax,5,4.0,44,1
gamma,2.0,4.5,44,1
smax,5,4.5,44,1
gamma,2.0,5.0,44,1
smax,5,5.0,44,1
gamma,2.0,0.5,45,0
smax,5,0.5,45,0
gamma,2.0,1.0,45,0
smax,5,1.0,45,0
gamma,2.0,1.5,45,0
smax,5,1.5,45,0
gamma,2.0,2.0,45,0
smax,5,2.0,45,0
gamma,2.0,2.5,45,0
smax,5,2.5,45,0
gamma,2.0,3.0,45,0
smax,5,3.0,45,0
gamma,2.0,3.5,45,1
smax,5,3.5,45,1
gamma,2.0,4.0,45,1
smax,5,4.0,45,1
gamma,2.0,4.5,45,1
smax,5,4.5,45,1
gamma,2.0,5.0,45,1
smax,5,5.0,45,1
gamma,2.0,0.5,46,0
smax,5,0.5,46,0
gamma,2.0,1.0,46,0
smax,5,1.0,46,0
gamma,2.0,1.5,46,0
smax,5,1.5,46,0
gamma,2.0,2.0,46,0
smax,5,2.0,46,0
gamma,2.0,2.5,46,0
smax,5,2.5,46,0
gamma,2.0,3.0,46,0
smax,5,3.0,46,0
gamma,2.0,3.5,46,0
smax,5,3.5,46,0
gamma,2.0,4.0,46,0
smax,5,4.0,46,0
gamma,2.0,4.5,46,1
smax,5,4.5,46,1
gamma,2.0,5.0,46,1
smax,5,5.0,46,1
gamma,2.0,0.5,47,0
smax,5,0.5,47,0
gamma,2.0,1.0,47,0
smax,5,1.0,47,0
gamma,2.0,1.5,47,0
smax,5,1.5,47,0
gamma,2.0,2.0,47,0
smax,5,2.0,47,0
gamma,2.0,2.5,47,0
smax,5,2.5,47,0
gamma,2.0,3.0,47,1
smax,5,3.0,47,1
gamma,2.0,3.5,47,1
smax,5,3.5,47,1
gamma,2.0,4.0,47,1
smax,5,4.0,47,1
gamma,2.0,4.5,47,1
smax,5,4.5,47,1
gamma,2.0,5.0,47,1
smax,5,5.0,47,1
gamma,2.0,0.5,48,0
smax,5,0.5,48,0
gamma,2.0,1.0,48,0
smax,5,1.0,48,0
gamma,2.0,1.5,48,0
smax,5,1.5,48,0
gamma,2.0,2.0,48,0
smax,5,2.0,48,0
gamma,2.0,2.5,48,1
smax,5,2.5,48,1
gamma,2.0,3.0,48,1
smax,5,3.0,48,1
gamma,2.0,3.5,48,1
smax,5,3.5,48,1
gamma,2.0,4.0,48,1
smax,5,4.0,48,1
gamma,2.0,4.5,48,1
smax,5,4.5,48,1
gamma,2.0,5.0,48,1
smax,5,5.0,48,1
gamma,2.0,0.5,49,0
smax,5,0.5,49,0
gamma,2.0,1.0,49,0
smax,5,1.0,49,0
gamma,2.0,1.5,49,0
smax,5,1.5,49,0
gamma,2.0,2.0,49,0
smax,5,2.0,49,0
gamma,2.0,2.5,49,1
smax,5,2.5,49,1
gamma,2.0,3.0,49,1
smax,5,3.0,49,1
gamma,2.0,3.5,49,1
smax,5,3.5,49,1
gamma,2.0,4.0,49,1
smax,5,4.0,49,1
gamma,2.0,4.5,49,1
smax,5,4.5,49,1
gamma,2.0,5.0,49,1
smax,5,5.0,49,1
gamma,2.0,0.5,50,0
smax,5,0.5,50,0
gamma,2.0,1.0,50,0
smax,5,1.0,50,0
gamma,2.0,1.5,50,0
smax,5,1.5,50,0
gamma,2.0,2.0,50,0
smax,5,2.0,50,0
gamma,2.0,2.5,50,0
smax,5,2.5,50,0
gamma,2.0,3.0,50,0
smax,5,3.0,50,0
gamma,2.0,3.5,50,0
smax,5,3.5,50,0
gamma,2.0,4.0,50,0
smax,5,4.0,50,0
gamma,2.0,4.5,50,1
smax,5,4.5,50,1
gamma,2.0,5.0,50,1
smax,5,5.0,50,1
gamma,2.0,0.5,51,0
smax,5,0.5,51,0
gamma,2.0,1.0,51,0
smax,5,1.0,51,0
gamma,2.0,1.5,51,0
smax,5,1.5,51,0
gamma,2.0,2.0,51,0
smax,5,2.0,51,0
gamma,2.0,2.5,51,0
smax,5,2.5,51,0
gamma,2.0,3.0,51,0
smax,5,3.0,51,0
gamma,2.0,3.5,51,0
smax,5,3.5,51,0
gamma,2.0,4.0,51,0
smax,5,4.0,51,0
gamma,2.0,4.5,51,1
smax,5,4.5,51,1
gamma,2.0,5.0,51,1
smax,5,5.0,51,1
gamma,2.0,0.5,52,0
smax,5,0.5,52,0
gamma,2.0,1.0,52,0
smax,5,1.0,52,0
gamma,2.0,1.5,52,0
