rho,trial,q,sat_seed,size_null_seed,checkpoint_swaps_per_edge,rewire_seed,stage_successful_swaps,stage_attempted_swaps,cumulative_successful_swaps,cumulative_attempted_swaps,stage_acceptance_rate,clustering,degree_sequence_sha256,size_sequence_sha256,sat_degree_sequence_sha256,sat_size_sequence_sha256
3.0,12,490,383226136,1239347416,50,3187911296,14700,14748,24500,24574,0.9967453213995118,0.23563311973325093,d5afc41c00a459c0eecc659c956a767f4a7cfec8db0289525e25db8f003d0582,6965cdf70ab940ca7ee8168cd578238e4837dab768a5748e9d73a04dcb60f17d,d5afc41c00a459c0eecc659c956a767f4a7cfec8db0289525e25db8f003d0582,6965cdf70ab940ca7ee8168cd578238e4837dab768a5748e9d73a04dcb60f17d
3.0,12,490,383226136,1239347416,100,971315149,24500,24559,49000,49133,0.9975976220530152,0.2315509199114381,d5afc41c00a459c0eecc659c956a767f4a7cfec8db0289525e25db8f003d0582,6965cdf70ab940ca7ee8168cd578238e4837dab768a5748e9d73a04dcb60f17d,d5afc41c00a459c0eecc659c956a767f4a7cfec8db0289525e25db8f003d0582,6965cdf70ab940ca7ee8168cd578238e4837dab768a5748e9d73a04dcb60f17d
3.0,12,490,383226136,1239347416,200,2292955584,49000,49134,98000,98267,0.9972727642772825,0.2252848218693839,d5afc41c00a459c0eecc659c956a767f4a7cfec8db0289525e25db8f003d0582,6965cdf70ab940ca7ee8168cd578238e4837dab768a5748e9d73a04dcb60f17d,d5afc41c00a459c0eecc659c956a767f4a7cfec8db0289525e25db8f003d0582,6965cdf70ab940ca7ee8168cd578238e4837dab768a5748e9d73a04dcb60f17d
3.0,13,511,857267689,113655878,20,424949786,10220,10243,10220,10243,0.997754564092551,0.21796794165854724,b085aaaff602101e28a85121aa1a613c285a6edba178f0bae585cdf465e180b4,3e060d6f69762257ea5905309c947da747c2f43da915f13fa1241e73747fe83b,b085aaaff602101e28a85121aa1a613c285a6edba178f0bae585cdf465e180b4,3e060d6f69762257ea5905309c947da747c2f43da915f13fa1241e73747fe83b
3.0,13,511,857267689,113655878,50,2887615937,15330,15374,25550,25617,0.9971380252374138,0.22151575653416686,b085aaaff602101e28a85121aa1a613c285a6edba178f0bae585cdf465e180b4,3e060d6f69762257ea5905309c947da747c2f43da915f13fa1241e73747fe83b,b085aaaff602101e28a85121aa1a613c285a6edba178f0bae585cdf465e180b4,3e060d6f69762257ea5905309c947da747c2f43da915f13fa1241e73747fe83b
3.0,13,511,857267689,113655878,100,1161105062,25550,25631,51100,51248,0.99683976434786,0.22085020261651367,b085aaaff602101e28a85121aa1a613c285a6edba178f0bae585cdf465e180b4,3e060d6f69762257ea5905309c947da747c2f43da915f13fa1241e73747fe83b,b085aaaff602101e28a85121aa1a613c285a6edba178f0bae585cdf465e180b4,3e060d6f69762257ea5905309c947da747c2f43da915f13fa1241e73747fe83b
3.0,13,511,857267689,113655878,200,4279745706,51100,51263,102200,102511,0.996820318748415,0.2172555930222151,b085aaaff602101e28a85121aa1a613c285a6edba178f0bae585cdf465e180b4,3e060d6f69762257ea5905309c947da747c2f43da915f13fa1241e73747fe83b,b085aaaff602101e28a85121aa1a613c285a6edba178f0bae585cdf465e180b4,3e060d6f69762257ea5905309c947da747c2f43da915f13fa1241e73747fe83b
3.0,14,474,1329852424,2765887872,20,2033977957,9480,9510,9480,9510,0.9968454258675079,0.2365862236807457,3d436bd5e78727e24a3bcc44ebd49a15bcc2376abff519270523115f4e00e631,f2a945c2fa4f427a58e103c4eb3960cd3121012ef001b8e8a58ee4086bfa3ee8,3d436bd5e78727e24a3bcc44ebd49a15bcc2376abff519270523115f4e00e631,f2a945c2fa4f427a58e103c4eb3960cd3121012ef001b8e8a58ee4086bfa3ee8
3.0,14,474,1329852424,2765887872,50,3477498885,14220,14265,23700,23775,0.9968454258675079,0.2285648445171848,3d436bd5e78727e24a3bcc44ebd49a15bcc2376abff519270523115f4e00e631,f2a945c2fa4f427a58e103c4eb3960cd3121012ef001b8e8a58ee4086bfa3ee8,3d436bd5e78727e24a3bcc44ebd49a15bcc2376abff519270523115f4e00e631,f2a945c2fa4f427a58e103c4eb3960cd3121012ef001b8e8a58ee4086bfa3ee8
3.0,14,474,1329852424,2765887872,100,3608967624,23700,23766,47400,47541,0.9972229235041656,0.24158616738232339,3d436bd5e78727e24a3bcc44ebd49a15bcc2376abff519270523115f4e00e631,f2a945c2fa4f427a58e103c4eb3960cd3121012ef001b8e8a58ee4086bfa3ee8,3d436bd5e78727e24a3bcc44ebd49a15bcc2376abff519270523115f4e00e631,f2a945c2fa4f427a58e103c4eb3960cd3121012ef001b8e8a58ee4086bfa3ee8
3.0,14,474,1329852424,2765887872,200,749212788,47400,47552,94800,95093,0.9968034993270525,0.23747032068004428,3d436bd5e78727e24a3bcc44ebd49a15bcc2376abff519270523115f4e00e631,f2a945c2fa4f427a58e103c4eb3960cd3121012ef001b8e8a58ee4086bfa3ee8,3d436bd5e78727e24a3bcc44ebd49a15bcc2376abff519270523115f4e00e631,f2a945c2fa4f427a58e103c4eb3960cd3121012ef001b8e8a58ee4086bfa3ee8
3.0,15,493,2088320296,3185915404,20,3125813494,9860,9887,9860,9887,0.9972691412966521,0.2263376849222764,2087fb92af7d465bce2d0906b76639e8d650adde1be543df2833d86fec69fcc7,11fb2ea90520a4324d255f0ae9a5a2ea96c005e08422f74627b55eca1b16450a,2087fb92af7d465bce2d0906b76639e8d650adde1be543df2833d86fec69fcc7,11fb2ea90520a4324d255f0ae9a5a2ea96c005e08422f74627b55eca1b16450a
3.0,15,493,2088320296,3185915404,50,3703404973,14790,14823,24650,24710,0.9977737300141671,0.22898820456869676,2087fb92af7d465bce2d0906b76639e8d650adde1be543df2833d86fec69fcc7,11fb2ea90520a4324d255f0ae9a5a2ea96c005e08422f74627b55eca1b16450a,2087fb92af7d465bce2d0906b76639e8d650adde1be543df2833d86fec69fcc7,11fb2ea90520a4324d255f0ae9a5a2ea96c005e08422f74627b55eca1b16450a
3.0,15,493,2088320296,3185915404,100,573548426,24650,24693,49300,49403,0.9982586158020491,0.2227502677675982,2087fb92af7d465bce2d0906b76639e8d650adde1be543df2833d86fec69fcc7,11fb2ea90520a4324d255f0ae9a5a2ea96c005e08422f74627b55eca1b16450a,2087fb92af7d465bce2d0906b76639e8d650adde1be543df2833d86fec69fcc7,11fb2ea90520a4324d255f0ae9a5a2ea96c005e08422f74627b55eca1b16450a
3.0,15,493,2088320296,3185915404,200,1241862765,49300,49419,98600,98822,0.9975920192638459,0.22720997244338734,2087fb92af7d465bce2d0906b76639e8d650adde1be543df2833d86fec69fcc7,11fb2ea90520a4324d255f0ae9a5a2ea96c005e08422f74627b55eca1b16450a,2087fb92af7d465bce2d0906b76639e8d650adde1be543df2833d86fec69fcc7,11fb2ea90520a4324d255f0ae9a5a2ea96c005e08422f74627b55eca1b16450a
3.0,16,456,1445469071,1676975923,20,2412224455,9120,9139,9120,9139,0.997920997920998,0.22912891060716092,565d797246076438b155541705cbe08fdec7adf24c4cdcc752d5d4647f3edab1,5ee34f6a5b579f0453e7095a04b237064337c5d2ded3c0ccf69787fab09ca065,565d797246076438b155541705cbe08fdec7adf24c4cdcc752d5d4647f3edab1,5ee34f6a5b579f0453e7095a04b237064337c5d2ded3c0ccf69787fab09ca065
3.0,16,456,1445469071,1676975923,50,3818472931,13680,13711,22800,22850,0.9977390416453942,0.23110841049541686,565d797246076438b155541705cbe08fdec7adf24c4cdcc752d5d4647f3edab1,5ee34f6a5b579f0453e7095a04b237064337c5d2ded3c0ccf69787fab09ca065,565d797246076438b155541705cbe08fdec7adf24c4cdcc752d5d4647f3edab1,5ee34f6a5b579f0453e7095a04b237064337c5d2ded3c0ccf69787fab09ca065
3.0,16,456,1445469071,1676975923,100,223344392,22800,22851,45600,45701,0.9977681501903637,0.2297174755913703,565d797246076438b155541705cbe08fdec7adf24c4cdcc752d5d4647f3edab1,5ee34f6a5b579f0453e7095a04b237064337c5d2ded3c0ccf69787fab09ca065,565d797246076438b155541705cbe08fdec7adf24c4cdcc752d5d4647f3edab1,5ee34f6a5b579f0453e7095a04b237064337c5d2ded3c0ccf69787fab09ca065
3.0,16,456,1445469071,1676975923,200,3524070351,45600,45707,91200,91408,0.9976590019034284,0.23226730848964497,565d797246076438b155541705cbe08fdec7adf24c4cdcc752d5d4647f3edab1,5ee34f6a5b579f0453e7095a04b237064337c5d2ded3c0ccf69787fab09ca065,565d797246076438b155541705cbe08fdec7adf24c4cdcc752d5d4647f3edab1,5ee34f6a5b579f0453e7095a04b237064337c5d2ded3c0ccf69787fab09ca065
3.0,17,478,3691385688,1154050903,20,440601324,9560,9584,9560,9584,0.9974958263772955,0.2356547533913196,c6f1fdb71f05210783df5f33c65fdcd3ba7ba00a63df333fc9a1f71fb445312f,57a744efe85d59b691c50a1ad2df65d737503cf7856f9c9375dbd805e0be8523,c6f1fdb71f05210783df5f33c65fdcd3ba7ba00a63df333fc9a1f71fb445312f,57a744efe85d59b691c50a1ad2df65d737503cf7856f9c9375dbd805e0be8523
3.0,17,478,3691385688,1154050903,50,2626525676,14340,14385,23900,23969,0.9968717413972888,0.22961823054980143,c6f1fdb71f05210783df5f33c65fdcd3ba7ba00a63df333fc9a1f71fb445312f,57a744efe85d59b691c50a1ad2df65d737503cf7856f9c9375dbd805e0be8523,c6f1fdb71f05210783df5f33c65fdcd3ba7ba00a63df333fc9a1f71fb445312f,57a744efe85d59b691c50a1ad2df65d737503cf7856f9c9375dbd805e0be8523
3.0,17,478,3691385688,1154050903,100,3021792182,23900,23970,47800,47939,0.9970796829370046,0.23599067303186033,c6f1fdb71f05210783df5f33c65fdcd3ba7ba00a63df333fc9a1f71fb445312f,57a744efe85d59b691c50a1ad2df65d737503cf7856f9c9375dbd805e0be8523,c6f1fdb71f05210783df5f33c65fdcd3ba7ba00a63df333fc9a1f71fb445312f,57a744efe85d59b691c50a1ad2df65d737503cf7856f9c9375dbd805e0be8523
3.0,17,478,3691385688,1154050903,200,3426761798,47800,47961,95600,95900,0.996643105856842,0.23271258982291884,c6f1fdb71f05210783df5f33c65fdcd3ba7ba00a63df333fc9a1f71fb445312f,57a744efe85d59b691c50a1ad2df65d737503cf7856f9c9375dbd805e0be8523,c6f1fdb71f05210783df5f33c65fdcd3ba7ba00a63df333fc9a1f71fb445312f,57a744efe85d59b691c50a1ad2df65d737503cf7856f9c9375dbd805e0be8523
3.0,18,507,66818159,560833161,20,3474718378,10140,10162,10140,10162,0.9978350718362528,0.21600076105509564,bc36fecbd88cb127d74fca82f0dc5fa0bf42747c897162f4dfbd6a9e52b1bf6e,bc81fb760b0d58b699ff56e9d07cf8082ea504446a1aa2f4eb841fbbb7f0c1c4,bc36fecbd88cb127d74fca82f0dc5fa0bf42747c897162f4dfbd6a9e52b1bf6e,bc81fb760b0d58b699ff56e9d07cf8082ea504446a1aa2f4eb841fbbb7f0c1c4
3.0,18,507,66818159,560833161,50,1604098839,15210,15242,25350,25404,0.9979005379871408,0.21758340462766143,bc36fecbd88cb127d74fca82f0dc5fa0bf42747c897162f4dfbd6a9e52b1bf6e,bc81fb760b0d58b699ff56e9d07cf8082ea504446a1aa2f4eb841fbbb7f0c1c4,bc36fecbd88cb127d74fca82f0dc5fa0bf42747c897162f4dfbd6a9e52b1bf6e,bc81fb760b0d58b699ff56e9d07cf8082ea504446a1aa2f4eb841fbbb7f0c1c4
3.0,18,507,66818159,560833161,100,3671065508,25350,25400,50700,50804,0.9980314960629921,0.2144384227948305,bc36fecbd88cb127d74fca82f0dc5fa0bf42747c897162f4dfbd6a9e52b1bf6e,bc81fb760b0d58b699ff56e9d07cf8082ea504446a1aa2f4eb841fbbb7f0c1c4,bc36fecbd88cb127d74fca82f0dc5fa0bf42747c897162f4dfbd6a9e52b1bf6e,bc81fb760b0d58b699ff56e9d07cf8082ea504446a1aa2f4eb841fbbb7f0c1c4
3.0,18,507,66818159,560833161,200,1139269252,50700,50808,101400,101612,0.9978743504959848,0.2085508461261543,bc36fecbd88cb127d74fca82f0dc5fa0bf42747c897162f4dfbd6a9e52b1bf6e,bc81fb760b0d58b699ff56e9d07cf8082ea504446a1aa2f4eb841fbbb7f0c1c4,bc36fecbd88cb127d74fca82f0dc5fa0bf42747c897162f4dfbd6a9e52b1bf6e,bc81fb760b0d58b699ff56e9d07cf8082ea504446a1aa2f4eb841fbbb7f0c1c4
3.0,19,505,2987651459,2164299336,20,2735112692,10100,10130,10100,10130,0.9970384995064165,0.214833132847702,0ee63a778ae76cdd044ae2d4c77db4306c819bdeef2e82bb5e344b53e3098d5f,da91e137a4d971fa3918c49e437b785fba366c0a233ca729ce0a0d36c9a0b3f9,0ee63a778ae76cdd044ae2d4c77db4306c819bdeef2e82bb5e344b53e3098d5f,da91e137a4d971fa3918c49e437b785fba366c0a233ca729ce0a0d36c9a0b3f9
3.0,19,505,2987651459,2164299336,50,1100134282,15150,15182,25250,25312,0.9978922408114873,0.22730447957646607,0ee63a778ae76cdd044ae2d4c77db4306c819bdeef2e82bb5e344b53e3098d5f,da91e137a4d971fa3918c49e437b785fba366c0a233ca729ce0a0d36c9a0b3f9,0ee63a778ae76cdd044ae2d4c77db4306c819bdeef2e82bb5e344b53e3098d5f,da91e137a4d971fa3918c49e437b785fba366c0a233ca729ce0a0d36c9a0b3f9
3.0,19,505,2987651459,2164299336,100,2302273798,25250,25315,50500,50627,0.9974323523602607,0.21958988535435583,0ee63a778ae76cdd044ae2d4c77db4306c819bdeef2e82bb5e344b53e3098d5f,da91e137a4d971fa3918c49e437b785fba366c0a233ca729ce0a0d36c9a0b3f9,0ee63a778ae76cdd044ae2d4c77db4306c819bdeef2e82bb5e344b53e3098d5f,da91e137a4d971fa3918c49e437b785fba366c0a233ca729ce0a0d36c9a0b3f9
3.0,19,505,2987651459,2164299336,200,1548821633,50500,50650,101000,101277,0.9970384995064165,0.2214914195706923,0ee63a778ae76cdd044ae2d4c77db4306c819bdeef2e82bb5e344b53e3098d5f,da91e137a4d971fa3918c49e437b785fba366c0a233ca729ce0a0d36c9a0b3f9,0ee63a778ae76cdd044ae2d4c77db4306c819bdeef2e82bb5e344b53e3098d5f,da91e137a4d971fa3918c49e437b785fba366c0a233ca729ce0a0d36c9a0b3f9
3.0,20,480,817486929,968319847,20,3765636212,9600,9628,9600,9628,0.9970918155380141,0.2177553238345819,29e30f28c8efe65a722b023b749d614a014754d10b87a92eb8914d24bb16dc0f,4b35c7a39c0e86b69550bcbe7ad432648444eb0cd7cda35a2513cd5963f7e205,29e30f28c8efe65a722b023b749d614a014754d10b87a92eb8914d24bb16dc0f,4b35c7a39c0e86b69550bcbe7ad432648444eb0cd7cda35a2513cd5963f7e205
3.0,20,480,817486929,968319847,50,1477965227,14400,14422,24000,24050,0.9984745527666066,0.21870575050321586,29e30f28c8efe65a722b023b749d614a014754d10b87a92eb8914d24bb16dc0f,4b35c7a39c0e86b69550bcbe7ad432648444eb0cd7cda35a2513cd5963f7e205,29e30f28c8efe65a722b023b749d614a014754d10b87a92eb8914d24bb16dc0f,4b35c7a39c0e86b69550bcbe7ad432648444eb0cd7cda35a2513cd5963f7e205
3.0,20,480,817486929,968319847,100,3277678055,24000,24045,48000,48095,0.9981285090455396,0.21781689409322935,29e30f28c8efe65a722b023b749d614a014754d10b87a92eb8914d24bb16dc0f,4b35c7a39c0e86b69550bcbe7ad432648444eb0cd7cda35a2513cd5963f7e205,29e30f28c8efe65a722b023b749d614a014754d10b87a92eb8914d24bb16dc0f,4b35c7a39c0e86b69550bcbe7ad432648444eb0cd7cda35a2513cd5963f7e205
3.0,20,480,817486929,968319847,200,2079797898,48000,48110,96000,96205,0.9977135730617335,0.21554107032768394,29e30f28c8efe65a722b023b749d614a014754d10b87a92eb8914d24bb16dc0f,4b35c7a39c0e86b69550bcbe7ad432648444eb0cd7cda35a2513cd5963f7e205,29e30f28c8efe65a722b023b749d614a014754d10b87a92eb8914d24bb16dc0f,4b35c7a39c0e86b69550bcbe7ad432648444eb0cd7cda35a2513cd5963f7e205
3.0,21,478,2676141432,208289729,20,830064896,9560,9572,9560,9572,0.9987463435018805,0.2259145975883835,915c4d38567dd236d68f32a50134f6d54005bf06139823ea4ca3834761581aec,26131495b714bb6bcd7257adb2e365a01da0f733c5d2a6e00419703327d6f1c6,915c4d38567dd236d68f32a50134f6d54005bf06139823ea4ca3834761581aec,26131495b714bb6bcd7257adb2e365a01da0f733c5d2a6e00419703327d6f1c6
3.0,21,478,2676141432,208289729,50,1566621251,14340,14367,23900,23939,0.9981206932553769,0.22614937392897702,915c4d38567dd236d68f32a50134f6d54005bf06139823ea4ca3834761581aec,26131495b714bb6bcd7257adb2e365a01da0f733c5d2a6e00419703327d6f1c6,915c4d38567dd236d68f32a50134f6d54005bf06139823ea4ca3834761581aec,26131495b714bb6bcd7257adb2e365a01da0f733c5d2a6e00419703327d6f1c6
3.0,21,478,2676141432,208289729,100,2603390922,23900,23948,47800,47887,0.997995657257391,0.21875633676925038,915c4d38567dd236d68f32a50134f6d54005bf06139823ea4ca3834761581aec,26131495b714bb6bcd7257adb2e365a01da0f733c5d2a6e00419703327d6f1c6,915c4d38567dd236d68f32a50134f6d54005bf06139823ea4ca3834761581aec,26131495b714bb6bcd7257adb2e365a01da0f733c5d2a6e00419703327d6f1c6
3.0,21,478,2676141432,208289729,200,1134432965,47800,47915,95600,95802,0.9975999165188354,0.22468366693112196,915c4d38567dd236d68f32a50134f6d54005bf06139823ea4ca3834761581aec,26131495b714bb6bcd7257adb2e365a01da0f733c5d2a6e00419703327d6f1c6,915c4d38567dd236d68f32a50134f6d54005bf06139823ea4ca3834761581aec,26131495b714bb6bcd7257adb2e365a01da0f733c5d2a6e00419703327d6f1c6
3.0,22,479,3132734797,1734352589,20,4244126358,9580,9608,9580,9608,0.9970857618651124,0.21552930306045875,4fae158766b24bec27a40c895882ec16de4fb78812a25142613f18700cd1de09,41535104f20198b1414d16fa99282add3d7c1c135beade0377d6723839d2fde7,4fae158766b24bec27a40c895882ec16de4fb78812a25142613f18700cd1de09,41535104f20198b1414d16fa99282add3d7c1c135beade0377d6723839d2fde7
3.0,22,479,3132734797,1734352589,50,225470944,14370,14401,23950,24009,0.9978473717102979,0.22040158822791592,4fae158766b24bec27a40c895882ec16de4fb78812a25142613f18700cd1de09,41535104f20198b1414d16fa99282add3d7c1c135beade0377d6723839d2fde7,4fae158766b24bec27a40c895882ec16de4fb78812a25142613f18700cd1de09,41535104f20198b1414d16fa99282add3d7c1c135beade0377d6723839d2fde7
3.0,22,479,3132734797,1734352589,100,1966841862,23950,24018,47900,48027,0.9971687900741111,0.21476936123474866,4fae158766b24bec27a40c895882ec16de4fb78812a25142613f18700cd1de09,41535104f20198b1414d16fa99282add3d7c1c135beade0377d6723839d2fde7,4fae158766b24bec27a40c895882ec16de4fb78812a25142613f18700cd1de09,41535104f20198b1414d16fa99282add3d7c1c135beade0377d6723839d2fde7
3.0,22,479,3132734797,1734352589,200,3392015606,47900,48000,95800,96027,0.9979166666666667,0.22106449174702264,4fae158766b24bec27a40c895882ec16de4fb78812a25142613f18700cd1de09,41535104f20198b1414d16fa99282add3d7c1c135beade0377d6723839d2fde7,4fae158766b24bec27a40c895882ec16de4fb78812a25142613f18700cd1de09,41535104f20198b1414d16fa99282add3d7c1c135beade0377d6723839d2fde7
3.0,23,474,3695532870,3614375790,20,1586948283,9480,9503,9480,9503,0.9975797116699989,0.22588644650873418,3471eee6259f9a5a32095bde9b566fe2350f2d8c7124349b8de37d5aa5101e4d,a132ea8cce27e56ccf4c72a3b8630c8086f450937e32b75ecd49a9e5edff401e,3471eee6259f9a5a32095bde9b566fe2350f2d8c7124349b8de37d5aa5101e4d,a132ea8cce27e56ccf4c72a3b8630c8086f450937e32b75ecd49a9e5edff401e
3.0,23,474,3695532870,3614375790,50,1677256695,14220,14251,23700,23754,0.997824714055154,0.2302525559183624,3471eee6259f9a5a32095bde9b566fe2350f2d8c7124349b8de37d5aa5101e4d,a132ea8cce27e56ccf4c72a3b8630c8086f450937e32b75ecd49a9e5edff401e,3471eee6259f9a5a32095bde9b566fe2350f2d8c7124349b8de37d5aa5101e4d,a132ea8cce27e56ccf4c72a3b8630c8086f450937e32b75ecd49a9e5edff401e
3.0,23,474,3695532870,3614375790,100,3090284682,23700,23770,47400,47524,0.9970551114850652,0.22700141330676407,3471eee6259f9a5a32095bde9b566fe2350f2d8c7124349b8de37d5aa5101e4d,a132ea8cce27e56ccf4c72a3b8630c8086f450937e32b75ecd49a9e5edff401e,3471eee6259f9a5a32095bde9b566fe2350f2d8c7124349b8de37d5aa5101e4d,a132ea8cce27e56ccf4c72a3b8630c8086f450937e32b75ecd49a9e5edff401e
3.0,23,474,3695532870,3614375790,200,654079195,47400,47512,94800,95036,0.9976427007913791,0.22608575153709698,3471eee6259f9a5a32095bde9b566fe2350f2d8c7124349b8de37d5aa5101e4d,a132ea8cce27e56ccf4c72a3b8630c8086f450937e32b75ecd49a9e5edff401e,3471eee6259f9a5a32095bde9b566fe2350f2d8c7124349b8de37d5aa5101e4d,a132ea8cce27e56ccf4c72a3b8630c8086f450937e32b75ecd49a9e5edff401e
3.0,24,477,1261491752,656974945,20,3138223968,9540,9560,9540,9560,0.997907949790795,0.23182691991666388,8a4f14ce29b04e9352d23568bed7280436b63551e3c24008a6b18a671f298923,6cf5ebffcf3dfd25e3f0386978b7d0a4f554a45084daa8b76414ce27f85063a1,8a4f14ce29b04e9352d23568bed7280436b63551e3c24008a6b18a671f298923,6cf5ebffcf3dfd25e3f0386978b7d0a4f554a45084daa8b76414ce27f85063a1
3.0,24,477,1261491752,656974945,50,1913202234,14310,14359,23850,23919,0.9965875060937391,0.23383826890759812,8a4f14ce29b04e9352d23568bed7280436b63551e3c24008a6b18a671f298923,6cf5ebffcf3dfd25e3f0386978b7d0a4f554a45084daa8b76414ce27f85063a1,8a4f14ce29b04e9352d23568bed7280436b63551e3c24008a6b18a671f298923,6cf5ebffcf3dfd25e3f0386978b7d0a4f554a45084daa8b76414ce27f85063a1
3.0,24,477,1261491752,656974945,100,969617733,23850,23923,47700,47842,0.9969485432429043,0.22834688235995682,8a4f14ce29b04e9352d23568bed7280436b63551e3c24008a6b18a671f298923,6cf5ebffcf3dfd25e3f0386978b7d0a4f554a45084daa8b76414ce27f85063a1,8a4f14ce29b04e9352d23568bed7280436b63551e3c24008a6b18a671f298923,6cf5ebffcf3dfd25e3f0386978b7d0a4f554a45084daa8b76414ce27f85063a1
3.0,24,477,1261491752,656974945,200,2330844063,47700,47841,95400,95683,0.9970527371919483,0.22023819971800757,8a4f14ce29b04e9352d23568bed7280436b63551e3c24008a6b18a671f298923,6cf5ebffcf3dfd25e3f0386978b7d0a4f554a45084daa8b76414ce27f85063a1,8a4f14ce29b04e9352d23568bed7280436b63551e3c24008a6b18a671f298923,6cf5ebffcf3dfd25e3f0386978b7d0a4f554a45084daa8b76414ce27f85063a1
3.0,25,499,429951282,2888883745,20,2625059605,9980,10006,9980,10006,0.9974015590645613,0.2133977678589524,7d3a263c616fa22080cdc64959afb9bb90f60dfb719edfe0b97e67cbfcf4c5c7,ecabecd85d49c04b3bf88365e1c46cec975cba3002b52d42d2c92273c3fa50a3,7d3a263c616fa22080cdc64959afb9bb90f60dfb719edfe0b97e67cbfcf4c5c7,ecabecd85d49c04b3bf88365e1c46cec975cba3002b52d42d2c92273c3fa50a3
3.0,25,499,429951282,2888883745,50,1744559279,14970,15017,24950,25023,0.9968702137577412,0.21499476369394746,7d3a263c616fa22080cdc64959afb9bb90f60dfb719edfe0b97e67cbfcf4c5c7,ecabecd85d49c04b3bf88365e1c46cec975cba3002b52d42d2c92273c3fa50a3,7d3a263c616fa22080cdc64959afb9bb90f60dfb719edfe0b97e67cbfcf4c5c7,ecabecd85d49c04b3bf88365e1c46cec975cba3002b52d42d2c92273c3fa50a3
3.0,25,499,429951282,2888883745,100,748589799,24950,25030,49900,50053,0.9968038353975229,0.21184959215230628,7d3a263c616fa22080cdc64959afb9bb90f60dfb719edfe0b97e67cbfcf4c5c7,ecabecd85d49c04b3bf88365e1c46cec975cba3002b52d42d2c92273c3fa50a3,7d3a263c616fa22080cdc64959afb9bb90f60dfb719edfe0b97e67cbfcf4c5c7,ecabecd85d49c04b3bf88365e1c46cec975cba3002b52d42d2c92273c3fa50a3
3.0,25,499,429951282,2888883745,200,2732805512,49900,50060,99800,100113,0.9968038353975229,0.2189833238559195,7d3a263c616fa22080cdc64959afb9bb90f60dfb719edfe0b97e67cbfcf4c5c7,ecabecd85d49c04b3bf88365e1c46cec975cba3002b52d42d2c92273c3fa50a3,7d3a263c616fa22080cdc64959afb9bb90f60dfb719edfe0b97e67cbfcf4c5c7,ecabecd85d49c04b3bf88365e1c46cec975cba3002b52d42d2c92273c3fa50a3
3.0,26,503,1106945256,4163352093,20,3495741626,10060,10088,10060,10088,0.9972244250594766,0.22209379915647673,f1cc5fea17976b7f17de81af8b8d4ca6383d046534b42a796a571904fb86f32d,a57bd3318ea01d45eaeba5e02a42605c28dfd08b4277113d084ff0b31c289693,f1cc5fea17976b7f17de81af8b8d4ca6383d046534b42a796a571904fb86f32d,a57bd3318ea01d45eaeba5e02a42605c28dfd08b4277113d084ff0b31c289693
3.0,26,503,1106945256,4163352093,50,2839110178,15090,15134,25150,25222,0.9970926390907889,0.22268476112676192,f1cc5fea17976b7f17de81af8b8d4ca6383d046534b42a796a571904fb86f32d,a57bd3318ea01d45eaeba5e02a42605c28dfd08b4277113d084ff0b31c289693,f1cc5fea17976b7f17de81af8b8d4ca6383d046534b42a796a571904fb86f32d,a57bd3318ea01d45eaeba5e02a42605c28dfd08b4277113d084ff0b31c289693
3.0,26,503,1106945256,4163352093,100,61379555,25150,25209,50300,50431,0.9976595660280059,0.22595399991830423,f1cc5fea17976b7f17de81af8b8d4ca6383d046534b42a796a571904fb86f32d,a57bd3318ea01d45eaeba5e02a42605c28dfd08b4277113d084ff0b31c289693,f1cc5fea17976b7f17de81af8b8d4ca6383d046534b42a796a571904fb86f32d,a57bd3318ea01d45eaeba5e02a42605c28dfd08b4277113d084ff0b31c289693
3.0,26,503,1106945256,4163352093,200,1324597243,50300,50436,100600,100867,0.9973035133634706,0.22457569985932446,f1cc5fea17976b7f17de81af8b8d4ca6383d046534b42a796a571904fb86f32d,a57bd3318ea01d45eaeba5e02a42605c28dfd08b4277113d084ff0b31c289693,f1cc5fea17976b7f17de81af8b8d4ca6383d046534b42a796a571904fb86f32d,a57bd3318ea01d45eaeba5e02a42605c28dfd08b4277113d084ff0b31c289693
3.0,27,500,1742805860,1173769683,20,1529471998,10000,10029,10000,10029,0.9971083856815236,0.216975554927868,622268f994ad3a84e5a14975ab36781db634a4b1768fbf2cd3331d9ded70e485,411a71ed212be6f8e89abc7a7b7fd915e11e974a50293c21e3211858a40f2177,622268f994ad3a84e5a14975ab36781db634a4b1768fbf2cd3331d9ded70e485,411a71ed212be6f8e89abc7a7b7fd915e11e974a50293c21e3211858a40f2177
3.0,27,500,1742805860,1173769683,50,4291978555,15000,15038,25000,25067,0.9974730682271579,0.21903839035899259,622268f994ad3a84e5a14975ab36781db634a4b1768fbf2cd3331d9ded70e485,411a71ed212be6f8e89abc7a7b7fd915e11e974a50293c21e3211858a40f2177,622268f994ad3a84e5a14975ab36781db634a4b1768fbf2cd3331d9ded70e485,411a71ed212be6f8e89abc7a7b7fd915e11e974a50293c21e3211858a40f2177
