gamma,trial,size,unique_count,unique_proportion,retained_attempts,unique_edges
2.5,44,3,227,0.2884371029224905,1052,787
2.5,44,4,144,0.18297331639135958,1052,787
2.5,44,5,180,0.22871664548919948,1052,787
2.5,45,2,235,0.29411764705882354,1068,799
2.5,45,3,230,0.2878598247809762,1068,799
2.5,45,4,152,0.1902377972465582,1068,799
2.5,45,5,182,0.22778473091364204,1068,799
2.5,46,2,201,0.26412614980289095,1059,761
2.5,46,3,222,0.29172141918528255,1059,761
2.5,46,4,150,0.19710906701708278,1059,761
2.5,46,5,188,0.24704336399474375,1059,761
2.5,47,2,207,0.2767379679144385,1020,748
2.5,47,3,181,0.24197860962566844,1020,748
2.5,47,4,155,0.2072192513368984,1020,748
2.5,47,5,205,0.27406417112299464,1020,748
2.5,48,2,217,0.28366013071895424,1052,765
2.5,48,3,233,0.3045751633986928,1052,765
2.5,48,4,134,0.17516339869281045,1052,765
2.5,48,5,181,0.23660130718954248,1052,765
2.5,49,2,242,0.3009950248756219,1047,804
2.5,49,3,215,0.26741293532338306,1047,804
2.5,49,4,161,0.20024875621890548,1047,804
2.5,49,5,186,0.23134328358208955,1047,804
3.0,0,2,232,0.30446194225721784,1041,762
3.0,0,3,236,0.30971128608923887,1041,762
3.0,0,4,145,0.19028871391076116,1041,762
3.0,0,5,149,0.19553805774278216,1041,762
3.0,1,2,233,0.3218232044198895,966,724
3.0,1,3,205,0.28314917127071826,966,724
3.0,1,4,135,0.18646408839779005,966,724
3.0,1,5,151,0.2085635359116022,966,724
3.0,2,2,228,0.2964889466840052,1024,769
3.0,2,3,229,0.2977893368010403,1024,769
3.0,2,4,148,0.19245773732119636,1024,769
3.0,2,5,164,0.21326397919375814,1024,769
3.0,3,2,222,0.3041095890410959,1020,730
3.0,3,3,205,0.2808219178082192,1020,730
3.0,3,4,146,0.2,1020,730
3.0,3,5,157,0.21506849315068494,1020,730
3.0,4,2,222,0.3008130081300813,986,738
3.0,4,3,206,0.2791327913279133,986,738
3.0,4,4,155,0.21002710027100271,986,738
3.0,4,5,155,0.21002710027100271,986,738
3.0,5,2,228,0.3085250338294993,997,739
3.0,5,3,192,0.2598105548037889,997,739
3.0,5,4,151,0.20433017591339647,997,739
3.0,5,5,168,0.2273342354533153,997,739
3.0,6,2,224,0.3124128312412831,999,717
3.0,6,3,193,0.2691771269177127,999,717
3.0,6,4,142,0.19804741980474197,999,717
3.0,6,5,158,0.2203626220362622,999,717
3.0,7,2,213,0.28706199460916443,1028,742
3.0,7,3,220,0.29649595687331537,1028,742
3.0,7,4,149,0.20080862533692723,1028,742
3.0,7,5,160,0.215633423180593,1028,742
3.0,8,2,224,0.29590488771466317,1030,757
3.0,8,3,209,0.2760898282694848,1030,757
3.0,8,4,153,0.202113606340819,1030,757
3.0,8,5,171,0.22589167767503301,1030,757
3.0,9,2,229,0.30250990752972257,1010,757
3.0,9,3,215,0.28401585204755614,1010,757
3.0,9,4,157,0.2073976221928666,1010,757
3.0,9,5,156,0.20607661822985468,1010,757
3.0,10,2,242,0.3261455525606469,988,742
3.0,10,3,199,0.26819407008086255,988,742
3.0,10,4,127,0.1711590296495957,988,742
3.0,10,5,174,0.23450134770889489,988,742
3.0,11,2,230,0.32303370786516855,1019,712
3.0,11,3,198,0.27808988764044945,1019,712
3.0,11,4,127,0.17837078651685392,1019,712
3.0,11,5,157,0.2205056179775281,1019,712
3.0,12,2,213,0.28940217391304346,989,736
3.0,12,3,200,0.2717391304347826,989,736
3.0,12,4,140,0.19021739130434784,989,736
3.0,12,5,183,0.24864130434782608,989,736
3.0,13,2,228,0.30686406460296095,999,743
3.0,13,3,208,0.27994616419919244,999,743
3.0,13,4,136,0.18304172274562583,999,743
3.0,13,5,171,0.23014804845222073,999,743
3.0,14,2,246,0.32073011734028684,1042,767
3.0,14,3,217,0.28292046936114734,1042,767
3.0,14,4,150,0.19556714471968709,1042,767
3.0,14,5,154,0.20078226857887874,1042,767
3.0,15,2,231,0.31048387096774194,1033,744
3.0,15,3,216,0.2903225806451613,1033,744
3.0,15,4,157,0.2110215053763441,1033,744
3.0,15,5,140,0.1881720430107527,1033,744
3.0,16,2,251,0.33691275167785234,1025,745
3.0,16,3,215,0.28859060402684567,1025,745
3.0,16,4,131,0.17583892617449665,1025,745
3.0,16,5,148,0.19865771812080538,1025,745
3.0,17,2,229,0.3021108179419525,991,758
3.0,17,3,211,0.2783641160949868,991,758
3.0,17,4,154,0.20316622691292877,991,758
3.0,17,5,164,0.21635883905013192,991,758
3.0,18,2,237,0.32825484764542934,1016,722
3.0,18,3,200,0.2770083102493075,1016,722
3.0,18,4,138,0.19113573407202217,1016,722
3.0,18,5,147,0.203601108033241,1016,722
3.0,19,2,224,0.3035230352303523,1019,738
3.0,19,3,201,0.27235772357723576,1019,738
3.0,19,4,150,0.2032520325203252,1019,738
3.0,19,5,163,0.22086720867208673,1019,738
3.0,20,2,222,0.30286493860845837,1004,733
3.0,20,3,214,0.29195088676671216,1004,733
3.0,20,4,133,0.18144611186903137,1004,733
3.0,20,5,164,0.22373806275579808,1004,733
3.0,21,2,223,0.3042291950886767,1010,733
3.0,21,3,206,0.2810368349249659,1010,733
3.0,21,4,159,0.21691678035470668,1010,733
3.0,21,5,145,0.19781718963165076,1010,733
3.0,22,2,225,0.3120665742024965,996,721
3.0,22,3,174,0.24133148404993066,996,721
3.0,22,4,158,0.21914008321775313,996,721
3.0,22,5,164,0.2274618585298197,996,721
3.0,23,2,229,0.30987821380243574,1015,739
3.0,23,3,199,0.2692828146143437,1015,739
3.0,23,4,162,0.21921515561569688,1015,739
3.0,23,5,149,0.20162381596752368,1015,739
3.0,24,2,230,0.3062583222370173,1036,751
3.0,24,3,221,0.29427430093209056,1036,751
3.0,24,4,141,0.1877496671105193,1036,751
3.0,24,5,159,0.21171770972037285,1036,751
3.0,25,2,234,0.32231404958677684,1019,726
3.0,25,3,210,0.2892561983471074,1019,726
3.0,25,4,127,0.174931129476584,1019,726
3.0,25,5,155,0.21349862258953167,1019,726
3.0,26,2,242,0.33379310344827584,983,725
3.0,26,3,202,0.2786206896551724,983,725
3.0,26,4,129,0.17793103448275863,983,725
3.0,26,5,152,0.2096551724137931,983,725
3.0,27,2,238,0.31989247311827956,1016,744
3.0,27,3,194,0.260752688172043,1016,744
3.0,27,4,156,0.20967741935483872,1016,744
3.0,27,5,156,0.20967741935483872,1016,744
3.0,28,2,221,0.30694444444444446,1016,720
3.0,28,3,185,0.2569444444444444,1016,720
3.0,28,4,160,0.2222222222222222,1016,720
3.0,28,5,154,0.21388888888888888,1016,720
3.0,29,2,231,0.3055555555555556,1024,756
3.0,29,3,221,0.2923280423280423,1024,756
3.0,29,4,142,0.18783068783068782,1024,756
3.0,29,5,162,0.21428571428571427,1024,756
3.0,30,2,220,0.2937249666221629,999,749
3.0,30,3,206,0.2750333778371162,999,749
3.0,30,4,153,0.20427236315086783,999,749
3.0,30,5,170,0.22696929238985314,999,749
3.0,31,2,245,0.31776913099870296,1035,771
3.0,31,3,219,0.2840466926070039,1035,771
3.0,31,4,146,0.1893644617380026,1035,771
3.0,31,5,161,0.20881971465629054,1035,771
3.0,32,2,253,0.3451568894952251,1016,733
3.0,32,3,196,0.2673942701227831,1016,733
3.0,32,4,136,0.1855388813096862,1016,733
3.0,32,5,148,0.2019099590723056,1016,733
3.0,33,2,236,0.31466666666666665,1021,750
3.0,33,3,204,0.272,1021,750
3.0,33,4,140,0.18666666666666668,1021,750
3.0,33,5,170,0.22666666666666666,1021,750
3.0,34,2,238,0.3169107856191744,1028,751
3.0,34,3,197,0.2623169107856192,1028,751
3.0,34,4,142,0.18908122503328895,1028,751
3.0,34,5,174,0.23169107856191745,1028,751
3.0,35,2,243,0.3235685752330226,1035,751
3.0,35,3,209,0.2782956058588549,1035,751
3.0,35,4,146,0.19440745672436752,1035,751
3.0,35,5,153,0.20372836218375498,1035,751
3.0,36,2,236,0.310935441370224,1021,759
3.0,36,3,204,0.26877470355731226,1021,759
3.0,36,4,159,0.20948616600790515,1021,759
3.0,36,5,160,0.21080368906455862,1021,759
3.0,37,2,233,0.3152909336941813,1010,739
3.0,37,3,198,0.2679296346414073,1010,739
3.0,37,4,145,0.19621109607577808,1010,739
3.0,37,5,163,0.22056833558863329,1010,739
3.0,38,2,229,0.3111413043478261,1039,736
3.0,38,3,210,0.28532608695652173,1039,736
3.0,38,4,160,0.21739130434782608,1039,736
3.0,38,5,137,0.18614130434782608,1039,736
3.0,39,2,254,0.3231552162849873,1057,786
3.0,39,3,217,0.27608142493638677,1057,786
3.0,39,4,140,0.178117048346056,1057,786
3.0,39,5,175,0.22264631043256997,1057,786
3.0,40,2,230,0.31039136302294196,1000,741
3.0,40,3,201,0.27125506072874495,1000,741
3.0,40,4,137,0.18488529014844804,1000,741
3.0,40,5,173,0.23346828609986506,1000,741
3.0,41,2,240,0.32171581769436997,1013,746
3.0,41,3,207,0.2774798927613941,1013,746
3.0,41,4,144,0.19302949061662197,1013,746
3.0,41,5,155,0.20777479892761394,1013,746
3.0,42,2,237,0.3093994778067885,1029,766
3.0,42,3,213,0.2780678851174935,1029,766
3.0,42,4,155,0.20234986945169714,1029,766
3.0,42,5,161,0.21018276762402088,1029,766
3.0,43,2,215,0.27741935483870966,1019,775
3.0,43,3,230,0.2967741935483871,1019,775
3.0,43,4,157,0.20258064516129032,1019,775
3.0,43,5,173,0.2232258064516129,1019,775
3.0,44,2,220,0.29891304347826086,980,736
3.0,44,3,205,0.27853260869565216,980,736
3.0,44,4,140,0.19021739130434784,980,736
3.0,44,5,171,0.23233695652173914,980,736
3.0,45,2,234,0.3263598326359833,999,717
3.0,45,3,202,0.28172942817294283,999,717
3.0,45,4,122,0.1701534170153417,999,717
3.0,45,5,159,0.2217573221757322,999,717
3.0,46,2,223,0.30506155950752395,1015,731
3.0,46,3,196,0.26812585499316005,1015,731
3.0,46,4,148,0.2024623803009576,1015,731
3.0,46,5,164,0.2243502051983584,1015,731
3.0,47,2,220,0.3009575923392613,1005,731
3.0,47,3,206,0.2818057455540356,1005,731
3.0,47,4,134,0.18331053351573187,1005,731
3.0,47,5,171,0.23392612859097128,1005,731
3.0,48,2,239,0.3208053691275168,1002,745
3.0,48,3,205,0.2751677852348993,1002,745
3.0,48,4,146,0.1959731543624161,1002,745
3.0,48,5,155,0.2080536912751678,1002,745
3.0,49,2,258,0.33506493506493507,1061,770
3.0,49,3,223,0.2896103896103896,1061,770
3.0,49,4,157,0.2038961038961039,1061,770
3.0,49,5,132,0.17142857142857143,1061,770
