panel,group,rho,trial,apl_lcc,lcc_fraction,connected,mean_hypergraph_vertex_degree
n,300,2.0,11,8.268742309210374,0.98,0,3.99
gamma,2.0,2.5,11,7.3473132664437015,1.0,1,4.85
n,300,2.5,11,7.3473132664437015,1.0,1,4.85
gamma,2.0,3.0,11,6.957993311036789,1.0,1,5.756666666666667
n,300,3.0,11,6.957993311036789,1.0,1,5.756666666666667
gamma,2.0,3.5,11,6.7387959866220735,1.0,1,6.463333333333333
n,300,3.5,11,6.7387959866220735,1.0,1,6.463333333333333
gamma,2.0,4.0,11,6.466488294314381,1.0,1,7.113333333333333
n,300,4.0,11,6.466488294314381,1.0,1,7.113333333333333
gamma,2.0,4.5,11,6.315027870680044,1.0,1,7.78
n,300,4.5,11,6.315027870680044,1.0,1,7.78
gamma,2.0,5.0,11,6.218974358974359,1.0,1,8.343333333333334
n,300,5.0,11,6.218974358974359,1.0,1,8.343333333333334
gamma,2.0,1.5,12,12.692820750347384,0.85,0,2.93
n,300,1.5,12,12.692820750347384,0.85,0,2.93
gamma,2.0,2.0,12,8.449189507810198,0.87,0,3.77
n,300,2.0,12,8.449189507810198,0.87,0,3.77
gamma,2.0,2.5,12,8.442966265004296,0.98,0,4.726666666666667
n,300,2.5,12,8.442966265004296,0.98,0,4.726666666666667
gamma,2.0,3.0,12,7.414060504747974,0.98,0,5.473333333333334
n,300,3.0,12,7.414060504747974,0.98,0,5.473333333333334
gamma,2.0,3.5,12,7.239353400222965,1.0,1,6.123333333333333
n,300,3.5,12,7.239353400222965,1.0,1,6.123333333333333
gamma,2.0,4.0,12,6.650033444816054,1.0,1,6.79
n,300,4.0,12,6.650033444816054,1.0,1,6.79
gamma,2.0,4.5,12,6.394470457079152,1.0,1,7.27
n,300,4.5,12,6.394470457079152,1.0,1,7.27
gamma,2.0,5.0,12,6.247982162764772,1.0,1,7.883333333333334
n,300,5.0,12,6.247982162764772,1.0,1,7.883333333333334
gamma,2.0,1.5,13,10.854723505211883,0.94,0,3.013333333333333
n,300,1.5,13,10.854723505211883,0.94,0,3.013333333333333
gamma,2.0,2.0,13,8.890691476927392,0.9766666666666667,0,3.86
n,300,2.0,13,8.890691476927392,0.9766666666666667,0,3.86
gamma,2.0,2.5,13,7.977677850801338,0.9833333333333333,0,4.546666666666667
n,300,2.5,13,7.977677850801338,0.9833333333333333,0,4.546666666666667
gamma,2.0,3.0,13,7.647984425103069,0.9866666666666667,0,5.226666666666667
n,300,3.0,13,7.647984425103069,0.9866666666666667,0,5.226666666666667
gamma,2.0,3.5,13,7.158840579710145,1.0,1,5.82
n,300,3.5,13,7.158840579710145,1.0,1,5.82
gamma,2.0,4.0,13,6.707759197324415,1.0,1,6.523333333333333
n,300,4.0,13,6.707759197324415,1.0,1,6.523333333333333
gamma,2.0,4.5,13,6.448740245261984,1.0,1,7.206666666666667
n,300,4.5,13,6.448740245261984,1.0,1,7.206666666666667
gamma,2.0,5.0,13,6.240401337792642,1.0,1,7.866666666666666
n,300,5.0,13,6.240401337792642,1.0,1,7.866666666666666
gamma,2.0,1.5,14,13.434646055698687,0.9533333333333334,0,3.1166666666666667
n,300,1.5,14,13.434646055698687,0.9533333333333334,0,3.1166666666666667
gamma,2.0,2.0,14,9.073158273548326,0.98,0,4.043333333333333
n,300,2.0,14,9.073158273548326,0.98,0,4.043333333333333
gamma,2.0,2.5,14,8.227735972702416,0.9933333333333333,0,4.816666666666666
n,300,2.5,14,8.227735972702416,0.9933333333333333,0,4.816666666666666
gamma,2.0,3.0,14,7.266488294314382,1.0,1,5.6066666666666665
n,300,3.0,14,7.266488294314382,1.0,1,5.6066666666666665
gamma,2.0,3.5,14,6.883366778149387,1.0,1,6.3
n,300,3.5,14,6.883366778149387,1.0,1,6.3
gamma,2.0,4.0,14,6.671549609810479,1.0,1,7.01
n,300,4.0,14,6.671549609810479,1.0,1,7.01
gamma,2.0,4.5,14,6.486911928651059,1.0,1,7.723333333333334
n,300,4.5,14,6.486911928651059,1.0,1,7.723333333333334
gamma,2.0,5.0,14,6.2791304347826085,1.0,1,8.393333333333333
n,300,5.0,14,6.2791304347826085,1.0,1,8.393333333333333
gamma,2.0,1.5,15,8.231751579513375,0.5766666666666667,0,3.06
n,300,1.5,15,8.231751579513375,0.5766666666666667,0,3.06
gamma,2.0,2.0,15,9.476464872438028,0.9933333333333333,0,3.9433333333333334
n,300,2.0,15,9.476464872438028,0.9933333333333333,0,3.9433333333333334
gamma,2.0,2.5,15,7.683455964325529,1.0,1,4.77
n,300,2.5,15,7.683455964325529,1.0,1,4.77
gamma,2.0,3.0,15,7.352530657748049,1.0,1,5.51
n,300,3.0,15,7.352530657748049,1.0,1,5.51
gamma,2.0,3.5,15,7.004972129319955,1.0,1,6.336666666666667
n,300,3.5,15,7.004972129319955,1.0,1,6.336666666666667
gamma,2.0,4.0,15,6.587736900780379,1.0,1,7.006666666666667
n,300,4.0,15,6.587736900780379,1.0,1,7.006666666666667
gamma,2.0,4.5,15,6.386867335562988,1.0,1,7.723333333333334
n,300,4.5,15,6.386867335562988,1.0,1,7.723333333333334
gamma,2.0,5.0,15,6.213534002229655,1.0,1,8.26
n,300,5.0,15,6.213534002229655,1.0,1,8.26
gamma,2.0,1.5,16,10.316018256900675,0.7166666666666667,0,2.8333333333333335
n,300,1.5,16,10.316018256900675,0.7166666666666667,0,2.8333333333333335
gamma,2.0,2.0,16,7.740988637847721,0.8266666666666667,0,3.8866666666666667
n,300,2.0,16,7.740988637847721,0.8266666666666667,0,3.8866666666666667
gamma,2.0,2.5,16,7.862592921595213,0.9766666666666667,0,4.546666666666667
n,300,2.5,16,7.862592921595213,0.9766666666666667,0,4.546666666666667
gamma,2.0,3.0,16,7.599665559397103,0.9933333333333333,0,5.253333333333333
n,300,3.0,16,7.599665559397103,0.9933333333333333,0,5.253333333333333
gamma,2.0,3.5,16,6.877859531772575,1.0,1,6.04
n,300,3.5,16,6.877859531772575,1.0,1,6.04
gamma,2.0,4.0,16,6.669966555183946,1.0,1,6.513333333333334
n,300,4.0,16,6.669966555183946,1.0,1,6.513333333333334
gamma,2.0,4.5,16,6.546622073578595,1.0,1,7.09
n,300,4.5,16,6.546622073578595,1.0,1,7.09
gamma,2.0,5.0,16,6.227513935340022,1.0,1,7.6433333333333335
n,300,5.0,16,6.227513935340022,1.0,1,7.6433333333333335
gamma,2.0,1.5,17,15.292153374074934,0.93,0,2.966666666666667
n,300,1.5,17,15.292153374074934,0.93,0,2.966666666666667
gamma,2.0,2.0,17,9.284562528630325,0.9866666666666667,0,3.7133333333333334
n,300,2.0,17,9.284562528630325,0.9866666666666667,0,3.7133333333333334
gamma,2.0,2.5,17,7.823718166000045,0.9933333333333333,0,4.583333333333333
n,300,2.5,17,7.823718166000045,0.9933333333333333,0,4.583333333333333
gamma,2.0,3.0,17,7.269409141583055,1.0,1,5.273333333333333
n,300,3.0,17,7.269409141583055,1.0,1,5.273333333333333
gamma,2.0,3.5,17,6.898439241917503,1.0,1,5.903333333333333
n,300,3.5,17,6.898439241917503,1.0,1,5.903333333333333
gamma,2.0,4.0,17,6.709988851727982,1.0,1,6.616666666666666
n,300,4.0,17,6.709988851727982,1.0,1,6.616666666666666
gamma,2.0,4.5,17,6.269074693422519,1.0,1,7.216666666666667
n,300,4.5,17,6.269074693422519,1.0,1,7.216666666666667
gamma,2.0,5.0,17,6.076588628762542,1.0,1,7.833333333333333
n,300,5.0,17,6.076588628762542,1.0,1,7.833333333333333
gamma,2.0,1.5,18,10.471826013274962,0.9733333333333334,0,3.21
n,300,1.5,18,10.471826013274962,0.9733333333333334,0,3.21
gamma,2.0,2.0,18,8.876142697881829,1.0,1,4.1433333333333335
n,300,2.0,18,8.876142697881829,1.0,1,4.1433333333333335
gamma,2.0,2.5,18,8.148428093645485,1.0,1,4.82
n,300,2.5,18,8.148428093645485,1.0,1,4.82
gamma,2.0,3.0,18,7.042207357859532,1.0,1,5.59
n,300,3.0,18,7.042207357859532,1.0,1,5.59
gamma,2.0,3.5,18,6.872285395763656,1.0,1,6.273333333333333
n,300,3.5,18,6.872285395763656,1.0,1,6.273333333333333
gamma,2.0,4.0,18,6.529542920847269,1.0,1,7.093333333333334
n,300,4.0,18,6.529542920847269,1.0,1,7.093333333333334
gamma,2.0,4.5,18,6.234091415830546,1.0,1,7.816666666666666
n,300,4.5,18,6.234091415830546,1.0,1,7.816666666666666
gamma,2.0,5.0,18,6.139710144927537,1.0,1,8.413333333333334
n,300,5.0,18,6.139710144927537,1.0,1,8.413333333333334
gamma,2.0,1.5,19,8.526804362961244,0.93,0,3.296666666666667
n,300,1.5,19,8.526804362961244,0.93,0,3.296666666666667
gamma,2.0,2.0,19,7.563588147123256,0.9833333333333333,0,4.183333333333334
n,300,2.0,19,7.563588147123256,0.9833333333333333,0,4.183333333333334
gamma,2.0,2.5,19,7.00166101771004,0.9966666666666667,0,5.113333333333333
n,300,2.5,19,7.00166101771004,0.9966666666666667,0,5.113333333333333
gamma,2.0,3.0,19,6.783933020583152,0.9966666666666667,0,5.773333333333333
n,300,3.0,19,6.783933020583152,0.9966666666666667,0,5.773333333333333
gamma,2.0,3.5,19,6.541514219658369,0.9966666666666667,0,6.5633333333333335
n,300,3.5,19,6.541514219658369,0.9966666666666667,0,6.5633333333333335
gamma,2.0,4.0,19,6.208673355629878,1.0,1,7.333333333333333
n,300,4.0,19,6.208673355629878,1.0,1,7.333333333333333
gamma,2.0,4.5,19,6.126778149386845,1.0,1,7.966666666666667
n,300,4.5,19,6.126778149386845,1.0,1,7.966666666666667
gamma,2.0,5.0,19,5.999264214046823,1.0,1,8.593333333333334
n,300,5.0,19,5.999264214046823,1.0,1,8.593333333333334
gamma,2.0,1.5,20,13.020700920700921,0.8666666666666667,0,2.9366666666666665
n,300,1.5,20,13.020700920700921,0.8666666666666667,0,2.9366666666666665
gamma,2.0,2.0,20,8.873673383514891,0.9766666666666667,0,3.8833333333333333
n,300,2.0,20,8.873673383514891,0.9766666666666667,0,3.8833333333333333
gamma,2.0,2.5,20,7.884632351234009,0.98,0,4.566666666666666
n,300,2.5,20,7.884632351234009,0.98,0,4.566666666666666
gamma,2.0,3.0,20,7.16665536799765,0.9933333333333333,0,5.276666666666666
n,300,3.0,20,7.16665536799765,0.9933333333333333,0,5.276666666666666
gamma,2.0,3.5,20,6.787042686371546,0.9933333333333333,0,5.996666666666667
n,300,3.5,20,6.787042686371546,0.9933333333333333,0,5.996666666666667
gamma,2.0,4.0,20,6.595362318840579,1.0,1,6.65
n,300,4.0,20,6.595362318840579,1.0,1,6.65
gamma,2.0,4.5,20,6.43473801560758,1.0,1,7.323333333333333
n,300,4.5,20,6.43473801560758,1.0,1,7.323333333333333
gamma,2.0,5.0,20,6.2155852842809365,1.0,1,7.903333333333333
n,300,5.0,20,6.2155852842809365,1.0,1,7.903333333333333
gamma,2.0,1.5,21,10.908723843206602,0.87,0,3.3
n,300,1.5,21,10.908723843206602,0.87,0,3.3
gamma,2.0,2.0,21,8.071602995441719,0.9066666666666666,0,4.046666666666667
n,300,2.0,21,8.071602995441719,0.9066666666666666,0,4.046666666666667
gamma,2.0,2.5,21,7.044649257552483,0.9333333333333333,0,5.016666666666667
n,300,2.5,21,7.044649257552483,0.9333333333333333,0,5.016666666666667
gamma,2.0,3.0,21,6.786816304185537,0.9466666666666667,0,5.863333333333333
n,300,3.0,21,6.786816304185537,0.9466666666666667,0,5.863333333333333
gamma,2.0,3.5,21,6.55752508361204,1.0,1,6.5
n,300,3.5,21,6.55752508361204,1.0,1,6.5
gamma,2.0,4.0,21,6.219576365663322,1.0,1,7.13
n,300,4.0,21,6.219576365663322,1.0,1,7.13
gamma,2.0,4.5,21,6.1176588628762545,1.0,1,7.73
n,300,4.5,21,6.1176588628762545,1.0,1,7.73
gamma,2.0,5.0,21,6.047536231884058,1.0,1,8.336666666666666
n,300,5.0,21,6.047536231884058,1.0,1,8.336666666666666
gamma,2.0,1.5,22,8.822479589899373,0.7666666666666667,0,3.0566666666666666
n,300,1.5,22,8.822479589899373,0.7666666666666667,0,3.0566666666666666
gamma,2.0,2.0,22,8.504433121590985,0.9966666666666667,0,3.9466666666666668
n,300,2.0,22,8.504433121590985,0.9966666666666667,0,3.9466666666666668
gamma,2.0,2.5,22,7.5431661092530655,1.0,1,4.74
n,300,2.5,22,7.5431661092530655,1.0,1,4.74
gamma,2.0,3.0,22,6.974425863991081,1.0,1,5.52
n,300,3.0,22,6.974425863991081,1.0,1,5.52
gamma,2.0,3.5,22,6.626755852842809,1.0,1,6.283333333333333
n,300,3.5,22,6.626755852842809,1.0,1,6.283333333333333
gamma,2.0,4.0,22,6.458639910813824,1.0,1,7.033333333333333
n,300,4.0,22,6.458639910813824,1.0,1,7.033333333333333
gamma,2.0,4.5,22,6.3472463768115945,1.0,1,7.723333333333334
n,300,4.5,22,6.3472463768115945,1.0,1,7.723333333333334
gamma,2.0,5.0,22,6.253756967670011,1.0,1,8.286666666666667
n,300,5.0,22,6.253756967670011,1.0,1,8.286666666666667
gamma,2.0,1.5,23,10.363105507631055,0.9166666666666666,0,3.236666666666667
n,300,1.5,23,10.363105507631055,0.9166666666666666,0,3.236666666666667
gamma,2.0,2.0,23,8.278602580616003,0.9933333333333333,0,4.043333333333333
n,300,2.0,23,8.278602580616003,0.9933333333333333,0,4.043333333333333
gamma,2.0,2.5,23,7.225269915377882,0.9966666666666667,0,4.93
n,300,2.5,23,7.225269915377882,0.9966666666666667,0,4.93
gamma,2.0,3.0,23,6.923210702341137,1.0,1,5.706666666666667
n,300,3.0,23,6.923210702341137,1.0,1,5.706666666666667
gamma,2.0,3.5,23,6.726086956521739,1.0,1,6.556666666666667
n,300,3.5,23,6.726086956521739,1.0,1,6.556666666666667
gamma,2.0,4.0,23,6.605841694537347,1.0,1,7.1
n,300,4.0,23,6.605841694537347,1.0,1,7.1
gamma,2.0,4.5,23,6.273779264214046,1.0,1,7.776666666666666
n,300,4.5,23,6.273779264214046,1.0,1,7.776666666666666
gamma,2.0,5.0,23,6.198550724637681,1.0,1,8.416666666666666
n,300,5.0,23,6.198550724637681,1.0,1,8.416666666666666
gamma,2.0,1.5,24,9.800757302560404,0.7866666666666666,0,3.3966666666666665
n,300,1.5,24,9.800757302560404,0.7866666666666666,0,3.3966666666666665
gamma,2.0,2.0,24,8.936930704485183,0.9833333333333333,0,4.166666666666667
n,300,2.0,24,8.936930704485183,0.9833333333333333,0,4.166666666666667
gamma,2.0,2.5,24,8.017176267176268,0.99,0,4.96
n,300,2.5,24,8.017176267176268,0.99,0,4.96
gamma,2.0,3.0,24,7.249409141583055,1.0,1,5.673333333333333
n,300,3.0,24,7.249409141583055,1.0,1,5.673333333333333
gamma,2.0,3.5,24,6.769810479375697,1.0,1,6.57
n,300,3.5,24,6.769810479375697,1.0,1,6.57
gamma,2.0,4.0,24,6.481716833890747,1.0,1,7.1466666666666665
n,300,4.0,24,6.481716833890747,1.0,1,7.1466666666666665
gamma,2.0,4.5,24,6.368651059085842,1.0,1,7.796666666666667
n,300,4.5,24,6.368651059085842,1.0,1,7.796666666666667
gamma,2.0,5.0,24,6.1749163879598665,1.0,1,8.34
n,300,5.0,24,6.1749163879598665,1.0,1,8.34
gamma,2.5,1.5,0,12.79038737446198,0.6833333333333333,0,2.8233333333333333
gamma,2.5,2.0,0,10.151147165679589,0.9466666666666667,0,3.6366666666666667
gamma,2.5,2.5,0,9.24235146236897,0.9966666666666667,0,4.363333333333333
gamma,2.5,3.0,0,8.595070817714529,0.9966666666666667,0,4.876666666666667
gamma,2.5,3.5,0,7.500639716280218,0.9966666666666667,0,5.653333333333333
gamma,2.5,4.0,0,6.914120895153869,0.9966666666666667,0,6.22
gamma,2.5,4.5,0,6.648338907469342,1.0,1,6.866666666666666
gamma,2.5,5.0,0,6.309899665551839,1.0,1,7.503333333333333
gamma,2.5,1.5,1,11.470065403320476,0.8933333333333333,0,2.91
gamma,2.5,2.0,1,9.502618793695936,0.97,0,3.776666666666667
gamma,2.5,2.5,1,8.474965643609712,0.9866666666666667,0,4.59
gamma,2.5,3.0,1,7.595878880384278,0.9966666666666667,0,5.236666666666666
gamma,2.5,3.5,1,7.275392247087607,0.9966666666666667,0,5.883333333333334
gamma,2.5,4.0,1,6.840089186176143,1.0,1,6.46
gamma,2.5,4.5,1,6.728115942028985,1.0,1,7.0633333333333335
gamma,2.5,5.0,1,6.610880713489409,1.0,1,7.67
gamma,2.5,1.5,2,12.537401655048713,0.74,0,2.7
gamma,2.5,2.0,2,10.975195536171146,0.9566666666666667,0,3.3966666666666665
gamma,2.5,2.5,2,9.732913421896473,0.9866666666666667,0,3.933333333333333
gamma,2.5,3.0,2,8.079055464523805,0.9966666666666667,0,4.696666666666666
gamma,2.5,3.5,2,7.343210702341137,1.0,1,5.413333333333333
gamma,2.5,4.0,2,7.016744704570791,1.0,1,5.983333333333333
gamma,2.5,4.5,2,6.890122630992196,1.0,1,6.466666666666667
gamma,2.5,5.0,2,6.7038127090301005,1.0,1,7.083333333333333
gamma,2.5,1.5,3,9.00909090909091,0.4033333333333333,0,3.1133333333333333
gamma,2.5,2.0,3,10.657697882088923,0.9766666666666667,0,3.91
gamma,2.5,2.5,3,8.099450297755382,0.9866666666666667,0,4.663333333333333
gamma,2.5,3.0,3,7.323539314493502,0.9966666666666667,0,5.35
gamma,2.5,3.5,3,6.973468609009899,0.9966666666666667,0,5.986666666666666
gamma,2.5,4.0,3,6.828115942028986,1.0,1,6.6466666666666665
gamma,2.5,4.5,3,6.677547380156076,1.0,1,7.176666666666667
gamma,2.5,5.0,3,6.458595317725752,1.0,1,7.7
gamma,2.5,1.5,4,10.603320158102767,0.92,0,3.01
gamma,2.5,2.0,4,8.60762541493291,0.9766666666666667,0,3.81
gamma,2.5,2.5,4,7.601202178383386,0.9933333333333333,0,4.596666666666667
gamma,2.5,3.0,4,7.1561872909699,1.0,1,5.413333333333333
gamma,2.5,3.5,4,6.698082497212932,1.0,1,6.036666666666667
gamma,2.5,4.0,4,6.494581939799331,1.0,1,6.6433333333333335
gamma,2.5,4.5,4,6.293355629877369,1.0,1,7.23
gamma,2.5,5.0,4,6.144347826086957,1.0,1,7.87
gamma,2.5,1.5,5,8.374499225468725,0.6466666666666666,0,2.973333333333333
gamma,2.5,2.0,5,9.477158999192897,0.9833333333333333,0,3.87
gamma,2.5,2.5,5,8.692716445258817,0.9866666666666667,0,4.773333333333333
gamma,2.5,3.0,5,8.031122031122031,0.99,0,5.413333333333333
gamma,2.5,3.5,5,7.142589202991887,0.9933333333333333,0,6.196666666666666
gamma,2.5,4.0,5,6.703166109253066,1.0,1,7.013333333333334
gamma,2.5,4.5,5,6.655540691192865,1.0,1,7.5633333333333335
gamma,2.5,5.0,5,6.388539576365663,1.0,1,8.186666666666667
gamma,2.5,1.5,6,15.170272446302885,0.9266666666666666,0,2.9066666666666667
gamma,2.5,2.0,6,10.013387423935091,0.9666666666666667,0,3.6033333333333335
gamma,2.5,2.5,6,8.14027664027664,0.99,0,4.3966666666666665
gamma,2.5,3.0,6,7.913181027274987,0.9933333333333333,0,4.96
gamma,2.5,3.5,6,7.277123745819398,1.0,1,5.583333333333333
gamma,2.5,4.0,6,6.940289855072463,1.0,1,6.216666666666667
gamma,2.5,4.5,6,6.746622073578595,1.0,1,6.736666666666666
gamma,2.5,5.0,6,6.6441248606466,1.0,1,7.276666666666666
gamma,2.5,1.5,7,11.190613764766308,0.59,0,2.8633333333333333
gamma,2.5,2.0,7,12.284611401402815,0.9733333333333334,0,3.77
gamma,2.5,2.5,7,8.689075441628695,0.9966666666666667,0,4.526666666666666
gamma,2.5,3.0,7,7.820312151616499,1.0,1,5.263333333333334
gamma,2.5,3.5,7,7.436387959866221,1.0,1,6.03
gamma,2.5,4.0,7,7.130769230769231,1.0,1,6.613333333333333
gamma,2.5,4.5,7,7.014983277591973,1.0,1,7.166666666666667
gamma,2.5,5.0,7,6.854849498327759,1.0,1,7.67
gamma,2.5,1.5,8,10.660091224513664,0.7566666666666667,0,3.05
gamma,2.5,2.0,8,9.07743610769441,0.9033333333333333,0,3.8033333333333332
gamma,2.5,2.5,8,8.524805313788365,0.9866666666666667,0,4.613333333333333
gamma,2.5,3.0,8,7.7849498327759195,1.0,1,5.513333333333334
gamma,2.5,3.5,8,7.116209587513936,1.0,1,6.173333333333333
gamma,2.5,4.0,8,6.843411371237458,1.0,1,6.796666666666667
gamma,2.5,4.5,8,6.672419175027871,1.0,1,7.386666666666667
gamma,2.5,5.0,8,6.571460423634337,1.0,1,7.9
gamma,2.5,1.5,9,9.940179374800453,0.8766666666666667,0,2.98
gamma,2.5,2.0,9,8.568621757646149,0.96,0,3.75
gamma,2.5,2.5,9,7.7303911599213615,0.9933333333333333,0,4.546666666666667
gamma,2.5,3.0,9,7.500639716280218,0.9966666666666667,0,5.296666666666667
gamma,2.5,3.5,9,6.993578595317726,1.0,1,6.126666666666667
gamma,2.5,4.0,9,6.740289855072464,1.0,1,6.74
gamma,2.5,4.5,9,6.465507246376812,1.0,1,7.453333333333333
gamma,2.5,5.0,9,6.2845930880713485,1.0,1,8.056666666666667
gamma,2.5,1.5,10,14.597875490221542,0.9266666666666666,0,3.15
gamma,2.5,2.0,10,9.727940255118662,0.9433333333333334,0,3.9466666666666668
gamma,2.5,2.5,10,8.250984883188273,0.9866666666666667,0,4.6866666666666665
gamma,2.5,3.0,10,7.545886287625418,1.0,1,5.5
gamma,2.5,3.5,10,7.234336677814938,1.0,1,6.1466666666666665
gamma,2.5,4.0,10,6.764102564102564,1.0,1,6.91
gamma,2.5,4.5,10,6.607469342251951,1.0,1,7.536666666666667
gamma,2.5,5.0,10,6.3766778149386845,1.0,1,8.04
gamma,2.5,1.5,11,11.551061128242337,0.49666666666666665,0,2.86
gamma,2.5,2.0,11,11.80179664559797,0.9466666666666667,0,3.6666666666666665
gamma,2.5,2.5,11,9.08813559322034,0.9833333333333333,0,4.43
gamma,2.5,3.0,11,7.650580233889251,0.9966666666666667,0,5.05
gamma,2.5,3.5,11,7.1007357859531774,1.0,1,5.676666666666667
gamma,2.5,4.0,11,6.601583054626533,1.0,1,6.246666666666667
gamma,2.5,4.5,11,6.489810479375697,1.0,1,6.826666666666667
gamma,2.5,5.0,11,6.298416945373467,1.0,1,7.456666666666667
gamma,2.5,1.5,12,9.83722706120988,0.9666666666666667,0,3.08
gamma,2.5,2.0,12,8.10942054745823,0.97,0,3.8833333333333333
gamma,2.5,2.5,12,7.710590858416945,1.0,1,4.66
gamma,2.5,3.0,12,7.322497212931996,1.0,1,5.323333333333333
gamma,2.5,3.5,12,7.081939799331104,1.0,1,5.8533333333333335
gamma,2.5,4.0,12,6.636521739130435,1.0,1,6.45
gamma,2.5,4.5,12,6.515942028985507,1.0,1,7.086666666666667
gamma,2.5,5.0,12,6.419687848383501,1.0,1,7.6466666666666665
gamma,2.5,1.5,13,9.828869223205507,0.7533333333333333,0,3.0633333333333335
gamma,2.5,2.0,13,10.560481775246876,0.9933333333333333,0,3.8466666666666667
gamma,2.5,2.5,13,8.666064659977703,1.0,1,4.53
gamma,2.5,3.0,13,8.363411371237458,1.0,1,5.18
gamma,2.5,3.5,13,7.941426978818283,1.0,1,5.973333333333334
gamma,2.5,4.0,13,7.4110144927536235,1.0,1,6.663333333333333
gamma,2.5,4.5,13,6.993823857302118,1.0,1,7.243333333333333
gamma,2.5,5.0,13,6.8186176142697885,1.0,1,7.766666666666667
gamma,2.5,1.5,14,6.823302938196555,0.47,0,2.973333333333333
gamma,2.5,2.0,14,11.333819764464925,0.9333333333333333,0,3.83
gamma,2.5,2.5,14,8.478995774297788,0.9933333333333333,0,4.58
gamma,2.5,3.0,14,7.801459788036969,0.9933333333333333,0,5.21
gamma,2.5,3.5,14,7.118650535341518,0.9966666666666667,0,5.913333333333333
gamma,2.5,4.0,14,6.719894054005522,0.9966666666666667,0,6.6866666666666665
gamma,2.5,4.5,14,6.4665664070391236,0.9966666666666667,0,7.346666666666667
gamma,2.5,5.0,14,6.397369007803791,1.0,1,7.886666666666667
gamma,2.5,1.5,15,15.541191381495564,0.88,0,3.0933333333333333
gamma,2.5,2.0,15,10.53858403858404,0.99,0,3.88
gamma,2.5,2.5,15,9.329565217391304,1.0,1,4.6433333333333335
gamma,2.5,3.0,15,7.594671125975474,1.0,1,5.343333333333334
gamma,2.5,3.5,15,7.087513935340023,1.0,1,5.94
gamma,2.5,4.0,15,6.822586399108138,1.0,1,6.56
gamma,2.5,4.5,15,6.599197324414716,1.0,1,7.173333333333333
gamma,2.5,5.0,15,6.418372352285396,1.0,1,7.78
gamma,2.5,1.5,16,10.082713212852783,0.8066666666666666,0,3.1066666666666665
gamma,2.5,2.0,16,9.74033799369204,0.9733333333333334,0,3.953333333333333
gamma,2.5,2.5,16,9.231768208886853,0.9866666666666667,0,4.84
gamma,2.5,3.0,16,7.77394446813764,0.9966666666666667,0,5.543333333333333
gamma,2.5,3.5,16,7.37895894592714,0.9966666666666667,0,6.126666666666667
gamma,2.5,4.0,16,7.034095755426366,0.9966666666666667,0,6.87
gamma,2.5,4.5,16,6.943390720747009,0.9966666666666667,0,7.556666666666667
gamma,2.5,5.0,16,6.714358974358975,1.0,1,7.983333333333333
gamma,2.5,1.5,17,14.361718352821555,0.9366666666666666,0,2.86
gamma,2.5,2.0,17,10.034105352351363,0.9733333333333334,0,3.66
gamma,2.5,2.5,17,8.994033108123796,0.98,0,4.45
gamma,2.5,3.0,17,8.204374713696748,0.9866666666666667,0,5.123333333333333
gamma,2.5,3.5,17,7.564544205222171,0.9866666666666667,0,5.783333333333333
gamma,2.5,4.0,17,7.132249198350893,0.9866666666666667,0,6.506666666666667
gamma,2.5,4.5,17,7.026500229042602,0.9866666666666667,0,7.19
gamma,2.5,5.0,17,6.847755382501145,0.9866666666666667,0,7.72
gamma,2.5,1.5,18,10.320095513384441,0.73,0,3.05
gamma,2.5,2.0,18,10.308890203035679,0.89,0,3.736666666666667
gamma,2.5,2.5,18,8.93425764614789,0.96,0,4.516666666666667
gamma,2.5,3.0,18,7.7674507942964315,0.9933333333333333,0,5.303333333333334
gamma,2.5,3.5,18,7.2193749576299915,0.9933333333333333,0,5.953333333333333
gamma,2.5,4.0,18,6.9938946376063384,0.9966666666666667,0,6.5633333333333335
gamma,2.5,4.5,18,6.626854616058001,0.9966666666666667,0,7.213333333333333
gamma,2.5,5.0,18,6.427712060335346,0.9966666666666667,0,7.89
gamma,2.5,1.5,19,9.957509018416555,0.7666666666666667,0,3.006666666666667
gamma,2.5,2.0,19,9.80522610666985,0.9666666666666667,0,3.8866666666666667
gamma,2.5,2.5,19,7.8855759252853685,0.9833333333333333,0,4.52
gamma,2.5,3.0,19,7.267132050907948,0.9966666666666667,0,5.183333333333334
gamma,2.5,3.5,19,7.051192865105908,1.0,1,5.74
gamma,2.5,4.0,19,6.7268896321070235,1.0,1,6.37
gamma,2.5,4.5,19,6.518238573021182,1.0,1,6.96
gamma,2.5,5.0,19,6.2788628762541805,1.0,1,7.616666666666666
gamma,2.5,1.5,20,13.417724255056353,0.85,0,2.74
gamma,2.5,2.0,20,10.004901960784315,0.91,0,3.4766666666666666
gamma,2.5,2.5,20,8.948170731707316,0.96,0,4.23
gamma,2.5,3.0,20,8.00422558101739,0.98,0,4.876666666666667
gamma,2.5,3.5,20,7.490314471055644,0.9966666666666667,0,5.52
gamma,2.5,4.0,20,7.1592107921258785,0.9966666666666667,0,6.07
gamma,2.5,4.5,20,6.816566332218506,1.0,1,6.83
gamma,2.5,5.0,20,6.710055741360089,1.0,1,7.433333333333334
gamma,2.5,1.5,21,15.027124414810611,0.8866666666666667,0,2.8133333333333335
gamma,2.5,2.0,21,9.148707947342759,0.98,0,3.5533333333333332
