panel,group,rho,trial,apl_lcc,lcc_fraction,connected,mean_hypergraph_vertex_degree
gamma,2.5,2.5,21,7.9862156237995165,0.9933333333333333,0,4.5
gamma,2.5,3.0,21,7.24923076923077,1.0,1,5.29
gamma,2.5,3.5,21,6.911571906354515,1.0,1,6.006666666666667
gamma,2.5,4.0,21,6.770345596432553,1.0,1,6.65
gamma,2.5,4.5,21,6.638996655518395,1.0,1,7.263333333333334
gamma,2.5,5.0,21,6.484615384615385,1.0,1,7.803333333333334
gamma,2.5,1.5,22,10.2739898989899,0.48,0,2.8466666666666667
gamma,2.5,2.0,22,11.385827704704349,0.97,0,3.5866666666666664
gamma,2.5,2.5,22,8.668850206138341,0.9866666666666667,0,4.343333333333334
gamma,2.5,3.0,22,7.831817168338907,1.0,1,4.96
gamma,2.5,3.5,22,7.347045707915274,1.0,1,5.616666666666666
gamma,2.5,4.0,22,6.949319955406912,1.0,1,6.24
gamma,2.5,4.5,22,6.59917502787068,1.0,1,6.823333333333333
gamma,2.5,5.0,22,6.412218506131549,1.0,1,7.46
gamma,2.5,1.5,23,9.449566117347345,0.53,0,2.8666666666666667
gamma,2.5,2.0,23,9.60798851386339,0.9733333333333334,0,3.6233333333333335
gamma,2.5,2.5,23,8.596260465533883,0.9966666666666667,0,4.43
gamma,2.5,3.0,23,7.513905411775268,0.9966666666666667,0,5.153333333333333
gamma,2.5,3.5,23,7.070033444816054,1.0,1,5.656666666666666
gamma,2.5,4.0,23,6.729030100334448,1.0,1,6.29
gamma,2.5,4.5,23,6.625641025641026,1.0,1,6.8966666666666665
gamma,2.5,5.0,23,6.501248606465998,1.0,1,7.486666666666666
gamma,2.5,1.5,24,10.73544137022398,0.92,0,2.9833333333333334
gamma,2.5,2.0,24,9.541963966113828,0.9666666666666667,0,3.76
gamma,2.5,2.5,24,8.030809337599242,0.97,0,4.553333333333334
gamma,2.5,3.0,24,7.8700277738549165,0.9733333333333334,0,5.11
gamma,2.5,3.5,24,7.462234962234962,0.99,0,5.883333333333334
gamma,2.5,4.0,24,7.132018382018382,0.99,0,6.403333333333333
gamma,2.5,4.5,24,6.911102072175898,0.9933333333333333,0,6.916666666666667
gamma,2.5,5.0,24,6.78444928284438,0.9966666666666667,0,7.45
gamma,3.0,1.5,0,10.11173030615755,0.57,0,2.72
gamma,3.0,2.0,0,9.834840711132323,0.9666666666666667,0,3.44
gamma,3.0,2.5,0,8.80649143678032,0.9966666666666667,0,4.13
gamma,3.0,3.0,0,8.118885172798215,1.0,1,4.77
gamma,3.0,3.5,0,7.854314381270903,1.0,1,5.45
gamma,3.0,4.0,0,7.509632107023411,1.0,1,6.016666666666667
gamma,3.0,4.5,0,7.430903010033445,1.0,1,6.453333333333333
gamma,3.0,5.0,0,7.015897435897436,1.0,1,7.016666666666667
gamma,3.0,1.5,1,8.700669257340241,0.6433333333333333,0,2.74
gamma,3.0,2.0,1,9.04125366682106,0.85,0,3.46
gamma,3.0,2.5,1,8.21588082547492,0.9033333333333333,0,4.243333333333333
gamma,3.0,3.0,1,7.530746934225195,1.0,1,4.863333333333333
gamma,3.0,3.5,1,7.25469342251951,1.0,1,5.426666666666667
gamma,3.0,4.0,1,7.021070234113712,1.0,1,5.9
gamma,3.0,4.5,1,6.765574136008919,1.0,1,6.503333333333333
gamma,3.0,5.0,1,6.614626532887402,1.0,1,7.02
gamma,3.0,1.5,2,7.696,0.4166666666666667,0,2.68
gamma,3.0,2.0,2,9.064576074332171,0.82,0,3.3566666666666665
gamma,3.0,2.5,2,9.142487402656894,0.9866666666666667,0,3.96
gamma,3.0,3.0,2,8.255304725103382,0.9933333333333333,0,4.78
gamma,3.0,3.5,2,7.96849931078119,0.9933333333333333,0,5.476666666666667
gamma,3.0,4.0,2,7.315345852258604,0.9933333333333333,0,6.036666666666667
gamma,3.0,4.5,2,7.078118997582084,0.9933333333333333,0,6.58
gamma,3.0,5.0,2,6.7795629674824305,0.9933333333333333,0,7.133333333333334
gamma,3.0,1.5,3,14.269710924929257,0.8966666666666666,0,2.716666666666667
gamma,3.0,2.0,3,10.41404227274867,0.9733333333333334,0,3.4466666666666668
gamma,3.0,2.5,3,8.78737975263399,0.9866666666666667,0,4.223333333333334
gamma,3.0,3.0,3,7.888734259612579,0.9966666666666667,0,4.913333333333333
gamma,3.0,3.5,3,7.579291149469148,0.9966666666666667,0,5.3933333333333335
gamma,3.0,4.0,3,7.194358974358974,1.0,1,5.98
gamma,3.0,4.5,3,6.901583054626533,1.0,1,6.57
gamma,3.0,5.0,3,6.637971014492754,1.0,1,7.1033333333333335
gamma,3.0,1.5,4,14.60054630959421,0.89,0,2.68
gamma,3.0,2.0,4,10.719205693525108,0.9466666666666667,0,3.38
gamma,3.0,2.5,4,9.765588831881637,0.9666666666666667,0,4.083333333333333
gamma,3.0,3.0,4,8.553859621557317,0.9966666666666667,0,4.74
gamma,3.0,3.5,4,8.127606563264573,0.9966666666666667,0,5.293333333333333
gamma,3.0,4.0,4,7.776301317591075,0.9966666666666667,0,5.743333333333333
gamma,3.0,4.5,4,7.460267558528428,1.0,1,6.276666666666666
gamma,3.0,5.0,4,7.269141583054626,1.0,1,6.776666666666666
gamma,3.0,1.5,5,12.136237988679742,0.7133333333333334,0,2.87
gamma,3.0,2.0,5,10.763655888318816,0.9666666666666667,0,3.5766666666666667
gamma,3.0,2.5,5,9.155200655200655,0.99,0,4.216666666666667
gamma,3.0,3.0,5,8.586609336609337,0.99,0,4.773333333333333
gamma,3.0,3.5,5,7.901685708513838,0.9966666666666667,0,5.32
gamma,3.0,4.0,5,7.374133016093915,0.9966666666666667,0,5.903333333333333
gamma,3.0,4.5,5,6.994792485017172,0.9966666666666667,0,6.3566666666666665
gamma,3.0,5.0,5,6.789589459271397,0.9966666666666667,0,6.803333333333334
gamma,3.0,1.5,6,12.169638202481494,0.4633333333333333,0,2.6933333333333334
gamma,3.0,2.0,6,12.250757666149624,0.9666666666666667,0,3.4466666666666668
gamma,3.0,2.5,6,10.277517908390392,0.9933333333333333,0,4.1
gamma,3.0,3.0,6,8.54746934225195,1.0,1,4.806666666666667
gamma,3.0,3.5,6,7.880691192865106,1.0,1,5.44
gamma,3.0,4.0,6,7.437346711259755,1.0,1,6.003333333333333
gamma,3.0,4.5,6,7.192196209587514,1.0,1,6.566666666666666
gamma,3.0,5.0,6,6.832084726867335,1.0,1,7.126666666666667
gamma,3.0,1.5,7,7.537894736842105,0.25333333333333335,0,2.6166666666666667
gamma,3.0,2.0,7,10.01578593819973,0.7733333333333333,0,3.2
gamma,3.0,2.5,7,8.863526717185254,0.9566666666666667,0,3.98
gamma,3.0,3.0,7,8.45972928420515,0.98,0,4.586666666666667
gamma,3.0,3.5,7,7.959554069119286,1.0,1,5.3133333333333335
gamma,3.0,4.0,7,7.337056856187291,1.0,1,5.82
gamma,3.0,4.5,7,7.035451505016723,1.0,1,6.413333333333333
gamma,3.0,5.0,7,6.838082497212932,1.0,1,6.946666666666666
gamma,3.0,1.5,8,10.147301587301587,0.42,0,2.8366666666666664
gamma,3.0,2.0,8,11.761029411764707,0.9633333333333334,0,3.6366666666666667
gamma,3.0,2.5,8,8.845596196394107,0.9733333333333334,0,4.326666666666667
gamma,3.0,3.0,8,8.305840586349062,0.9866666666666667,0,4.946666666666666
gamma,3.0,3.5,8,7.630827590850935,0.9966666666666667,0,5.593333333333334
gamma,3.0,4.0,8,7.452896680209198,0.9966666666666667,0,6.093333333333334
gamma,3.0,4.5,8,7.290880713489409,1.0,1,6.6033333333333335
gamma,3.0,5.0,8,6.902853957636566,1.0,1,7.123333333333333
gamma,3.0,1.5,9,9.869172932330827,0.6333333333333333,0,2.6733333333333333
gamma,3.0,2.0,9,11.185498711814502,0.9533333333333334,0,3.48
gamma,3.0,2.5,9,9.511980417078567,0.9733333333333334,0,4.17
gamma,3.0,3.0,9,8.881409169999774,0.9933333333333333,0,4.76
gamma,3.0,3.5,9,7.679004813233001,0.9933333333333333,0,5.376666666666667
gamma,3.0,4.0,9,7.291306592444614,0.9966666666666667,0,6.023333333333333
gamma,3.0,4.5,9,7.108168166820049,0.9966666666666667,0,6.49
gamma,3.0,5.0,9,6.938205651949451,0.9966666666666667,0,7.05
gamma,3.0,1.5,10,14.775687235678586,0.9633333333333334,0,2.953333333333333
gamma,3.0,2.0,10,9.456683956683957,0.99,0,3.6866666666666665
gamma,3.0,2.5,10,8.512356624991583,0.9966666666666667,0,4.41
gamma,3.0,3.0,10,8.046243032329988,1.0,1,4.986666666666666
gamma,3.0,3.5,10,7.534738015607581,1.0,1,5.52
gamma,3.0,4.0,10,7.189765886287625,1.0,1,6.096666666666667
gamma,3.0,4.5,10,7.105975473801561,1.0,1,6.566666666666666
gamma,3.0,5.0,10,6.803121516164994,1.0,1,7.166666666666667
gamma,3.0,1.5,11,14.080807083374477,0.8233333333333334,0,2.9133333333333336
gamma,3.0,2.0,11,11.241055077217439,0.9033333333333333,0,3.5366666666666666
gamma,3.0,2.5,11,8.605398110661268,0.9533333333333334,0,4.22
gamma,3.0,3.0,11,8.402074435631482,0.9933333333333333,0,4.9366666666666665
gamma,3.0,3.5,11,8.106933626630154,0.9966666666666667,0,5.656666666666666
gamma,3.0,4.0,11,7.651638795986622,1.0,1,6.256666666666667
gamma,3.0,4.5,11,7.3593979933110365,1.0,1,6.78
gamma,3.0,5.0,11,7.120423634336678,1.0,1,7.413333333333333
gamma,3.0,1.5,12,11.024105306458248,0.7366666666666667,0,2.8333333333333335
gamma,3.0,2.0,12,10.987521620953792,0.95,0,3.5533333333333332
gamma,3.0,2.5,12,9.740471827759963,0.9866666666666667,0,4.3133333333333335
gamma,3.0,3.0,12,9.336378532468407,0.9966666666666667,0,5.02
gamma,3.0,3.5,12,8.450189520624303,1.0,1,5.68
gamma,3.0,4.0,12,7.97139353400223,1.0,1,6.293333333333333
gamma,3.0,4.5,12,7.720044593088072,1.0,1,6.883333333333334
gamma,3.0,5.0,12,7.598550724637681,1.0,1,7.4366666666666665
gamma,3.0,1.5,13,10.689177489177489,0.77,0,2.9133333333333336
gamma,3.0,2.0,13,8.970887805884324,0.93,0,3.6633333333333336
gamma,3.0,2.5,13,8.414171194659,0.9566666666666667,0,4.46
gamma,3.0,3.0,13,7.833696213328545,0.9966666666666667,0,5.033333333333333
gamma,3.0,3.5,13,7.406949338959844,0.9966666666666667,0,5.616666666666666
gamma,3.0,4.0,13,7.108908890933986,0.9966666666666667,0,6.256666666666667
gamma,3.0,4.5,13,6.9135821867073695,0.9966666666666667,0,6.863333333333333
gamma,3.0,5.0,13,6.7986352719355345,0.9966666666666667,0,7.426666666666667
gamma,3.0,1.5,14,13.771794297656367,0.7733333333333333,0,2.8633333333333333
gamma,3.0,2.0,14,10.18955671699574,0.96,0,3.54
gamma,3.0,2.5,14,8.528982221691923,0.9666666666666667,0,4.236666666666666
gamma,3.0,3.0,14,8.374938684503903,1.0,1,4.8933333333333335
gamma,3.0,3.5,14,7.589609810479375,1.0,1,5.546666666666667
gamma,3.0,4.0,14,7.3191973244147155,1.0,1,6.126666666666667
gamma,3.0,4.5,14,7.093979933110368,1.0,1,6.623333333333333
gamma,3.0,5.0,14,6.769520624303233,1.0,1,7.173333333333333
gamma,3.0,1.5,15,16.304083670865005,0.8966666666666666,0,2.8
gamma,3.0,2.0,15,9.696646185355863,0.9333333333333333,0,3.56
gamma,3.0,2.5,15,8.977747031015797,0.9833333333333333,0,4.22
gamma,3.0,3.0,15,8.403567447045708,1.0,1,4.883333333333334
gamma,3.0,3.5,15,8.29402452619844,1.0,1,5.413333333333333
gamma,3.0,4.0,15,7.69536231884058,1.0,1,6.09
gamma,3.0,4.5,15,7.5545596432552955,1.0,1,6.59
gamma,3.0,5.0,15,7.499286510590858,1.0,1,7.15
gamma,3.0,1.5,16,12.03695652173913,0.5366666666666666,0,2.513333333333333
gamma,3.0,2.0,16,9.747710683477107,0.9166666666666666,0,3.38
gamma,3.0,2.5,16,8.64434049668949,0.9933333333333333,0,4.073333333333333
gamma,3.0,3.0,16,8.015919732441471,1.0,1,4.703333333333333
gamma,3.0,3.5,16,7.572597547380156,1.0,1,5.466666666666667
gamma,3.0,4.0,16,7.2559643255295425,1.0,1,6.01
gamma,3.0,4.5,16,7.121694537346711,1.0,1,6.55
gamma,3.0,5.0,16,6.795384615384616,1.0,1,7.066666666666666
gamma,3.0,1.5,17,9.942838477870325,0.5233333333333333,0,2.85
gamma,3.0,2.0,17,10.081284390889461,0.98,0,3.5866666666666664
gamma,3.0,2.5,17,8.973181136861525,0.9833333333333333,0,4.226666666666667
gamma,3.0,3.0,17,8.215117056856187,1.0,1,4.796666666666667
gamma,3.0,3.5,17,7.4683166109253065,1.0,1,5.4
gamma,3.0,4.0,17,7.190769230769231,1.0,1,6.01
gamma,3.0,4.5,17,6.914269788182832,1.0,1,6.616666666666666
gamma,3.0,5.0,17,6.769163879598662,1.0,1,7.153333333333333
gamma,3.0,1.5,18,9.38418284055868,0.49666666666666665,0,2.51
gamma,3.0,2.0,18,13.755760368663594,0.9333333333333333,0,3.4
gamma,3.0,2.5,18,9.708374523372404,0.9733333333333334,0,4.113333333333333
gamma,3.0,3.0,18,8.481298798447801,0.9766666666666667,0,4.8
gamma,3.0,3.5,18,7.747858187643658,0.98,0,5.57
gamma,3.0,4.0,18,7.2311067771818625,0.98,0,6.006666666666667
gamma,3.0,4.5,18,6.914914914914915,0.99,0,6.523333333333333
gamma,3.0,5.0,18,6.742173992173992,0.99,0,7.08
gamma,3.0,1.5,19,13.96253847975373,0.6866666666666666,0,2.77
gamma,3.0,2.0,19,10.129083829710424,0.93,0,3.493333333333333
gamma,3.0,2.5,19,9.425928541166503,0.9733333333333334,0,4.066666666666666
gamma,3.0,3.0,19,8.064402413395703,0.9933333333333333,0,4.74
gamma,3.0,3.5,19,7.634113712374582,1.0,1,5.433333333333334
gamma,3.0,4.0,19,7.142675585284281,1.0,1,6.086666666666667
gamma,3.0,4.5,19,6.616053511705686,1.0,1,6.716666666666667
gamma,3.0,5.0,19,6.385061315496098,1.0,1,7.236666666666666
gamma,3.0,1.5,20,12.618863049095607,0.5733333333333334,0,2.77
gamma,3.0,2.0,20,9.180336435574578,0.9466666666666667,0,3.506666666666667
gamma,3.0,2.5,20,8.213536261962412,0.9833333333333333,0,4.226666666666667
gamma,3.0,3.0,20,7.863692856981448,0.9933333333333333,0,4.8
gamma,3.0,3.5,20,7.405034686913882,0.9933333333333333,0,5.513333333333334
gamma,3.0,4.0,20,7.157232278037647,0.9933333333333333,0,6.096666666666667
gamma,3.0,4.5,20,6.908910130386641,0.9933333333333333,0,6.656666666666666
gamma,3.0,5.0,20,6.716290420988408,0.9933333333333333,0,7.29
gamma,3.0,1.5,21,16.03396748296566,0.8133333333333334,0,2.6866666666666665
gamma,3.0,2.0,21,10.179460245636717,0.91,0,3.5166666666666666
gamma,3.0,2.5,21,8.88659793814433,0.9733333333333334,0,4.34
gamma,3.0,3.0,21,8.560278680035777,0.9733333333333334,0,4.846666666666667
gamma,3.0,3.5,21,8.358484170564708,0.9933333333333333,0,5.44
gamma,3.0,4.0,21,7.940958751393534,1.0,1,5.943333333333333
gamma,3.0,4.5,21,7.3131772575250835,1.0,1,6.45
gamma,3.0,5.0,21,7.162207357859532,1.0,1,6.926666666666667
gamma,3.0,1.5,22,12.541425148775021,0.76,0,2.78
gamma,3.0,2.0,22,10.34180216802168,0.96,0,3.6266666666666665
gamma,3.0,2.5,22,8.377168338907468,1.0,1,4.306666666666667
gamma,3.0,3.0,22,7.602943143812709,1.0,1,4.996666666666667
gamma,3.0,3.5,22,7.366532887402452,1.0,1,5.423333333333333
gamma,3.0,4.0,22,7.0718394648829435,1.0,1,6.0
gamma,3.0,4.5,22,6.7212040133779265,1.0,1,6.566666666666666
gamma,3.0,5.0,22,6.5836343366778145,1.0,1,7.136666666666667
gamma,3.0,1.5,23,12.33960731211916,0.7033333333333334,0,2.62
gamma,3.0,2.0,23,12.91925231631114,0.91,0,3.31
gamma,3.0,2.5,23,10.153952806990008,0.9233333333333333,0,4.016666666666667
gamma,3.0,3.0,23,8.494296133526579,0.9766666666666667,0,4.72
gamma,3.0,3.5,23,7.913754663754664,0.99,0,5.406666666666666
gamma,3.0,4.0,23,7.437755937755938,0.99,0,5.956666666666667
gamma,3.0,4.5,23,7.096960596960597,0.99,0,6.513333333333334
gamma,3.0,5.0,23,6.814782608695652,1.0,1,7.083333333333333
gamma,3.0,1.5,24,13.796239043824702,0.8366666666666667,0,2.9433333333333334
gamma,3.0,2.0,24,11.629019697663766,0.9866666666666667,0,3.75
gamma,3.0,2.5,24,9.428860678860678,0.99,0,4.583333333333333
gamma,3.0,3.0,24,8.10756332903984,0.9933333333333333,0,5.213333333333333
gamma,3.0,3.5,24,7.707179487179487,1.0,1,5.91
gamma,3.0,4.0,24,7.377591973244147,1.0,1,6.523333333333333
gamma,3.0,4.5,24,7.0378149386845035,1.0,1,7.15
gamma,3.0,5.0,24,6.726778149386845,1.0,1,7.79
n,200,1.5,0,6.6234129947722185,0.52,0,3.345
n,200,2.0,0,8.629441624365482,0.99,0,4.12
n,200,2.5,0,7.19663976447896,0.995,0,4.7
n,200,3.0,0,5.946934673366834,1.0,1,5.485
n,200,3.5,0,5.775979899497488,1.0,1,6.145
n,200,4.0,0,5.622663316582915,1.0,1,6.8
n,200,4.5,0,5.508743718592965,1.0,1,7.52
n,200,5.0,0,5.435577889447236,1.0,1,7.905
n,200,1.5,1,10.280465239228127,0.975,0,3.185
n,200,2.0,1,6.850740911654618,0.99,0,4.06
n,200,2.5,1,6.0374814131159305,0.99,0,4.915
n,200,3.0,1,5.660703517587939,1.0,1,5.815
n,200,3.5,1,5.557889447236181,1.0,1,6.51
n,200,4.0,1,5.356180904522613,1.0,1,7.265
n,200,4.5,1,5.190251256281407,1.0,1,7.855
n,200,5.0,1,5.061758793969849,1.0,1,8.55
n,200,1.5,2,10.833071781458878,0.93,0,3.18
n,200,2.0,2,7.305974316024567,0.995,0,3.985
n,200,2.5,2,6.677286432160804,1.0,1,4.76
n,200,3.0,2,6.179597989949749,1.0,1,5.575
n,200,3.5,2,5.951457286432161,1.0,1,6.15
n,200,4.0,2,5.743417085427136,1.0,1,6.925
n,200,4.5,2,5.494572864321608,1.0,1,7.41
n,200,5.0,2,5.4008040201005025,1.0,1,8.055
n,200,1.5,3,9.230239303843364,0.985,0,3.37
n,200,2.0,3,7.0722298360489315,0.995,0,4.29
n,200,2.5,3,5.788944723618091,1.0,1,5.205
n,200,3.0,3,5.370100502512563,1.0,1,5.965
n,200,3.5,3,5.273417085427136,1.0,1,6.805
n,200,4.0,3,5.154874371859297,1.0,1,7.515
n,200,4.5,3,5.096130653266331,1.0,1,7.93
n,200,5.0,3,5.035628140703517,1.0,1,8.52
n,200,1.5,4,11.005007704160246,0.885,0,3.035
n,200,2.0,4,7.4857112333742855,0.97,0,4.05
n,200,2.5,4,6.695185766614338,0.98,0,4.655
n,200,3.0,4,6.039298796441654,0.98,0,5.12
n,200,3.5,4,5.780502512562814,1.0,1,5.805
n,200,4.0,4,5.667236180904522,1.0,1,6.505
n,200,4.5,4,5.620954773869347,1.0,1,7.04
n,200,5.0,4,5.3022110552763815,1.0,1,7.675
n,200,1.5,5,7.885793087920748,0.945,0,3.0
n,200,2.0,5,6.772855458134646,0.99,0,3.9
n,200,2.5,5,6.672010050251257,1.0,1,4.575
n,200,3.0,5,6.280301507537688,1.0,1,5.27
n,200,3.5,5,5.933266331658292,1.0,1,5.875
n,200,4.0,5,5.744020100502513,1.0,1,6.515
n,200,4.5,5,5.422060301507537,1.0,1,7.03
n,200,5.0,5,5.2728140703517585,1.0,1,7.7
n,200,1.5,6,9.113983420593367,0.96,0,2.96
n,200,2.0,6,6.974773869346734,1.0,1,3.725
n,200,2.5,6,5.870100502512563,1.0,1,4.665
n,200,3.0,6,5.545829145728643,1.0,1,5.555
n,200,3.5,6,5.392713567839196,1.0,1,6.26
n,200,4.0,6,5.288592964824121,1.0,1,6.99
n,200,4.5,6,5.134170854271357,1.0,1,7.62
n,200,5.0,6,5.07678391959799,1.0,1,8.12
n,200,1.5,7,9.165224579774042,0.955,0,2.85
n,200,2.0,7,7.203770848440899,0.985,0,3.835
n,200,2.5,7,6.232220683997333,0.99,0,4.73
n,200,3.0,7,5.996030150753769,1.0,1,5.505
n,200,3.5,7,5.605427135678392,1.0,1,6.2
n,200,4.0,7,5.38391959798995,1.0,1,6.985
n,200,4.5,7,5.222211055276382,1.0,1,7.605
n,200,5.0,7,5.124673366834171,1.0,1,8.195
n,200,1.5,8,9.41833981001727,0.965,0,3.16
n,200,2.0,8,8.382782554646225,0.985,0,4.005
n,200,2.5,8,6.524380864482388,0.99,0,4.87
n,200,3.0,8,6.345946777418859,0.99,0,5.58
n,200,3.5,8,5.933958878121315,0.99,0,6.24
n,200,4.0,8,5.793775316617956,0.99,0,6.775
n,200,4.5,8,5.570050251256282,1.0,1,7.35
n,200,5.0,8,5.528743718592965,1.0,1,7.975
n,200,1.5,9,6.983243276060955,0.91,0,3.265
n,200,2.0,9,6.284933645589383,0.915,0,4.11
n,200,2.5,9,6.488190954773869,1.0,1,4.925
n,200,3.0,9,5.70608040201005,1.0,1,5.72
n,200,3.5,9,5.413165829145728,1.0,1,6.385
n,200,4.0,9,5.230854271356784,1.0,1,6.99
n,200,4.5,9,5.100854271356784,1.0,1,7.605
n,200,5.0,9,5.0149246231155775,1.0,1,8.305
n,200,1.5,10,7.0043786322745,0.795,0,2.985
n,200,2.0,10,6.852451893234016,0.9,0,3.985
n,200,2.5,10,6.686304671076245,0.99,0,4.74
n,200,3.0,10,5.820603015075377,1.0,1,5.56
n,200,3.5,10,5.715226130653266,1.0,1,6.22
n,200,4.0,10,5.535628140703517,1.0,1,6.865
n,200,4.5,10,5.254472361809046,1.0,1,7.495
n,200,5.0,10,5.19356783919598,1.0,1,8.085
n,200,1.5,11,7.597792367073083,0.835,0,3.265
n,200,2.0,11,7.168620882188721,0.995,0,4.115
n,200,2.5,11,6.508693467336683,1.0,1,4.895
n,200,3.0,11,5.843668341708542,1.0,1,5.77
n,200,3.5,11,5.528492462311558,1.0,1,6.405
n,200,4.0,11,5.317788944723618,1.0,1,6.95
n,200,4.5,11,5.108341708542714,1.0,1,7.695
n,200,5.0,11,4.987537688442211,1.0,1,8.25
n,200,1.5,12,7.431358500964453,0.955,0,3.195
n,200,2.0,12,6.558479229255154,0.985,0,4.125
n,200,2.5,12,6.047002690218771,0.995,0,5.055
n,200,3.0,12,5.89035175879397,1.0,1,5.695
n,200,3.5,12,5.6257788944723615,1.0,1,6.365
n,200,4.0,12,5.506884422110553,1.0,1,7.02
n,200,4.5,12,5.278994974874371,1.0,1,7.505
n,200,5.0,12,5.208693467336683,1.0,1,7.945
n,200,1.5,13,7.653488204314263,0.835,0,3.09
n,200,2.0,13,7.876288659793815,0.97,0,3.975
n,200,2.5,13,6.5234579295493,0.99,0,4.73
n,200,3.0,13,6.042211055276382,1.0,1,5.425
n,200,3.5,13,5.7890452261306535,1.0,1,6.125
n,200,4.0,13,5.436532663316583,1.0,1,6.85
n,200,4.5,13,5.283618090452261,1.0,1,7.43
n,200,5.0,13,5.213819095477387,1.0,1,8.135
n,200,1.5,14,8.275443185120604,0.93,0,3.045
n,200,2.0,14,6.414668019870733,0.97,0,4.225
n,200,2.5,14,5.85973272557754,0.985,0,4.895
n,200,3.0,14,5.6744017403915885,0.985,0,5.715
n,200,3.5,14,5.514140681653372,0.985,0,6.33
n,200,4.0,14,5.284833730446493,0.985,0,7.005
n,200,4.5,14,5.254974874371859,1.0,1,7.445
n,200,5.0,14,5.143517587939699,1.0,1,7.99
n,200,1.5,15,8.11771837971893,0.955,0,3.16
n,200,2.0,15,6.592778497409326,0.965,0,4.085
n,200,2.5,15,5.966245368255419,0.995,0,4.96
n,200,3.0,15,5.622663316582915,1.0,1,5.765
n,200,3.5,15,5.529949748743719,1.0,1,6.46
n,200,4.0,15,5.348442211055277,1.0,1,7.11
n,200,4.5,15,5.244321608040201,1.0,1,7.81
n,200,5.0,15,5.17678391959799,1.0,1,8.39
n,200,1.5,16,9.761059511523907,0.855,0,3.14
n,200,2.0,16,7.585983632031493,0.985,0,3.855
n,200,2.5,16,6.835628140703518,1.0,1,4.68
n,200,3.0,16,6.091909547738694,1.0,1,5.555
n,200,3.5,16,5.733819095477387,1.0,1,6.355
n,200,4.0,16,5.57748743718593,1.0,1,6.915
n,200,4.5,16,5.511306532663316,1.0,1,7.455
n,200,5.0,16,5.118341708542713,1.0,1,8.14
n,200,1.5,17,7.736006683375105,0.95,0,3.415
n,200,2.0,17,6.202696272799366,0.975,0,4.225
n,200,2.5,17,5.761987840338356,0.975,0,4.94
n,200,3.0,17,5.606291303198519,0.975,0,5.695
n,200,3.5,17,5.531952692756713,0.995,0,6.415
n,200,4.0,17,5.301862849601543,0.995,0,6.995
n,200,4.5,17,5.114156641794833,0.995,0,7.74
n,200,5.0,17,5.019497487437186,1.0,1,8.335
n,200,1.5,18,8.050929839391378,0.845,0,3.11
n,200,2.0,18,7.3908629441624365,0.99,0,4.055
n,200,2.5,18,6.990251256281407,1.0,1,4.865
n,200,3.0,18,6.092010050251257,1.0,1,5.55
n,200,3.5,18,5.499145728643216,1.0,1,6.225
n,200,4.0,18,5.231005025125628,1.0,1,6.945
n,200,4.5,18,5.130804020100502,1.0,1,7.405
n,200,5.0,18,5.035175879396985,1.0,1,7.945
n,200,1.5,19,8.250129377264102,0.935,0,2.96
n,200,2.0,19,6.535911882645551,0.995,0,3.925
n,200,2.5,19,6.252964824120603,1.0,1,4.625
n,200,3.0,19,5.7430653266331655,1.0,1,5.33
n,200,3.5,19,5.467688442211055,1.0,1,6.315
n,200,4.0,19,5.311356783919598,1.0,1,7.085
n,200,4.5,19,5.21643216080402,1.0,1,7.76
n,200,5.0,19,5.153115577889447,1.0,1,8.335
n,200,1.5,20,7.690425596502944,0.91,0,2.97
n,200,2.0,20,6.754327191513121,0.995,0,4.005
n,200,2.5,20,6.021407035175879,1.0,1,4.98
n,200,3.0,20,5.7225628140703515,1.0,1,5.93
n,200,3.5,20,5.42391959798995,1.0,1,6.5
n,200,4.0,20,5.252010050251256,1.0,1,7.105
n,200,4.5,20,5.084924623115578,1.0,1,7.85
n,200,5.0,20,4.936834170854271,1.0,1,8.54
n,200,1.5,21,9.496224855332047,0.955,0,3.03
n,200,2.0,21,7.17904937701892,0.99,0,4.11
n,200,2.5,21,6.420301507537689,1.0,1,4.92
n,200,3.0,21,5.904120603015075,1.0,1,5.72
n,200,3.5,21,5.50175879396985,1.0,1,6.42
n,200,4.0,21,5.280904522613065,1.0,1,7.05
n,200,4.5,21,5.242713567839196,1.0,1,7.515
n,200,5.0,21,5.150603015075377,1.0,1,8.115
n,200,1.5,22,9.735805267702936,0.965,0,2.83
n,200,2.0,22,6.347228631492591,0.99,0,3.62
n,200,2.5,22,5.809045226130653,1.0,1,4.415
n,200,3.0,22,5.389899497487437,1.0,1,5.23
n,200,3.5,22,5.186834170854271,1.0,1,6.02
n,200,4.0,22,5.01894472361809,1.0,1,6.665
n,200,4.5,22,4.885276381909548,1.0,1,7.495
n,200,5.0,22,4.787788944723618,1.0,1,8.055
n,200,1.5,23,8.183626831563382,0.865,0,3.23
n,200,2.0,23,6.403532815593117,0.995,0,4.16
n,200,2.5,23,6.146130653266332,1.0,1,4.98
n,200,3.0,23,5.853015075376884,1.0,1,5.67
n,200,3.5,23,5.680301507537688,1.0,1,6.31
n,200,4.0,23,5.5819597989949745,1.0,1,7.03
n,200,4.5,23,5.509246231155779,1.0,1,7.58
n,200,5.0,23,5.432060301507538,1.0,1,8.145
n,200,1.5,24,10.808636651141395,0.935,0,3.095
