gamma,rho,trial,mean_hypergraph_vertex_degree,attempt_level_reference,unique_fraction_attempts,unique_fraction_retained
2.0,1.5,15,3.0,3.5996648708798746,0.5826666666666667,0.8245283018867925
2.0,1.5,16,3.006,3.5996648708798746,0.6106666666666667,0.8465804066543438
2.0,1.5,17,3.154,3.5996648708798746,0.6186666666666667,0.8640595903165735
2.0,1.5,18,3.338,3.5996648708798746,0.6653333333333333,0.8879003558718861
2.0,1.5,19,2.968,3.5996648708798746,0.584,0.8311195445920304
2.0,1.5,20,3.196,3.5996648708798746,0.6306666666666667,0.8537906137184116
2.0,1.5,21,3.116,3.5996648708798746,0.6186666666666667,0.8721804511278195
2.0,1.5,22,3.144,3.5996648708798746,0.616,0.850828729281768
2.0,1.5,23,3.158,3.5996648708798746,0.6066666666666667,0.8733205374280231
2.0,1.5,24,3.068,3.5996648708798746,0.6013333333333334,0.8541666666666666
2.0,1.5,25,3.016,3.5996648708798746,0.6053333333333333,0.8269581056466302
2.0,1.5,26,3.038,3.5996648708798746,0.5946666666666667,0.8431001890359168
2.0,1.5,27,3.132,3.5996648708798746,0.6173333333333333,0.8418181818181818
2.0,1.5,28,3.014,3.5996648708798746,0.5933333333333334,0.8165137614678899
2.0,1.5,29,3.242,3.5996648708798746,0.624,0.8731343283582089
2.0,2.0,0,4.192,4.799553161173166,0.606,0.7900912646675359
2.0,2.0,1,3.834,4.799553161173166,0.576,0.8124118476727785
2.0,2.0,2,4.18,4.799553161173166,0.608,0.8128342245989305
2.0,2.0,3,3.942,4.799553161173166,0.575,0.8144475920679887
2.0,2.0,4,4.03,4.799553161173166,0.588,0.8155339805825242
2.0,2.0,5,3.726,4.799553161173166,0.546,0.8088888888888889
2.0,2.0,6,3.986,4.799553161173166,0.583,0.8108484005563282
2.0,2.0,7,3.972,4.799553161173166,0.581,0.8137254901960784
2.0,2.0,8,4.08,4.799553161173166,0.607,0.8104138851802403
2.0,2.0,9,4.002,4.799553161173166,0.59,0.8027210884353742
2.0,2.0,10,4.032,4.799553161173166,0.596,0.8054054054054054
2.0,2.0,11,3.78,4.799553161173166,0.558,0.7914893617021277
2.0,2.0,12,4.256,4.799553161173166,0.62,0.8435374149659864
2.0,2.0,13,3.804,4.799553161173166,0.551,0.7997097242380261
2.0,2.0,14,3.794,4.799553161173166,0.562,0.8133140376266281
2.0,2.0,15,3.934,4.799553161173166,0.58,0.8393632416787264
2.0,2.0,16,3.964,4.799553161173166,0.574,0.8130311614730878
2.0,2.0,17,4.114,4.799553161173166,0.595,0.8298465829846583
2.0,2.0,18,3.986,4.799553161173166,0.592,0.8505747126436781
2.0,2.0,19,3.81,4.799553161173166,0.567,0.801980198019802
2.0,2.0,20,4.0,4.799553161173166,0.577,0.8115330520393812
2.0,2.0,21,4.122,4.799553161173166,0.606,0.8222523744911805
2.0,2.0,22,3.98,4.799553161173166,0.582,0.8005502063273727
2.0,2.0,23,4.02,4.799553161173166,0.586,0.803840877914952
2.0,2.0,24,3.924,4.799553161173166,0.576,0.810126582278481
2.0,2.0,25,4.09,4.799553161173166,0.592,0.8199445983379502
2.0,2.0,26,4.2,4.799553161173166,0.614,0.8230563002680965
2.0,2.0,27,4.058,4.799553161173166,0.591,0.8029891304347826
2.0,2.0,28,3.984,4.799553161173166,0.59,0.796221322537112
2.0,2.0,29,3.988,4.799553161173166,0.576,0.8022284122562674
2.0,2.5,0,4.828,5.999441451466457,0.5504,0.7835990888382688
2.0,2.5,1,4.658,5.999441451466457,0.544,0.7522123893805309
2.0,2.5,2,4.616,5.999441451466457,0.5392,0.7581552305961755
2.0,2.5,3,4.834,5.999441451466457,0.5728,0.7617021276595745
2.0,2.5,4,4.496,5.999441451466457,0.5152,0.7368421052631579
2.0,2.5,5,4.774,5.999441451466457,0.5592,0.7827547592385219
2.0,2.5,6,4.974,5.999441451466457,0.5808,0.7840172786177105
2.0,2.5,7,4.794,5.999441451466457,0.5488,0.7725225225225225
2.0,2.5,8,4.794,5.999441451466457,0.5632,0.775330396475771
2.0,2.5,9,4.976,5.999441451466457,0.5824,0.8170594837261503
2.0,2.5,10,4.894,5.999441451466457,0.5768,0.7845484221980413
2.0,2.5,11,4.584,5.999441451466457,0.5456,0.7812142038946163
2.0,2.5,12,4.772,5.999441451466457,0.5624,0.7845982142857143
2.0,2.5,13,4.922,5.999441451466457,0.5672,0.774863387978142
2.0,2.5,14,4.858,5.999441451466457,0.5688,0.7882483370288248
2.0,2.5,15,4.74,5.999441451466457,0.5632,0.8
2.0,2.5,16,4.584,5.999441451466457,0.54,0.7749712973593571
2.0,2.5,17,4.804,5.999441451466457,0.5512,0.7681159420289855
2.0,2.5,18,4.726,5.999441451466457,0.552,0.7615894039735099
2.0,2.5,19,4.92,5.999441451466457,0.5824,0.7631027253668763
2.0,2.5,20,4.61,5.999441451466457,0.5464,0.7886836027713626
2.0,2.5,21,4.746,5.999441451466457,0.5568,0.7767857142857143
2.0,2.5,22,4.784,5.999441451466457,0.5608,0.756202804746494
2.0,2.5,23,4.896,5.999441451466457,0.5752,0.7953539823008849
2.0,2.5,24,4.506,5.999441451466457,0.5448,0.7625979843225084
2.0,2.5,25,4.7,5.999441451466457,0.5512,0.7664071190211346
2.0,2.5,26,4.598,5.999441451466457,0.54,0.7618510158013544
2.0,2.5,27,4.91,5.999441451466457,0.5648,0.7897091722595079
2.0,2.5,28,4.628,5.999441451466457,0.5448,0.7729852440408627
2.0,2.5,29,4.68,5.999441451466457,0.544,0.768361581920904
2.0,3.0,0,5.462,7.199329741759749,0.5246666666666666,0.7320930232558139
2.0,3.0,1,5.576,7.199329741759749,0.534,0.7672413793103449
2.0,3.0,2,5.558,7.199329741759749,0.54,0.7417582417582418
2.0,3.0,3,5.59,7.199329741759749,0.5473333333333333,0.7539026629935721
2.0,3.0,4,5.652,7.199329741759749,0.5446666666666666,0.7664165103189493
2.0,3.0,5,5.682,7.199329741759749,0.5466666666666666,0.7314897413024085
2.0,3.0,6,5.652,7.199329741759749,0.5433333333333333,0.7463369963369964
2.0,3.0,7,5.578,7.199329741759749,0.5306666666666666,0.7377201112140871
2.0,3.0,8,5.486,7.199329741759749,0.5333333333333333,0.7346189164370982
2.0,3.0,9,5.36,7.199329741759749,0.518,0.7385931558935361
2.0,3.0,10,5.428,7.199329741759749,0.5273333333333333,0.7358139534883721
2.0,3.0,11,5.384,7.199329741759749,0.534,0.7196765498652291
2.0,3.0,12,5.542,7.199329741759749,0.534,0.7563739376770539
2.0,3.0,13,5.548,7.199329741759749,0.5453333333333333,0.7532228360957642
2.0,3.0,14,5.522,7.199329741759749,0.5433333333333333,0.7553290083410565
2.0,3.0,15,5.358,7.199329741759749,0.5213333333333333,0.763671875
2.0,3.0,16,5.604,7.199329741759749,0.5493333333333333,0.7363717605004468
2.0,3.0,17,5.716,7.199329741759749,0.5493333333333333,0.7525114155251141
2.0,3.0,18,5.402,7.199329741759749,0.5233333333333333,0.7343311506080449
2.0,3.0,19,5.48,7.199329741759749,0.5366666666666666,0.7412523020257827
2.0,3.0,20,5.536,7.199329741759749,0.5373333333333333,0.7518656716417911
2.0,3.0,21,5.666,7.199329741759749,0.55,0.7425742574257426
2.0,3.0,22,5.466,7.199329741759749,0.5273333333333333,0.7562141491395793
2.0,3.0,23,5.288,7.199329741759749,0.5053333333333333,0.7267497603068073
2.0,3.0,24,5.576,7.199329741759749,0.54,0.7527881040892194
2.0,3.0,25,5.582,7.199329741759749,0.5426666666666666,0.7413479052823315
2.0,3.0,26,5.366,7.199329741759749,0.5286666666666666,0.7275229357798165
2.0,3.0,27,5.454,7.199329741759749,0.5266666666666666,0.7509505703422054
2.0,3.0,28,5.412,7.199329741759749,0.5266666666666666,0.7545367717287488
2.0,3.0,29,5.524,7.199329741759749,0.5353333333333333,0.7442075996292864
2.0,3.5,0,6.394,8.39921803205304,0.536,0.7154843630816171
2.0,3.5,1,6.426,8.39921803205304,0.5371428571428571,0.7366771159874608
2.0,3.5,2,5.994,8.39921803205304,0.4942857142857143,0.7119341563786008
2.0,3.5,3,6.178,8.39921803205304,0.5142857142857142,0.7125890736342043
2.0,3.5,4,6.31,8.39921803205304,0.5142857142857142,0.7234726688102894
2.0,3.5,5,6.766,8.39921803205304,0.5588571428571428,0.7358916478555305
2.0,3.5,6,6.084,8.39921803205304,0.5091428571428571,0.7327302631578947
2.0,3.5,7,6.238,8.39921803205304,0.5171428571428571,0.6983024691358025
2.0,3.5,8,6.408,8.39921803205304,0.5371428571428571,0.724191063174114
2.0,3.5,9,6.362,8.39921803205304,0.5234285714285715,0.7122861586314152
2.0,3.5,10,6.268,8.39921803205304,0.5171428571428571,0.7137223974763407
2.0,3.5,11,6.492,8.39921803205304,0.5262857142857142,0.7292161520190024
2.0,3.5,12,6.388,8.39921803205304,0.536,0.7288267288267288
2.0,3.5,13,6.108,8.39921803205304,0.49942857142857144,0.720527617477329
2.0,3.5,14,6.366,8.39921803205304,0.5257142857142857,0.7120743034055728
2.0,3.5,15,6.34,8.39921803205304,0.5245714285714286,0.719435736677116
2.0,3.5,16,6.136,8.39921803205304,0.5114285714285715,0.7125796178343949
2.0,3.5,17,6.14,8.39921803205304,0.5017142857142857,0.7012779552715654
2.0,3.5,18,6.392,8.39921803205304,0.5268571428571428,0.7305863708399366
2.0,3.5,19,6.2,8.39921803205304,0.5137142857142857,0.7117973079968329
2.0,3.5,20,6.372,8.39921803205304,0.5354285714285715,0.7235521235521235
2.0,3.5,21,6.246,8.39921803205304,0.5148571428571429,0.7077769049489395
2.0,3.5,22,5.962,8.39921803205304,0.4948571428571429,0.71334431630972
2.0,3.5,23,6.042,8.39921803205304,0.5,0.7207578253706755
2.0,3.5,24,6.05,8.39921803205304,0.5085714285714286,0.7097288676236044
2.0,3.5,25,6.356,8.39921803205304,0.5325714285714286,0.7213622291021672
2.0,3.5,26,6.242,8.39921803205304,0.5068571428571429,0.714170692431562
2.0,3.5,27,6.084,8.39921803205304,0.49542857142857144,0.6941553242594075
2.0,3.5,28,6.432,8.39921803205304,0.5262857142857142,0.7397590361445783
2.0,3.5,29,6.484,8.39921803205304,0.5382857142857143,0.7240584166026134
2.0,4.0,0,6.864,9.599106322346332,0.496,0.6850828729281768
2.0,4.0,1,6.884,9.599106322346332,0.498,0.7019027484143763
2.0,4.0,2,6.754,9.599106322346332,0.486,0.6869257950530036
2.0,4.0,3,6.848,9.599106322346332,0.49,0.7045291157440691
2.0,4.0,4,6.988,9.599106322346332,0.4985,0.7035991531404375
2.0,4.0,5,6.852,9.599106322346332,0.4965,0.6948915325402379
2.0,4.0,6,7.164,9.599106322346332,0.5215,0.7183195592286501
2.0,4.0,7,7.114,9.599106322346332,0.508,0.7075208913649025
2.0,4.0,8,7.08,9.599106322346332,0.517,0.7245970567624387
2.0,4.0,9,6.996,9.599106322346332,0.51,0.6841046277665996
2.0,4.0,10,6.938,9.599106322346332,0.4925,0.6873691556175855
2.0,4.0,11,7.174,9.599106322346332,0.5115,0.7021276595744681
2.0,4.0,12,6.856,9.599106322346332,0.4935,0.6806896551724138
2.0,4.0,13,7.104,9.599106322346332,0.511,0.7024054982817869
2.0,4.0,14,7.196,9.599106322346332,0.514,0.7065292096219932
2.0,4.0,15,6.816,9.599106322346332,0.49,0.692090395480226
2.0,4.0,16,7.132,9.599106322346332,0.5095,0.707147814018043
2.0,4.0,17,6.94,9.599106322346332,0.497,0.6951048951048951
2.0,4.0,18,7.104,9.599106322346332,0.5025,0.7047685834502104
2.0,4.0,19,6.958,9.599106322346332,0.5025,0.6974323386537127
2.0,4.0,20,6.838,9.599106322346332,0.4925,0.7015669515669516
2.0,4.0,21,6.846,9.599106322346332,0.5,0.6788866259334692
2.0,4.0,22,7.014,9.599106322346332,0.503,0.7059649122807018
2.0,4.0,23,6.852,9.599106322346332,0.4995,0.684715558601782
2.0,4.0,24,6.95,9.599106322346332,0.505,0.6936813186813187
2.0,4.0,25,7.186,9.599106322346332,0.52,0.7227241139680334
2.0,4.0,26,6.958,9.599106322346332,0.501,0.70020964360587
2.0,4.0,27,6.872,9.599106322346332,0.497,0.6907574704656011
2.0,4.0,28,6.972,9.599106322346332,0.5065,0.6986206896551724
2.0,4.0,29,6.896,9.599106322346332,0.496,0.6903270702853166
2.0,4.5,0,7.422,10.798994612639623,0.488,0.6707391569945022
2.0,4.5,1,7.49,10.798994612639623,0.4782222222222222,0.6699875466998755
2.0,4.5,2,7.57,10.798994612639623,0.4888888888888889,0.6736068585425597
2.0,4.5,3,7.392,10.798994612639623,0.47688888888888886,0.661937075879087
2.0,4.5,4,7.34,10.798994612639623,0.472,0.6721518987341772
2.0,4.5,5,7.61,10.798994612639623,0.4902222222222222,0.68424317617866
2.0,4.5,6,7.728,10.798994612639623,0.4928888888888889,0.6828817733990148
2.0,4.5,7,7.568,10.798994612639623,0.4875555555555556,0.6813664596273292
2.0,4.5,8,7.57,10.798994612639623,0.4875555555555556,0.6763255240443896
2.0,4.5,9,7.596,10.798994612639623,0.48488888888888887,0.6709717097170972
2.0,4.5,10,7.276,10.798994612639623,0.46,0.6638871071199487
2.0,4.5,11,7.64,10.798994612639623,0.4862222222222222,0.6959287531806616
2.0,4.5,12,7.438,10.798994612639623,0.47244444444444444,0.6719342604298356
2.0,4.5,13,7.338,10.798994612639623,0.47155555555555556,0.6639549436795995
2.0,4.5,14,7.484,10.798994612639623,0.48533333333333334,0.6582278481012658
2.0,4.5,15,7.592,10.798994612639623,0.49244444444444446,0.6864931846344485
2.0,4.5,16,7.624,10.798994612639623,0.4862222222222222,0.6795031055900621
2.0,4.5,17,7.384,10.798994612639623,0.4782222222222222,0.657299938912645
2.0,4.5,18,7.626,10.798994612639623,0.484,0.6836158192090396
2.0,4.5,19,7.698,10.798994612639623,0.48844444444444446,0.6968928344958782
2.0,4.5,20,7.42,10.798994612639623,0.4737777777777778,0.6625233064014916
2.0,4.5,21,7.76,10.798994612639623,0.4991111111111111,0.6652843601895735
2.0,4.5,22,7.742,10.798994612639623,0.49644444444444447,0.6929280397022333
2.0,4.5,23,7.596,10.798994612639623,0.48355555555555557,0.678727386150967
2.0,4.5,24,7.75,10.798994612639623,0.5026666666666667,0.6712166172106825
2.0,4.5,25,7.496,10.798994612639623,0.48533333333333334,0.6666666666666666
2.0,4.5,26,7.768,10.798994612639623,0.5017777777777778,0.6850728155339806
2.0,4.5,27,7.738,10.798994612639623,0.4951111111111111,0.6805131337813073
2.0,4.5,28,7.544,10.798994612639623,0.488,0.6940581542351454
2.0,4.5,29,7.496,10.798994612639623,0.48355555555555557,0.6703635243376463
2.0,5.0,0,8.322,11.998882902932914,0.4808,0.6688925987757374
2.0,5.0,1,8.118,11.998882902932914,0.4632,0.6476510067114094
2.0,5.0,2,7.944,11.998882902932914,0.4668,0.643684500827358
2.0,5.0,3,7.998,11.998882902932914,0.4528,0.6509488211615871
2.0,5.0,4,8.222,11.998882902932914,0.4736,0.6534216335540839
2.0,5.0,5,8.004,11.998882902932914,0.462,0.6441717791411042
2.0,5.0,6,8.092,11.998882902932914,0.4616,0.645413870246085
2.0,5.0,7,8.098,11.998882902932914,0.4672,0.6514221974344674
2.0,5.0,8,8.286,11.998882902932914,0.4796,0.661334804191947
2.0,5.0,9,8.184,11.998882902932914,0.4708,0.6645962732919255
2.0,5.0,10,8.058,11.998882902932914,0.462,0.6507042253521127
2.0,5.0,11,8.17,11.998882902932914,0.468,0.6442731277533039
2.0,5.0,12,8.242,11.998882902932914,0.4704,0.654424040066778
2.0,5.0,13,8.246,11.998882902932914,0.474,0.6579677956690727
2.0,5.0,14,8.126,11.998882902932914,0.4728,0.6621848739495798
2.0,5.0,15,8.258,11.998882902932914,0.4748,0.6646136618141097
2.0,5.0,16,7.99,11.998882902932914,0.4564,0.645727221279004
2.0,5.0,17,8.096,11.998882902932914,0.4648,0.652442448062886
2.0,5.0,18,8.422,11.998882902932914,0.4816,0.6608122941822173
2.0,5.0,19,7.998,11.998882902932914,0.46,0.6357103372028745
2.0,5.0,20,8.066,11.998882902932914,0.458,0.6414565826330533
2.0,5.0,21,8.332,11.998882902932914,0.476,0.6685393258426966
2.0,5.0,22,7.968,11.998882902932914,0.4552,0.6411267605633802
2.0,5.0,23,8.172,11.998882902932914,0.466,0.6567080045095829
2.0,5.0,24,8.046,11.998882902932914,0.4548,0.6602787456445993
2.0,5.0,25,8.142,11.998882902932914,0.468,0.6514476614699332
2.0,5.0,26,8.35,11.998882902932914,0.4832,0.6501614639397201
2.0,5.0,27,8.224,11.998882902932914,0.4708,0.6520775623268698
2.0,5.0,28,7.882,11.998882902932914,0.444,0.6285390713476784
2.0,5.0,29,7.988,11.998882902932914,0.4652,0.6383095499451152
2.5,0.5,0,1.128,1.1366241830339838,0.66,0.9375
2.5,0.5,1,0.972,1.1366241830339838,0.608,0.9440993788819876
2.5,0.5,2,1.092,1.1366241830339838,0.66,0.9705882352941176
2.5,0.5,3,1.088,1.1366241830339838,0.644,0.9583333333333334
2.5,0.5,4,1.06,1.1366241830339838,0.648,0.9473684210526315
2.5,0.5,5,1.062,1.1366241830339838,0.632,0.9518072289156626
2.5,0.5,6,1.036,1.1366241830339838,0.636,0.9464285714285714
2.5,0.5,7,1.026,1.1366241830339838,0.632,0.9404761904761905
2.5,0.5,8,1.118,1.1366241830339838,0.66,0.9322033898305084
2.5,0.5,9,1.064,1.1366241830339838,0.636,0.9352941176470588
2.5,0.5,10,1.116,1.1366241830339838,0.664,0.9431818181818182
2.5,0.5,11,0.966,1.1366241830339838,0.592,0.9308176100628931
2.5,0.5,12,1.064,1.1366241830339838,0.684,0.9344262295081968
2.5,0.5,13,1.078,1.1366241830339838,0.648,0.9585798816568047
2.5,0.5,14,1.034,1.1366241830339838,0.624,0.9512195121951219
2.5,0.5,15,1.104,1.1366241830339838,0.684,0.9661016949152542
2.5,0.5,16,0.98,1.1366241830339838,0.616,0.9112426035502958
2.5,0.5,17,1.088,1.1366241830339838,0.644,0.936046511627907
2.5,0.5,18,1.188,1.1366241830339838,0.704,0.9723756906077348
2.5,0.5,19,0.992,1.1366241830339838,0.608,0.95
2.5,0.5,20,1.146,1.1366241830339838,0.664,0.9485714285714286
2.5,0.5,21,1.146,1.1366241830339838,0.696,0.9720670391061452
2.5,0.5,22,1.158,1.1366241830339838,0.684,0.95
2.5,0.5,23,1.09,1.1366241830339838,0.676,0.9441340782122905
2.5,0.5,24,0.954,1.1366241830339838,0.608,0.9440993788819876
2.5,0.5,25,1.072,1.1366241830339838,0.66,0.9322033898305084
2.5,0.5,26,1.19,1.1366241830339838,0.724,0.9476439790575916
2.5,0.5,27,1.118,1.1366241830339838,0.696,0.9720670391061452
2.5,0.5,28,1.028,1.1366241830339838,0.612,0.9622641509433962
2.5,0.5,29,1.154,1.1366241830339838,0.672,0.96
2.5,1.0,0,1.944,2.2732483660679677,0.602,0.9204892966360856
2.5,1.0,1,2.026,2.2732483660679677,0.628,0.8971428571428571
2.5,1.0,2,2.094,2.2732483660679677,0.62,0.9144542772861357
2.5,1.0,3,2.078,2.2732483660679677,0.62,0.8831908831908832
2.5,1.0,4,1.968,2.2732483660679677,0.594,0.8892215568862275
2.5,1.0,5,1.908,2.2732483660679677,0.586,0.8987730061349694
2.5,1.0,6,2.06,2.2732483660679677,0.632,0.9080459770114943
2.5,1.0,7,2.006,2.2732483660679677,0.6,0.8902077151335311
2.5,1.0,8,2.184,2.2732483660679677,0.662,0.9093406593406593
2.5,1.0,9,2.144,2.2732483660679677,0.63,0.9025787965616046
2.5,1.0,10,2.078,2.2732483660679677,0.63,0.8701657458563536
2.5,1.0,11,1.936,2.2732483660679677,0.568,0.8580060422960725
2.5,1.0,12,2.058,2.2732483660679677,0.61,0.8664772727272727
2.5,1.0,13,2.042,2.2732483660679677,0.638,0.9088319088319088
2.5,1.0,14,2.038,2.2732483660679677,0.614,0.8721590909090909
2.5,1.0,15,2.102,2.2732483660679677,0.632,0.8876404494382022
2.5,1.0,16,2.148,2.2732483660679677,0.642,0.8916666666666667
2.5,1.0,17,1.91,2.2732483660679677,0.604,0.867816091954023
2.5,1.0,18,2.116,2.2732483660679677,0.634,0.9005681818181818
2.5,1.0,19,2.05,2.2732483660679677,0.63,0.8798882681564246
2.5,1.0,20,1.97,2.2732483660679677,0.588,0.8724035608308606
2.5,1.0,21,2.008,2.2732483660679677,0.62,0.8757062146892656
2.5,1.0,22,2.01,2.2732483660679677,0.616,0.8725212464589235
2.5,1.0,23,2.006,2.2732483660679677,0.608,0.8611898016997167
2.5,1.0,24,2.216,2.2732483660679677,0.67,0.8862433862433863
2.5,1.0,25,2.082,2.2732483660679677,0.632,0.9054441260744985
2.5,1.0,26,2.046,2.2732483660679677,0.64,0.9090909090909091
2.5,1.0,27,1.946,2.2732483660679677,0.604,0.8628571428571429
2.5,1.0,28,2.032,2.2732483660679677,0.606,0.8757225433526011
2.5,1.0,29,2.118,2.2732483660679677,0.648,0.9101123595505618
2.5,1.5,0,2.926,3.4098725491019515,0.568,0.8385826771653543
2.5,1.5,1,2.886,3.4098725491019515,0.588,0.8546511627906976
2.5,1.5,2,2.906,3.4098725491019515,0.5893333333333334,0.8565891472868217
2.5,1.5,3,2.994,3.4098725491019515,0.604,0.8420074349442379
2.5,1.5,4,2.956,3.4098725491019515,0.592,0.8588007736943907
2.5,1.5,5,2.764,3.4098725491019515,0.568,0.8145315487571702
2.5,1.5,6,2.904,3.4098725491019515,0.5906666666666667,0.8519230769230769
2.5,1.5,7,3.014,3.4098725491019515,0.6,0.8458646616541353
2.5,1.5,8,2.964,3.4098725491019515,0.5946666666666667,0.8415094339622642
2.5,1.5,9,2.938,3.4098725491019515,0.5853333333333334,0.8491295938104448
2.5,1.5,10,3.106,3.4098725491019515,0.6186666666666667,0.8721804511278195
2.5,1.5,11,2.988,3.4098725491019515,0.5986666666666667,0.8284132841328413
2.5,1.5,12,3.04,3.4098725491019515,0.6226666666666667,0.8584558823529411
2.5,1.5,13,2.852,3.4098725491019515,0.5706666666666667,0.823076923076923
2.5,1.5,14,2.786,3.4098725491019515,0.5666666666666667,0.8382642998027613
2.5,1.5,15,2.96,3.4098725491019515,0.5973333333333334,0.8250460405156538
2.5,1.5,16,2.94,3.4098725491019515,0.5933333333333334,0.8607350096711799
2.5,1.5,17,2.626,3.4098725491019515,0.5426666666666666,0.8443983402489627
2.5,1.5,18,3.044,3.4098725491019515,0.6026666666666667,0.8609523809523809
2.5,1.5,19,3.13,3.4098725491019515,0.6226666666666667,0.8616236162361623
2.5,1.5,20,3.012,3.4098725491019515,0.612,0.8709677419354839
2.5,1.5,21,2.934,3.4098725491019515,0.592,0.8489483747609943
2.5,1.5,22,2.914,3.4098725491019515,0.5946666666666667,0.867704280155642
2.5,1.5,23,3.074,3.4098725491019515,0.6053333333333333,0.8598484848484849
2.5,1.5,24,2.998,3.4098725491019515,0.596,0.8355140186915888
2.5,1.5,25,2.73,3.4098725491019515,0.5586666666666666,0.7950664136622391
2.5,1.5,26,2.894,3.4098725491019515,0.5826666666666667,0.8468992248062015
2.5,1.5,27,2.998,3.4098725491019515,0.5933333333333334,0.8364661654135338
2.5,1.5,28,3.184,3.4098725491019515,0.6266666666666667,0.8545454545454545
2.5,1.5,29,2.84,3.4098725491019515,0.576,0.8197343453510436
2.5,2.0,0,3.748,4.546496732135935,0.565,0.7980225988700564
2.5,2.0,1,3.898,4.546496732135935,0.59,0.8104395604395604
2.5,2.0,2,3.762,4.546496732135935,0.566,0.8062678062678063
2.5,2.0,3,3.496,4.546496732135935,0.53,0.7910447761194029
2.5,2.0,4,3.66,4.546496732135935,0.548,0.7976710334788938
2.5,2.0,5,3.938,4.546496732135935,0.599,0.844851904090268
2.5,2.0,6,3.776,4.546496732135935,0.571,0.8099290780141843
2.5,2.0,7,3.676,4.546496732135935,0.547,0.7904624277456648
2.5,2.0,8,3.806,4.546496732135935,0.587,0.800818553888131
2.5,2.0,9,3.82,4.546496732135935,0.576,0.8112676056338028
2.5,2.0,10,3.812,4.546496732135935,0.579,0.8201133144475921
2.5,2.0,11,3.852,4.546496732135935,0.579,0.7899045020463847
2.5,2.0,12,3.812,4.546496732135935,0.578,0.8186968838526912
2.5,2.0,13,3.766,4.546496732135935,0.552,0.8105726872246696
2.5,2.0,14,3.646,4.546496732135935,0.546,0.7822349570200573
2.5,2.0,15,3.75,4.546496732135935,0.553,0.8132352941176471
2.5,2.0,16,3.792,4.546496732135935,0.564,0.8162083936324168
2.5,2.0,17,3.72,4.546496732135935,0.556,0.7886524822695036
2.5,2.0,18,3.95,4.546496732135935,0.601,0.8382147838214784
2.5,2.0,19,3.78,4.546496732135935,0.567,0.8181818181818182
2.5,2.0,20,3.654,4.546496732135935,0.545,0.7853025936599424
2.5,2.0,21,3.9,4.546496732135935,0.588,0.8352272727272727
2.5,2.0,22,3.782,4.546496732135935,0.562,0.8028571428571428
2.5,2.0,23,4.002,4.546496732135935,0.594,0.8159340659340659
2.5,2.0,24,3.712,4.546496732135935,0.568,0.8033946251768034
2.5,2.0,25,3.69,4.546496732135935,0.556,0.8116788321167884
2.5,2.0,26,3.822,4.546496732135935,0.559,0.8066378066378066
2.5,2.0,27,3.894,4.546496732135935,0.57,0.8039492242595204
2.5,2.0,28,3.706,4.546496732135935,0.564,0.7988668555240793
2.5,2.0,29,3.728,4.546496732135935,0.573,0.7881705639614855
2.5,2.5,0,4.482,5.683120915169919,0.5416,0.7555803571428571
2.5,2.5,1,4.506,5.683120915169919,0.5392,0.769406392694064
2.5,2.5,2,4.434,5.683120915169919,0.5192,0.7635294117647059
2.5,2.5,3,4.684,5.683120915169919,0.5536,0.7990762124711316
2.5,2.5,4,4.494,5.683120915169919,0.5424,0.7635135135135135
2.5,2.5,5,4.616,5.683120915169919,0.5448,0.7651685393258427
2.5,2.5,6,4.254,5.683120915169919,0.5064,0.749112426035503
2.5,2.5,7,4.532,5.683120915169919,0.5472,0.7583148558758315
2.5,2.5,8,4.386,5.683120915169919,0.5272,0.7671711292200233
2.5,2.5,9,4.814,5.683120915169919,0.5656,0.8006795016987542
2.5,2.5,10,4.534,5.683120915169919,0.5408,0.7690557451649602
2.5,2.5,11,4.684,5.683120915169919,0.552,0.7921928817451206
2.5,2.5,12,4.39,5.683120915169919,0.5256,0.7577854671280276
2.5,2.5,13,4.508,5.683120915169919,0.5352,0.7672018348623854
2.5,2.5,14,4.478,5.683120915169919,0.5288,0.7650462962962963
2.5,2.5,15,4.424,5.683120915169919,0.5272,0.7548682703321878
2.5,2.5,16,4.412,5.683120915169919,0.528,0.7792207792207793
2.5,2.5,17,4.398,5.683120915169919,0.5208,0.7658823529411765
2.5,2.5,18,4.53,5.683120915169919,0.54,0.7740825688073395
2.5,2.5,19,4.574,5.683120915169919,0.5432,0.7932242990654206
2.5,2.5,20,4.418,5.683120915169919,0.5272,0.7716627634660421
2.5,2.5,21,4.588,5.683120915169919,0.5344,0.7514060742407199
2.5,2.5,22,4.482,5.683120915169919,0.5336,0.7596810933940774
2.5,2.5,23,4.59,5.683120915169919,0.548,0.7784090909090909
2.5,2.5,24,4.422,5.683120915169919,0.536,0.7674684994272624
2.5,2.5,25,4.5,5.683120915169919,0.528,0.7801418439716312
2.5,2.5,26,4.412,5.683120915169919,0.5304,0.7534090909090909
2.5,2.5,27,4.524,5.683120915169919,0.5392,0.7702857142857142
2.5,2.5,28,4.49,5.683120915169919,0.532,0.7488738738738738
2.5,2.5,29,4.492,5.683120915169919,0.5392,0.7773933102652826
2.5,3.0,0,5.296,6.819745098203903,0.5106666666666667,0.7206020696142992
2.5,3.0,1,5.146,6.819745098203903,0.5133333333333333,0.7454017424975798
2.5,3.0,2,5.216,6.819745098203903,0.518,0.7428298279158699
2.5,3.0,3,5.186,6.819745098203903,0.5106666666666667,0.7274453941120608
