gamma,rho,trial,mean_hypergraph_vertex_degree,attempt_level_reference,unique_fraction_attempts,unique_fraction_retained
2.5,3.0,4,5.278,6.819745098203903,0.52,0.7543520309477756
2.5,3.0,5,5.284,6.819745098203903,0.5106666666666667,0.7337164750957854
2.5,3.0,6,5.244,6.819745098203903,0.5253333333333333,0.7309833024118738
2.5,3.0,7,5.138,6.819745098203903,0.5113333333333333,0.724952741020794
2.5,3.0,8,5.3,6.819745098203903,0.522,0.7471374045801527
2.5,3.0,9,5.214,6.819745098203903,0.51,0.7377049180327869
2.5,3.0,10,5.158,6.819745098203903,0.5093333333333333,0.7374517374517374
2.5,3.0,11,5.154,6.819745098203903,0.512,0.7363374880153404
2.5,3.0,12,5.174,6.819745098203903,0.5126666666666667,0.7351816443594646
2.5,3.0,13,5.088,6.819745098203903,0.5053333333333333,0.7295476419634264
2.5,3.0,14,5.078,6.819745098203903,0.506,0.7207977207977208
2.5,3.0,15,5.342,6.819745098203903,0.5346666666666666,0.7537593984962406
2.5,3.0,16,4.98,6.819745098203903,0.49133333333333334,0.7347956131605184
2.5,3.0,17,5.19,6.819745098203903,0.5106666666666667,0.7546798029556651
2.5,3.0,18,5.412,6.819745098203903,0.5273333333333333,0.7310536044362292
2.5,3.0,19,5.236,6.819745098203903,0.5113333333333333,0.7446601941747573
2.5,3.0,20,5.464,6.819745098203903,0.548,0.7520585544373285
2.5,3.0,21,5.346,6.819745098203903,0.5186666666666667,0.7495183044315993
2.5,3.0,22,5.32,6.819745098203903,0.5286666666666666,0.7349397590361446
2.5,3.0,23,5.014,6.819745098203903,0.49466666666666664,0.7346534653465346
2.5,3.0,24,5.22,6.819745098203903,0.5046666666666667,0.7428851815505397
2.5,3.0,25,5.324,6.819745098203903,0.52,0.76171875
2.5,3.0,26,5.202,6.819745098203903,0.5126666666666667,0.7705410821643287
2.5,3.0,27,4.922,6.819745098203903,0.49,0.708092485549133
2.5,3.0,28,5.458,6.819745098203903,0.5466666666666666,0.7578558225508318
2.5,3.0,29,5.14,6.819745098203903,0.504,0.7138810198300283
2.5,3.5,0,5.72,7.956369281237887,0.484,0.7159763313609467
2.5,3.5,1,5.754,7.956369281237887,0.48628571428571427,0.7073981712385703
2.5,3.5,2,6.088,7.956369281237887,0.5137142857142857,0.7255851493139629
2.5,3.5,3,5.616,7.956369281237887,0.476,0.7101449275362319
2.5,3.5,4,5.948,7.956369281237887,0.5,0.7113821138211383
2.5,3.5,5,6.17,7.956369281237887,0.5217142857142857,0.7094017094017094
2.5,3.5,6,5.882,7.956369281237887,0.49142857142857144,0.7263513513513513
2.5,3.5,7,5.916,7.956369281237887,0.4977142857142857,0.7069805194805194
2.5,3.5,8,5.782,7.956369281237887,0.48742857142857143,0.7126148705096074
2.5,3.5,9,5.716,7.956369281237887,0.488,0.702880658436214
2.5,3.5,10,5.916,7.956369281237887,0.49028571428571427,0.7114427860696517
2.5,3.5,11,5.87,7.956369281237887,0.5,0.720164609053498
2.5,3.5,12,5.886,7.956369281237887,0.4948571428571429,0.7216666666666667
2.5,3.5,13,5.82,7.956369281237887,0.4857142857142857,0.6933115823817292
2.5,3.5,14,5.808,7.956369281237887,0.49542857142857144,0.6980676328502415
2.5,3.5,15,5.974,7.956369281237887,0.5142857142857142,0.7293354943273906
2.5,3.5,16,5.718,7.956369281237887,0.4828571428571429,0.6914893617021277
2.5,3.5,17,5.956,7.956369281237887,0.5034285714285714,0.7174267100977199
2.5,3.5,18,6.166,7.956369281237887,0.52,0.7250996015936255
2.5,3.5,19,5.928,7.956369281237887,0.5051428571428571,0.7072
2.5,3.5,20,5.868,7.956369281237887,0.488,0.7292912040990607
2.5,3.5,21,5.976,7.956369281237887,0.49714285714285716,0.7136997538966365
2.5,3.5,22,5.84,7.956369281237887,0.4897142857142857,0.6944894651539708
2.5,3.5,23,5.736,7.956369281237887,0.49142857142857144,0.7154742096505824
2.5,3.5,24,6.01,7.956369281237887,0.5051428571428571,0.7032617342879872
2.5,3.5,25,5.864,7.956369281237887,0.49657142857142855,0.7099673202614379
2.5,3.5,26,5.772,7.956369281237887,0.48742857142857143,0.6957585644371941
2.5,3.5,27,5.82,7.956369281237887,0.49314285714285716,0.7027687296416938
2.5,3.5,28,5.812,7.956369281237887,0.496,0.7155812036273702
2.5,3.5,29,5.694,7.956369281237887,0.48914285714285716,0.7080231596360629
2.5,4.0,0,6.106,9.09299346427187,0.4575,0.6517094017094017
2.5,4.0,1,6.516,9.09299346427187,0.485,0.6754874651810585
2.5,4.0,2,6.13,9.09299346427187,0.462,0.6799116997792495
2.5,4.0,3,6.75,9.09299346427187,0.4975,0.7036775106082037
2.5,4.0,4,6.686,9.09299346427187,0.4915,0.6951909476661952
2.5,4.0,5,6.26,9.09299346427187,0.4725,0.675
2.5,4.0,6,6.632,9.09299346427187,0.487,0.7135531135531136
2.5,4.0,7,6.544,9.09299346427187,0.48,0.6906474820143885
2.5,4.0,8,6.504,9.09299346427187,0.4855,0.6995677233429395
2.5,4.0,9,6.676,9.09299346427187,0.5005,0.7009803921568627
2.5,4.0,10,6.52,9.09299346427187,0.483,0.6939655172413793
2.5,4.0,11,6.664,9.09299346427187,0.489,0.7046109510086456
2.5,4.0,12,6.006,9.09299346427187,0.4425,0.6699470098410295
2.5,4.0,13,6.526,9.09299346427187,0.49,0.6721536351165981
2.5,4.0,14,6.382,9.09299346427187,0.4735,0.6867295141406816
2.5,4.0,15,6.438,9.09299346427187,0.471,0.6875912408759124
2.5,4.0,16,6.482,9.09299346427187,0.4685,0.6987322893363161
2.5,4.0,17,6.46,9.09299346427187,0.472,0.7013372956909361
2.5,4.0,18,6.408,9.09299346427187,0.4805,0.6898779612347452
2.5,4.0,19,6.516,9.09299346427187,0.4795,0.682076813655761
2.5,4.0,20,6.376,9.09299346427187,0.4665,0.6973094170403588
2.5,4.0,21,6.564,9.09299346427187,0.487,0.6962115796997855
2.5,4.0,22,6.328,9.09299346427187,0.47,0.6690391459074733
2.5,4.0,23,6.34,9.09299346427187,0.4595,0.6621037463976945
2.5,4.0,24,6.49,9.09299346427187,0.469,0.6821818181818182
2.5,4.0,25,6.574,9.09299346427187,0.474,0.6914660831509847
2.5,4.0,26,6.548,9.09299346427187,0.4775,0.7032400589101621
2.5,4.0,27,6.698,9.09299346427187,0.4825,0.6868327402135231
2.5,4.0,28,6.684,9.09299346427187,0.4915,0.6961756373937678
2.5,4.0,29,6.342,9.09299346427187,0.464,0.6778670562454346
2.5,4.5,0,7.208,10.229617647305854,0.4786666666666667,0.6714463840399002
2.5,4.5,1,7.218,10.229617647305854,0.4702222222222222,0.6817010309278351
2.5,4.5,2,7.188,10.229617647305854,0.46355555555555555,0.6707395498392283
2.5,4.5,3,7.258,10.229617647305854,0.46844444444444444,0.6778135048231512
2.5,4.5,4,7.162,10.229617647305854,0.4662222222222222,0.6767741935483871
2.5,4.5,5,7.192,10.229617647305854,0.46755555555555556,0.6637223974763407
2.5,4.5,6,7.388,10.229617647305854,0.4728888888888889,0.6563849475632326
2.5,4.5,7,7.312,10.229617647305854,0.4782222222222222,0.6888604353393086
2.5,4.5,8,7.26,10.229617647305854,0.48088888888888887,0.6679012345679012
2.5,4.5,9,7.144,10.229617647305854,0.46266666666666667,0.672046481601033
2.5,4.5,10,6.97,10.229617647305854,0.45911111111111114,0.6592214422463306
2.5,4.5,11,6.922,10.229617647305854,0.45066666666666666,0.6520900321543408
2.5,4.5,12,7.018,10.229617647305854,0.444,0.6542239685658153
2.5,4.5,13,7.052,10.229617647305854,0.4617777777777778,0.6465463596764157
2.5,4.5,14,7.512,10.229617647305854,0.4871111111111111,0.6761258482418261
2.5,4.5,15,7.174,10.229617647305854,0.464,0.664968152866242
2.5,4.5,16,7.008,10.229617647305854,0.46044444444444443,0.6515723270440251
2.5,4.5,17,7.088,10.229617647305854,0.4653333333333333,0.653150343106675
2.5,4.5,18,7.406,10.229617647305854,0.48533333333333334,0.6795270690728065
2.5,4.5,19,6.948,10.229617647305854,0.4471111111111111,0.6532467532467533
2.5,4.5,20,7.278,10.229617647305854,0.46755555555555556,0.6800258564964448
2.5,4.5,21,7.054,10.229617647305854,0.45555555555555555,0.663860103626943
2.5,4.5,22,7.064,10.229617647305854,0.456,0.66796875
2.5,4.5,23,7.18,10.229617647305854,0.4666666666666667,0.6739409499358151
2.5,4.5,24,7.136,10.229617647305854,0.4662222222222222,0.6400244051250763
2.5,4.5,25,6.996,10.229617647305854,0.4537777777777778,0.6647135416666666
2.5,4.5,26,7.188,10.229617647305854,0.47155555555555556,0.677522349936143
2.5,4.5,27,6.74,10.229617647305854,0.44044444444444447,0.6213166144200627
2.5,4.5,28,6.998,10.229617647305854,0.4657777777777778,0.6517412935323383
2.5,4.5,29,6.904,10.229617647305854,0.45555555555555555,0.6524506683640993
2.5,5.0,0,7.376,11.366241830339838,0.4428,0.6376728110599078
2.5,5.0,1,7.598,11.366241830339838,0.4476,0.6282987085906794
2.5,5.0,2,7.546,11.366241830339838,0.4448,0.6424032351242056
2.5,5.0,3,7.65,11.366241830339838,0.442,0.6439393939393939
2.5,5.0,4,7.718,11.366241830339838,0.4644,0.6457174638487208
2.5,5.0,5,7.626,11.366241830339838,0.454,0.6323119777158774
2.5,5.0,6,7.704,11.366241830339838,0.4444,0.6466821885913854
2.5,5.0,7,7.62,11.366241830339838,0.4392,0.652794292508918
2.5,5.0,8,7.54,11.366241830339838,0.4432,0.6517647058823529
2.5,5.0,9,7.71,11.366241830339838,0.4436,0.6500586166471278
2.5,5.0,10,7.556,11.366241830339838,0.4488,0.6493055555555556
2.5,5.0,11,7.838,11.366241830339838,0.4552,0.6495433789954338
2.5,5.0,12,7.72,11.366241830339838,0.4568,0.6379888268156425
2.5,5.0,13,7.882,11.366241830339838,0.47,0.6502490315439956
2.5,5.0,14,7.66,11.366241830339838,0.4556,0.6527220630372493
2.5,5.0,15,7.438,11.366241830339838,0.4424,0.6284090909090909
2.5,5.0,16,7.6,11.366241830339838,0.4488,0.6303370786516854
2.5,5.0,17,7.688,11.366241830339838,0.4464,0.6373500856653341
2.5,5.0,18,7.462,11.366241830339838,0.4316,0.6258700696055685
2.5,5.0,19,7.6,11.366241830339838,0.4452,0.6389207807118255
2.5,5.0,20,7.494,11.366241830339838,0.44,0.6307339449541285
2.5,5.0,21,7.48,11.366241830339838,0.4452,0.6370921579851173
2.5,5.0,22,7.614,11.366241830339838,0.4516,0.6436716077537058
2.5,5.0,23,7.88,11.366241830339838,0.4644,0.6596590909090909
2.5,5.0,24,7.626,11.366241830339838,0.4444,0.6414549653579676
2.5,5.0,25,7.67,11.366241830339838,0.4508,0.6275055679287305
2.5,5.0,26,7.766,11.366241830339838,0.4544,0.640721940214326
2.5,5.0,27,7.928,11.366241830339838,0.4516,0.6371331828442438
2.5,5.0,28,7.366,11.366241830339838,0.4344,0.616695059625213
2.5,5.0,29,7.606,11.366241830339838,0.44,0.6340057636887608
3.0,0.5,0,0.97,1.0821265414773846,0.612,0.9216867469879518
3.0,0.5,1,0.988,1.0821265414773846,0.612,0.9272727272727272
3.0,0.5,2,1.004,1.0821265414773846,0.62,0.9337349397590361
3.0,0.5,3,1.092,1.0821265414773846,0.672,0.9230769230769231
3.0,0.5,4,0.99,1.0821265414773846,0.64,0.9248554913294798
3.0,0.5,5,0.982,1.0821265414773846,0.62,0.9281437125748503
3.0,0.5,6,1.066,1.0821265414773846,0.664,0.9171270718232044
3.0,0.5,7,0.998,1.0821265414773846,0.596,0.9430379746835443
3.0,0.5,8,1.106,1.0821265414773846,0.668,0.9488636363636364
3.0,0.5,9,0.968,1.0821265414773846,0.636,0.9137931034482759
3.0,0.5,10,1.088,1.0821265414773846,0.668,0.9653179190751445
3.0,0.5,11,1.022,1.0821265414773846,0.632,0.9404761904761905
3.0,0.5,12,1.03,1.0821265414773846,0.636,0.9464285714285714
3.0,0.5,13,1.026,1.0821265414773846,0.648,0.9310344827586207
3.0,0.5,14,0.984,1.0821265414773846,0.616,0.9058823529411765
3.0,0.5,15,1.02,1.0821265414773846,0.616,0.9058823529411765
3.0,0.5,16,0.962,1.0821265414773846,0.592,0.9308176100628931
3.0,0.5,17,1.058,1.0821265414773846,0.652,0.9261363636363636
3.0,0.5,18,0.902,1.0821265414773846,0.572,0.9225806451612903
3.0,0.5,19,1.04,1.0821265414773846,0.64,0.9580838323353293
3.0,0.5,20,1.006,1.0821265414773846,0.608,0.926829268292683
3.0,0.5,21,1.128,1.0821265414773846,0.672,0.9438202247191011
3.0,0.5,22,1.09,1.0821265414773846,0.648,0.9473684210526315
3.0,0.5,23,1.134,1.0821265414773846,0.672,0.9710982658959537
3.0,0.5,24,1.006,1.0821265414773846,0.64,0.935672514619883
3.0,0.5,25,0.992,1.0821265414773846,0.6,0.9259259259259259
3.0,0.5,26,0.99,1.0821265414773846,0.604,0.94375
3.0,0.5,27,0.974,1.0821265414773846,0.608,0.926829268292683
3.0,0.5,28,1.018,1.0821265414773846,0.644,0.936046511627907
3.0,0.5,29,1.014,1.0821265414773846,0.632,0.9518072289156626
3.0,1.0,0,1.986,2.1642530829547693,0.604,0.8961424332344213
3.0,1.0,1,1.836,2.1642530829547693,0.578,0.8810975609756098
3.0,1.0,2,1.996,2.1642530829547693,0.622,0.8936781609195402
3.0,1.0,3,1.982,2.1642530829547693,0.61,0.8892128279883382
3.0,1.0,4,2.038,2.1642530829547693,0.626,0.9020172910662824
3.0,1.0,5,2.014,2.1642530829547693,0.636,0.8784530386740331
3.0,1.0,6,1.804,2.1642530829547693,0.584,0.8690476190476191
3.0,1.0,7,1.872,2.1642530829547693,0.602,0.8649425287356322
3.0,1.0,8,1.966,2.1642530829547693,0.598,0.8666666666666667
3.0,1.0,9,1.874,2.1642530829547693,0.574,0.8441176470588235
3.0,1.0,10,1.962,2.1642530829547693,0.576,0.891640866873065
3.0,1.0,11,1.964,2.1642530829547693,0.584,0.8902439024390244
3.0,1.0,12,1.95,2.1642530829547693,0.608,0.8967551622418879
3.0,1.0,13,1.894,2.1642530829547693,0.59,0.8702064896755162
3.0,1.0,14,1.846,2.1642530829547693,0.598,0.8846153846153846
3.0,1.0,15,2.112,2.1642530829547693,0.652,0.8980716253443526
3.0,1.0,16,1.984,2.1642530829547693,0.626,0.884180790960452
3.0,1.0,17,2.048,2.1642530829547693,0.628,0.8997134670487106
3.0,1.0,18,1.908,2.1642530829547693,0.608,0.8862973760932945
3.0,1.0,19,1.988,2.1642530829547693,0.604,0.888235294117647
3.0,1.0,20,1.922,2.1642530829547693,0.618,0.8879310344827587
3.0,1.0,21,1.912,2.1642530829547693,0.612,0.9026548672566371
3.0,1.0,22,1.966,2.1642530829547693,0.594,0.8633720930232558
3.0,1.0,23,2.0,2.1642530829547693,0.612,0.8818443804034583
3.0,1.0,24,1.91,2.1642530829547693,0.578,0.9059561128526645
3.0,1.0,25,2.018,2.1642530829547693,0.618,0.8956521739130435
3.0,1.0,26,2.016,2.1642530829547693,0.622,0.8988439306358381
3.0,1.0,27,1.952,2.1642530829547693,0.6,0.8928571428571429
3.0,1.0,28,2.024,2.1642530829547693,0.622,0.8638888888888889
3.0,1.0,29,2.154,2.1642530829547693,0.656,0.9213483146067416
3.0,1.5,0,2.75,3.246379624432154,0.5653333333333334,0.8362919132149902
3.0,1.5,1,2.712,3.246379624432154,0.5506666666666666,0.8377281947261663
3.0,1.5,2,2.814,3.246379624432154,0.5786666666666667,0.8314176245210728
3.0,1.5,3,2.868,3.246379624432154,0.5893333333333334,0.8532818532818532
3.0,1.5,4,2.634,3.246379624432154,0.5346666666666666,0.8302277432712215
3.0,1.5,5,2.702,3.246379624432154,0.5613333333333334,0.8369781312127237
3.0,1.5,6,2.742,3.246379624432154,0.5773333333333334,0.8359073359073359
3.0,1.5,7,2.85,3.246379624432154,0.5746666666666667,0.8385214007782101
3.0,1.5,8,2.97,3.246379624432154,0.6,0.8506616257088847
3.0,1.5,9,2.802,3.246379624432154,0.5786666666666667,0.8427184466019417
3.0,1.5,10,2.748,3.246379624432154,0.572,0.8218390804597702
3.0,1.5,11,2.826,3.246379624432154,0.5773333333333334,0.8231939163498099
3.0,1.5,12,2.914,3.246379624432154,0.576,0.8487229862475442
3.0,1.5,13,2.83,3.246379624432154,0.5693333333333334,0.8388998035363457
3.0,1.5,14,2.914,3.246379624432154,0.6,0.8442776735459663
3.0,1.5,15,2.696,3.246379624432154,0.5546666666666666,0.8353413654618473
3.0,1.5,16,2.782,3.246379624432154,0.5626666666666666,0.83399209486166
3.0,1.5,17,2.688,3.246379624432154,0.568,0.8255813953488372
3.0,1.5,18,2.772,3.246379624432154,0.5706666666666667,0.852589641434263
3.0,1.5,19,2.898,3.246379624432154,0.584,0.8406909788867563
3.0,1.5,20,2.734,3.246379624432154,0.5613333333333334,0.8271119842829077
3.0,1.5,21,2.692,3.246379624432154,0.556,0.8390342052313883
3.0,1.5,22,2.74,3.246379624432154,0.552,0.8329979879275654
3.0,1.5,23,2.786,3.246379624432154,0.572,0.858
3.0,1.5,24,2.876,3.246379624432154,0.6093333333333333,0.8278985507246377
3.0,1.5,25,2.794,3.246379624432154,0.5786666666666667,0.8803245436105477
3.0,1.5,26,2.718,3.246379624432154,0.58,0.8430232558139535
3.0,1.5,27,2.754,3.246379624432154,0.5586666666666666,0.8330019880715706
3.0,1.5,28,2.79,3.246379624432154,0.5746666666666667,0.841796875
3.0,1.5,29,2.762,3.246379624432154,0.576,0.8355899419729207
3.0,2.0,0,3.638,4.3285061659095385,0.547,0.8044117647058824
3.0,2.0,1,3.772,4.3285061659095385,0.554,0.8111273792093704
3.0,2.0,2,3.454,4.3285061659095385,0.536,0.8145896656534954
3.0,2.0,3,3.63,4.3285061659095385,0.556,0.804630969609262
3.0,2.0,4,3.504,4.3285061659095385,0.535,0.8155487804878049
3.0,2.0,5,3.582,4.3285061659095385,0.543,0.7915451895043731
3.0,2.0,6,3.544,4.3285061659095385,0.535,0.7937685459940653
3.0,2.0,7,3.63,4.3285061659095385,0.549,0.8343465045592705
3.0,2.0,8,3.578,4.3285061659095385,0.548,0.8082595870206489
3.0,2.0,9,3.66,4.3285061659095385,0.565,0.8152958152958153
3.0,2.0,10,3.434,4.3285061659095385,0.533,0.7581792318634424
3.0,2.0,11,3.556,4.3285061659095385,0.555,0.7894736842105263
3.0,2.0,12,3.528,4.3285061659095385,0.532,0.7928464977645305
3.0,2.0,13,3.6,4.3285061659095385,0.547,0.7985401459854015
3.0,2.0,14,3.61,4.3285061659095385,0.544,0.8131539611360239
3.0,2.0,15,3.666,4.3285061659095385,0.556,0.8212703101920237
3.0,2.0,16,3.516,4.3285061659095385,0.537,0.8099547511312217
3.0,2.0,17,3.666,4.3285061659095385,0.56,0.8175182481751825
3.0,2.0,18,3.692,4.3285061659095385,0.546,0.8149253731343283
3.0,2.0,19,3.526,4.3285061659095385,0.529,0.8039513677811551
3.0,2.0,20,3.604,4.3285061659095385,0.538,0.8201219512195121
3.0,2.0,21,3.636,4.3285061659095385,0.554,0.828101644245142
3.0,2.0,22,3.518,4.3285061659095385,0.536,0.7870778267254038
3.0,2.0,23,3.47,4.3285061659095385,0.537,0.7979197622585439
3.0,2.0,24,3.672,4.3285061659095385,0.558,0.7926136363636364
3.0,2.0,25,3.6,4.3285061659095385,0.545,0.8183183183183184
3.0,2.0,26,3.476,4.3285061659095385,0.523,0.7948328267477204
3.0,2.0,27,3.464,4.3285061659095385,0.534,0.7727930535455861
3.0,2.0,28,3.5,4.3285061659095385,0.524,0.8073959938366718
3.0,2.0,29,3.41,4.3285061659095385,0.52,0.8188976377952756
3.0,2.5,0,4.038,5.410632707386923,0.488,0.7402912621359223
3.0,2.5,1,4.29,5.410632707386923,0.5248,0.7505720823798627
3.0,2.5,2,4.254,5.410632707386923,0.5296,0.748868778280543
3.0,2.5,3,4.28,5.410632707386923,0.524,0.764294049008168
3.0,2.5,4,4.446,5.410632707386923,0.5464,0.7770193401592719
3.0,2.5,5,4.318,5.410632707386923,0.5256,0.7784360189573459
3.0,2.5,6,4.298,5.410632707386923,0.5152,0.7834549878345499
3.0,2.5,7,4.296,5.410632707386923,0.524,0.759860788863109
3.0,2.5,8,4.352,5.410632707386923,0.516,0.7508731082654249
3.0,2.5,9,4.302,5.410632707386923,0.5272,0.7627314814814815
3.0,2.5,10,4.044,5.410632707386923,0.5008,0.7560386473429952
3.0,2.5,11,4.246,5.410632707386923,0.5112,0.7689530685920578
3.0,2.5,12,4.39,5.410632707386923,0.5384,0.7587373167981961
3.0,2.5,13,4.38,5.410632707386923,0.528,0.7683352735739232
3.0,2.5,14,4.448,5.410632707386923,0.5416,0.7564245810055866
3.0,2.5,15,4.034,5.410632707386923,0.5032,0.7560096153846154
3.0,2.5,16,4.328,5.410632707386923,0.5232,0.7508610792192881
3.0,2.5,17,4.114,5.410632707386923,0.4984,0.7551515151515151
3.0,2.5,18,4.178,5.410632707386923,0.4976,0.7594627594627594
3.0,2.5,19,4.38,5.410632707386923,0.5312,0.7738927738927739
3.0,2.5,20,4.192,5.410632707386923,0.5024,0.7602905569007264
3.0,2.5,21,4.154,5.410632707386923,0.5136,0.7588652482269503
3.0,2.5,22,4.26,5.410632707386923,0.5184,0.7892813641900122
3.0,2.5,23,4.168,5.410632707386923,0.52,0.7647058823529411
3.0,2.5,24,4.3,5.410632707386923,0.5216,0.7706855791962175
3.0,2.5,25,4.316,5.410632707386923,0.5248,0.7522935779816514
3.0,2.5,26,4.278,5.410632707386923,0.5208,0.7695035460992907
3.0,2.5,27,4.272,5.410632707386923,0.524,0.7572254335260116
3.0,2.5,28,4.15,5.410632707386923,0.5064,0.7654171704957679
3.0,2.5,29,4.278,5.410632707386923,0.5136,0.7624703087885986
3.0,3.0,0,4.84,6.492759248864308,0.48933333333333334,0.7391742195367573
3.0,3.0,1,4.866,6.492759248864308,0.4826666666666667,0.7502590673575129
3.0,3.0,2,5.272,6.492759248864308,0.5346666666666666,0.7786407766990291
3.0,3.0,3,4.782,6.492759248864308,0.4786666666666667,0.7223340040241448
3.0,3.0,4,4.964,6.492759248864308,0.48333333333333334,0.730110775427996
3.0,3.0,5,5.026,6.492759248864308,0.498,0.7583756345177665
3.0,3.0,6,4.924,6.492759248864308,0.5026666666666667,0.7243035542747358
3.0,3.0,7,4.664,6.492759248864308,0.4706666666666667,0.6962524654832347
3.0,3.0,8,4.766,6.492759248864308,0.484,0.7296482412060301
3.0,3.0,9,4.91,6.492759248864308,0.49266666666666664,0.723091976516634
3.0,3.0,10,4.632,6.492759248864308,0.486,0.7119140625
3.0,3.0,11,4.926,6.492759248864308,0.4866666666666667,0.7213438735177866
3.0,3.0,12,4.968,6.492759248864308,0.496,0.7530364372469636
3.0,3.0,13,4.964,6.492759248864308,0.5013333333333333,0.734375
3.0,3.0,14,4.828,6.492759248864308,0.4826666666666667,0.7098039215686275
3.0,3.0,15,5.242,6.492759248864308,0.5166666666666667,0.7516973811833172
3.0,3.0,16,4.876,6.492759248864308,0.48133333333333334,0.7198404785643071
3.0,3.0,17,4.896,6.492759248864308,0.49866666666666665,0.7151051625239006
3.0,3.0,18,5.19,6.492759248864308,0.518,0.7471153846153846
3.0,3.0,19,4.77,6.492759248864308,0.47933333333333333,0.695357833655706
3.0,3.0,20,5.132,6.492759248864308,0.514,0.7363896848137536
3.0,3.0,21,4.788,6.492759248864308,0.492,0.7242394504416094
3.0,3.0,22,4.838,6.492759248864308,0.48933333333333334,0.7421638018200202
3.0,3.0,23,4.718,6.492759248864308,0.486,0.7326633165829146
3.0,3.0,24,4.924,6.492759248864308,0.5013333333333333,0.749003984063745
3.0,3.0,25,5.206,6.492759248864308,0.5213333333333333,0.7412322274881517
3.0,3.0,26,4.912,6.492759248864308,0.49133333333333334,0.7268244575936884
3.0,3.0,27,4.854,6.492759248864308,0.49533333333333335,0.7589376915219612
3.0,3.0,28,4.92,6.492759248864308,0.48533333333333334,0.7222222222222222
3.0,3.0,29,4.918,6.492759248864308,0.49333333333333335,0.74
3.0,3.5,0,5.578,7.574885790341693,0.47885714285714287,0.7095681625740897
3.0,3.5,1,5.634,7.574885790341693,0.4942857142857143,0.7101806239737274
3.0,3.5,2,5.754,7.574885790341693,0.49714285714285716,0.7280334728033473
3.0,3.5,3,5.6,7.574885790341693,0.48742857142857143,0.7084717607973422
3.0,3.5,4,5.278,7.574885790341693,0.45371428571428574,0.6934497816593886
3.0,3.5,5,5.576,7.574885790341693,0.4742857142857143,0.7149009474590869
3.0,3.5,6,5.452,7.574885790341693,0.4674285714285714,0.6765922249793217
3.0,3.5,7,5.658,7.574885790341693,0.4794285714285714,0.7056349873843566
3.0,3.5,8,5.622,7.574885790341693,0.4828571428571429,0.709487825356843
3.0,3.5,9,5.636,7.574885790341693,0.48228571428571426,0.6952224052718287
3.0,3.5,10,5.738,7.574885790341693,0.48914285714285716,0.7103734439834025
3.0,3.5,11,5.58,7.574885790341693,0.47885714285714287,0.7006688963210702
3.0,3.5,12,5.576,7.574885790341693,0.4737142857142857,0.7037351443123939
3.0,3.5,13,5.686,7.574885790341693,0.4857142857142857,0.720949957591179
3.0,3.5,14,5.646,7.574885790341693,0.4868571428571429,0.7232597623089984
3.0,3.5,15,5.514,7.574885790341693,0.4725714285714286,0.7032312925170068
3.0,3.5,16,5.682,7.574885790341693,0.49257142857142855,0.7243697478991596
3.0,3.5,17,5.544,7.574885790341693,0.49142857142857144,0.7008964955175224
3.0,3.5,18,5.338,7.574885790341693,0.456,0.7131367292225201
3.0,3.5,19,5.78,7.574885790341693,0.49714285714285716,0.7142857142857143
3.0,3.5,20,5.636,7.574885790341693,0.4982857142857143,0.7242524916943521
3.0,3.5,21,5.66,7.574885790341693,0.49314285714285716,0.7161825726141079
3.0,3.5,22,5.69,7.574885790341693,0.492,0.704582651391162
3.0,3.5,23,5.582,7.574885790341693,0.47714285714285715,0.6838656838656839
3.0,3.5,24,5.49,7.574885790341693,0.4742857142857143,0.6865177832919769
3.0,3.5,25,5.54,7.574885790341693,0.48114285714285715,0.6912972085385879
3.0,3.5,26,5.59,7.574885790341693,0.47828571428571426,0.7093220338983051
3.0,3.5,27,5.388,7.574885790341693,0.46685714285714286,0.6724279835390946
3.0,3.5,28,5.696,7.574885790341693,0.49142857142857144,0.7136929460580913
3.0,3.5,29,5.616,7.574885790341693,0.492,0.704582651391162
3.0,4.0,0,5.812,8.657012331819077,0.436,0.662613981762918
3.0,4.0,1,6.096,8.657012331819077,0.4525,0.6956187548039969
3.0,4.0,2,5.906,8.657012331819077,0.451,0.670631970260223
3.0,4.0,3,6.262,8.657012331819077,0.471,0.6957163958641064
3.0,4.0,4,6.044,8.657012331819077,0.449,0.682370820668693
3.0,4.0,5,6.152,8.657012331819077,0.4665,0.6805251641137856
3.0,4.0,6,6.254,8.657012331819077,0.47,0.6973293768545994
3.0,4.0,7,6.012,8.657012331819077,0.4585,0.674264705882353
3.0,4.0,8,5.944,8.657012331819077,0.4495,0.6688988095238095
3.0,4.0,9,5.96,8.657012331819077,0.4405,0.6669190007570023
3.0,4.0,10,6.238,8.657012331819077,0.4675,0.68
3.0,4.0,11,5.926,8.657012331819077,0.4415,0.668939393939394
3.0,4.0,12,6.208,8.657012331819077,0.4655,0.6835535976505139
3.0,4.0,13,6.32,8.657012331819077,0.4725,0.6754824874910651
3.0,4.0,14,6.084,8.657012331819077,0.4555,0.6669106881405563
3.0,4.0,15,6.418,8.657012331819077,0.4835,0.6956834532374101
3.0,4.0,16,6.248,8.657012331819077,0.4735,0.6683133380381087
3.0,4.0,17,6.184,8.657012331819077,0.455,0.6847253574115877
3.0,4.0,18,5.912,8.657012331819077,0.4475,0.6704119850187266
3.0,4.0,19,6.266,8.657012331819077,0.464,0.6729514140681654
